Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000151779,NBAS,48,0.04558,55,0.29352,49,0.11520,37,-0.3316,26,-0.8804,52,0.18474,41,-0.1798,62,0.48464,42,-0.1658
ENSG00000079785,DDX1,151,-0.0050,251,0.83665,201,0.53253,127,-0.2826,115,-0.4325,86,-0.8877,121,-0.3499,171,0.19505,90,-0.8070
ENSG00000197872,FAM49A,63,-0.1432,91,0.45795,106,0.84271,32,-1.1633,42,-0.7716,50,-0.4975,80,0.24603,58,-0.2671,58,-0.2708
ENSG00000163032,VSNL1,160,-1.1843,939,1.75207,364,0.09858,154,-1.2448,92,-2.0142,364,0.08976,700,1.19806,62,-2.5801,245,-0.5351
ENSG00000163029,SMC6,7,-1.6008,14,-0.6047,16,-0.5145,21,-0.0036,23,0.13658,23,0.13640,10,-1.0992,60,1.79027,22,0.05134
ENSG00000240857,RDH14,19,-0.7871,52,0.82345,46,0.70808,16,-1.0357,15,-1.0972,29,-0.1371,19,-0.7388,53,0.84664,20,-0.7075
ENSG00000118965,WDR35,16,-0.6240,30,0.39159,14,-0.8890,12,-1.0639,14,-0.8211,15,-0.6569,6,-2.1219,103,2.75850,13,-0.8767
ENSG00000068697,LAPTM4A,146,-0.4085,146,-0.4126,137,-0.5642,74,-1.4398,204,0.12023,90,-1.1533,165,-0.2202,426,1.38263,369,1.12174
ENSG00000055917,PUM2,51,-0.6962,54,-0.6055,72,-0.1899,95,0.27744,66,-0.3094,61,-0.4129,101,0.37327,118,0.63678,110,0.51339
ENSG00000143878,RHOB,114,-1.4319,175,-0.7827,149,-1.1203,439,0.68899,413,0.58719,203,-0.5533,371,0.40639,385,0.46694,491,0.88033
ENSG00000118960,HS1BP3,19,0.10371,18,-0.0174,12,-0.6059,19,0.10109,20,0.14176,7,-1.3501,6,-1.6926,32,0.93513,34,1.05377
ENSG00000173960,UBXN2A,24,-0.3503,31,-0.0028,20,-0.7280,28,-0.1606,62,1.19017,43,0.54607,21,-0.5739,38,0.35093,19,-0.7237
ENSG00000119782,FKBP1B,67,0.91887,67,0.91044,75,1.31357,9,-2.1829,17,-1.2193,23,-0.8024,28,-0.4926,7,-2.5053,19,-1.1186
ENSG00000115128,SF3B6,87,-0.1459,95,-0.0164,77,-0.3716,96,0.01622,80,-0.2806,42,-1.2640,117,0.33121,186,1.12230,97,0.02198
ENSG00000219626,FAM228B,22,-0.7617,22,-0.7577,29,-0.3688,36,0.00030,67,1.01202,30,-0.2874,28,-0.3858,47,0.42365,51,0.55149
ENSG00000198399,ITSN2,60,0.25267,59,0.23824,49,-0.0788,37,-0.5000,48,-0.1061,55,0.10958,36,-0.5531,65,0.38055,54,0.08766
ENSG00000084676,NCOA1,36,-1.2427,76,-0.0979,61,-0.4868,85,0.07507,110,0.49809,86,0.10195,92,0.20322,114,0.55504,88,0.13887
ENSG00000184924,PTRHD1,47,0.43088,62,0.89373,34,-0.1245,18,-1.0776,50,0.52700,18,-1.0300,41,0.22629,26,-0.5121,31,-0.2558
ENSG00000138031,ADCY3,47,-0.1279,73,0.57693,90,1.10684,40,-0.3779,22,-1.2725,29,-0.8980,37,-0.5261,5,-3.4410,80,0.72071
ENSG00000115137,DNAJC27,27,0.23579,24,0.01383,29,0.37522,24,0.05430,9,-1.4306,32,0.49247,16,-0.5815,19,-0.3466,26,0.16661
ENSG00000084710,EFR3B,118,0.48473,144,0.81973,120,0.59732,59,-0.6173,45,-1.0267,50,-0.8604,97,0.17246,78,-0.1791,43,-1.0941
ENSG00000119772,DNMT3A,4,-1.9685,8,-1.1220,12,-0.5858,33,1.07153,18,0.04959,21,0.32923,25,0.62525,12,-0.5674,26,0.66788
ENSG00000138101,DTNB,19,-1.0074,46,0.34890,42,0.23500,94,1.61140,16,-1.2806,39,0.10544,25,-0.5933,5,-3.0307,41,0.15881
ENSG00000143970,ASXL2,22,-0.2938,17,-0.6744,11,-1.4016,32,0.30635,42,0.74235,25,-0.1186,31,0.22419,52,1.12366,23,-0.2550
ENSG00000084731,KIF3C,502,1.50972,390,1.04883,316,0.79851,78,-1.5157,76,-1.5401,148,-0.5396,149,-0.5293,48,-2.2102,61,-1.8676
ENSG00000084733,RAB10,130,0.09957,160,0.42871,109,-0.2034,164,0.47756,134,0.13977,91,-0.4600,97,-0.3699,78,-0.7066,153,0.35504
ENSG00000157833,GAREM2,17,-0.7668,19,-0.5999,21,-0.5042,23,-0.3000,49,0.87978,30,0.11351,37,0.41524,36,0.36235,30,0.10412
ENSG00000084754,HADHA,139,0.38334,94,-0.2443,94,-0.2817,101,-0.1360,126,0.21249,88,-0.3497,89,-0.3405,159,0.59869,117,0.09838
ENSG00000138029,HADHB,183,0.26386,77,-1.0789,102,-0.7203,155,-0.0018,227,0.61975,110,-0.5374,263,0.87563,174,0.18778,158,0.03278
ENSG00000138018,SELENOI,57,0.48585,89,1.24044,53,0.39272,49,0.23601,20,-1.1263,31,-0.4902,23,-0.9546,41,-0.0442,9,-2.3480
ENSG00000171303,KCNK3,74,1.02020,59,0.63890,81,1.43849,8,-2.3782,6,-2.7155,28,-0.5353,37,-0.1283,7,-2.5370,18,-1.2422
ENSG00000213699,SLC35F6,36,0.18370,27,-0.3032,39,0.33738,26,-0.3485,31,-0.0642,23,-0.5419,27,-0.2746,54,0.83603,22,-0.5972
ENSG00000157851,DPYSL5,113,0.78688,65,-0.1196,85,0.35772,224,2.08162,17,-2.0799,44,-0.7121,21,-1.8049,15,-2.3312,29,-1.3305
ENSG00000084764,MAPRE3,354,0.76592,452,1.19759,338,0.80322,116,-1.0082,54,-2.1583,139,-0.7326,178,-0.3498,138,-0.7419,116,-1.0050
ENSG00000119777,TMEM214,21,-0.4728,50,0.88815,29,-0.0241,25,-0.2240,22,-0.4317,27,-0.0898,28,-0.0652,34,0.23469,26,-0.1884
ENSG00000228474,OST4,213,0.37500,161,-0.0781,152,-0.1900,155,-0.1451,220,0.42590,98,-0.8581,131,-0.4084,179,0.08674,233,0.51897
ENSG00000138030,KHK,3,-2.2969,13,-0.3520,36,1.55525,16,-0.0470,2,-3.1476,12,-0.5285,26,0.71303,5,-1.8678,18,0.14846
ENSG00000138028,CGREF1,18,-0.8365,40,0.43723,60,1.38050,19,-0.7463,9,-1.8366,33,0.13668,42,0.53250,9,-1.7819,14,-1.2215
ENSG00000138073,PREB,38,0.19175,24,-0.5284,66,1.32613,22,-0.7082,21,-0.7392,27,-0.3488,28,-0.3275,27,-0.3477,21,-0.7347
ENSG00000138074,SLC5A6,15,-0.6402,23,0.03227,28,0.39525,28,0.35909,16,-0.5147,22,-0.0307,19,-0.2846,8,-1.5820,38,0.87849
ENSG00000138085,ATRAID,19,-1.7073,59,0.02250,44,-0.4977,75,0.39481,67,0.22833,24,-1.3856,42,-0.5194,121,1.22335,90,0.71111
ENSG00000115204,MPV17,33,-0.3444,48,0.23363,51,0.39314,40,-0.0609,24,-0.8175,40,-0.0510,33,-0.3404,64,0.72124,28,-0.5865
ENSG00000115207,GTF3C2,9,-0.7441,14,-0.0195,18,0.43668,11,-0.4212,14,-0.0203,9,-0.6043,15,0.13613,28,1.14616,5,-1.5516
ENSG00000115211,EIF2B4,25,-0.2676,28,-0.1040,34,0.24064,34,0.19999,31,0.04220,38,0.40382,14,-1.1321,18,-0.7660,42,0.55328
ENSG00000115234,SNX17,90,-0.1203,117,0.29761,137,0.64938,88,-0.1597,78,-0.3403,62,-0.6947,97,-0.0009,98,0.02367,66,-0.5928
ENSG00000115241,PPM1G,27,-0.7903,63,0.52837,46,0.00317,36,-0.3699,39,-0.2300,29,-0.6856,35,-0.4344,100,1.32162,35,-0.4032
ENSG00000115216,NRBP1,81,0.00559,97,0.30601,137,1.04571,51,-0.7181,29,-1.5645,54,-0.6288,58,-0.5112,89,0.16234,72,-0.1849
ENSG00000138002,IFT172,12,-0.8854,20,-0.1029,14,-0.6579,9,-1.2176,13,-0.7391,10,-1.0866,19,-0.1910,92,2.74151,8,-1.4146
ENSG00000115226,FNDC4,12,-1.5892,41,0.28695,48,0.62829,28,-0.3407,19,-0.8724,28,-0.3058,68,1.13148,21,-0.7424,30,-0.2055
ENSG00000243943,ZNF512,26,-0.5165,45,0.37229,42,0.28627,25,-0.5492,23,-0.6844,30,-0.2797,45,0.35764,25,-0.5759,56,0.72828
ENSG00000198522,GPN1,47,0.36849,56,0.65907,66,1.11062,11,-1.8710,18,-1.1152,22,-0.7755,51,0.49710,14,-1.4794,23,-0.7592
ENSG00000119760,SUPT7L,57,0.21164,84,0.85304,76,0.79552,18,-1.5496,24,-1.1532,22,-1.2715,49,-0.0358,65,0.42286,30,-0.7829
ENSG00000163798,SLC4A1AP,42,-0.4686,105,1.04146,66,0.30132,29,-1.0210,31,-0.8972,43,-0.4182,52,-0.1261,59,0.08279,68,0.31405
ENSG00000243147,MRPL33,77,-0.6702,172,0.60649,136,0.24520,89,-0.4527,179,0.67001,68,-0.8737,135,0.20253,61,-1.0292,136,0.21136
ENSG00000158019,BABAM2,40,0.47174,57,1.05012,38,0.44561,20,-0.6247,21,-0.5743,12,-1.4022,26,-0.2195,40,0.44965,9,-1.8655
ENSG00000213639,PPP1CB,177,-0.3756,229,0.03230,213,-0.0964,186,-0.2986,179,-0.3614,181,-0.3397,248,0.15916,427,1.07899,193,-0.2413
ENSG00000171103,TRMT61B,12,-0.9642,45,1.20366,23,0.10504,17,-0.4073,25,0.21689,17,-0.3825,18,-0.2932,16,-0.4354,22,0.01889
ENSG00000163811,WDR43,22,0.00173,18,-0.2610,12,-0.9582,19,-0.1854,24,0.17671,28,0.39210,14,-0.6750,37,0.89847,30,0.50923
ENSG00000189350,TOGARAM2,1,-4.2103,0,-8.9823,3,-3.2583,3,-3.1890,24,-0.2617,4,-2.9714,3,-3.3566,242,5.58681,1,-4.6109
ENSG00000115295,CLIP4,34,-0.9141,68,0.16544,67,0.16205,85,0.52951,47,-0.4329,54,-0.1957,78,0.39531,51,-0.2852,62,0.01888
ENSG00000119801,YPEL5,241,0.66331,216,0.47734,189,0.29116,110,-0.5917,86,-0.9717,126,-0.3838,161,0.00259,118,-0.4922,174,0.12435
ENSG00000213626,LBH,27,-0.9909,27,-1.0045,117,1.75100,15,-1.8019,16,-1.7585,40,-0.3956,56,0.15813,21,-1.3485,74,0.60944
ENSG00000172954,LCLAT1,12,-0.4174,23,0.62182,21,0.59288,8,-1.0273,11,-0.4899,2,-2.6211,17,0.13843,32,1.17850,8,-1.0572
ENSG00000013016,EHD3,120,0.82650,141,1.10628,95,0.48843,30,-1.3402,29,-1.3953,55,-0.4412,77,0.08321,29,-1.3981,57,-0.3788
ENSG00000162961,DPY30,110,0.34298,125,0.55704,116,0.50265,55,-0.7512,68,-0.4143,46,-1.0294,109,0.33969,87,-0.0329,55,-0.7327
ENSG00000021574,SPAST,25,-0.3392,47,0.65558,35,0.16993,56,0.95648,22,-0.5549,21,-0.6320,42,0.46758,12,-1.3954,19,-0.7369
ENSG00000119820,YIPF4,78,-0.3856,88,-0.1906,74,-0.5064,102,0.03928,76,-0.4148,143,0.60066,92,-0.1179,142,0.58676,123,0.34602
ENSG00000115760,BIRC6,20,-0.9257,53,0.57469,26,-0.6005,48,0.40220,52,0.53794,58,0.71991,28,-0.4544,27,-0.4719,34,-0.1610
ENSG00000152689,RASGRP3,1,-4.2905,4,-2.4416,4,-2.6749,145,3.95047,15,-0.6338,16,-0.5676,3,-2.7771,15,-0.6669,20,-0.2276
ENSG00000119812,FAM98A,65,0.30482,94,0.92723,50,-0.1345,76,0.57064,26,-1.0941,45,-0.2915,40,-0.4822,42,-0.3821,50,-0.1191
ENSG00000260025,CRIM1-DT,2,-2.6615,6,-1.1957,18,0.48447,7,-1.0656,15,0.16544,19,0.49523,28,1.16860,9,-0.5865,16,0.18250
ENSG00000150938,CRIM1,13,-2.1876,30,-0.9803,48,-0.2525,22,-1.4437,28,-1.0573,44,-0.3717,87,0.71877,88,0.74331,151,1.72758
ENSG00000171055,FEZ2,76,0.03109,93,0.37308,66,-0.2093,91,0.33689,86,0.23439,50,-0.6081,49,-0.6434,88,0.26724,77,0.05500
ENSG00000115808,STRN,18,-1.0053,32,-0.1102,17,-1.2164,98,1.82619,37,0.12987,35,0.02917,23,-0.6464,31,-0.1820,38,0.13482
ENSG00000008869,HEATR5B,43,0.42183,69,1.24631,46,0.62346,18,-0.9084,15,-1.2248,32,-0.0313,16,-1.0915,20,-0.7433,24,-0.5040
ENSG00000152133,GPATCH11,14,-1.2165,47,0.62886,22,-0.6409,47,0.61103,42,0.43193,24,-0.4430,20,-0.7302,33,0.06462,49,0.68653
ENSG00000055332,EIF2AK2,96,0.18250,117,0.50362,84,-0.0486,37,-1.2988,78,-0.1585,82,-0.0785,76,-0.2015,114,0.46186,93,0.11614
ENSG00000218739,CEBPZOS,46,-0.4103,80,0.46836,56,-0.1199,36,-0.7814,72,0.28452,49,-0.3250,53,-0.1925,99,0.81709,53,-0.1881
ENSG00000115816,CEBPZ,22,-1.1092,59,0.40311,49,0.09859,61,0.45390,44,-0.0929,38,-0.2963,35,-0.4476,51,0.16095,54,0.24711
ENSG00000003509,NDUFAF7,13,-0.0156,14,0.04592,23,1.02300,2,-2.5994,3,-2.0432,11,-0.2602,14,0.07907,18,0.48664,12,-0.1282
ENSG00000115828,QPCT,98,0.39987,111,0.61811,181,1.85108,8,-3.2401,24,-1.7382,29,-1.4795,58,-0.4408,16,-2.2952,55,-0.5124
ENSG00000163171,CDC42EP3,15,-0.2280,28,0.80791,16,-0.1480,3,-2.6201,4,-2.2127,11,-0.6598,7,-1.3652,31,0.94369,42,1.52373
ENSG00000119787,ATL2,4,-2.5363,26,0.12122,25,0.06246,22,-0.1044,19,-0.3404,19,-0.3518,22,-0.1370,45,1.05289,32,0.46314
ENSG00000143889,HNRNPLL,19,-1.1176,54,0.50988,36,-0.1746,21,-0.9907,34,-0.2239,25,-0.7338,36,-0.1319,83,1.23672,52,0.44444
ENSG00000115875,SRSF7,39,-0.9321,122,0.88208,79,0.18139,79,0.15956,57,-0.3581,32,-1.2300,62,-0.2261,86,0.28494,81,0.19365
ENSG00000152147,GEMIN6,8,-0.5581,6,-1.0263,15,0.45394,13,0.19771,14,0.33685,8,-0.5923,8,-0.4992,22,1.05682,7,-0.8609
ENSG00000163214,DHX57,3,-2.1290,21,0.47969,12,-0.5006,11,-0.5116,7,-1.2677,20,0.41292,12,-0.4248,12,-0.3472,46,1.87022
ENSG00000188010,MORN2,44,-0.7204,57,-0.3132,45,-0.7402,16,-2.1685,87,0.37158,20,-1.9086,42,-0.7901,291,2.69175,47,-0.6125
ENSG00000115904,SOS1,62,0.79786,34,-0.1705,42,0.18896,20,-1.0174,32,-0.2536,34,-0.1692,23,-0.8050,40,0.06774,52,0.49221
ENSG00000011566,MAP4K3,30,0.22548,34,0.41813,25,-0.0509,18,-0.5571,18,-0.5541,23,-0.1476,33,0.38122,31,0.30535,21,-0.3057
ENSG00000231312,MAP4K3-DT,12,-0.3963,18,0.28000,14,-0.0904,8,-0.9344,15,-0.0099,14,-0.0714,20,0.41779,5,-1.6866,31,1.17489
ENSG00000152154,TMEM178A,82,0.89831,154,2.09054,11,-2.2883,51,0.11648,16,-1.6380,42,-0.1864,21,-1.2548,27,-0.9009,61,0.38809
ENSG00000183023,SLC8A1,25,-1.8468,129,0.69709,91,0.14369,39,-1.1938,58,-0.5776,132,0.73416,167,1.14619,15,-2.5793,96,0.20795
ENSG00000143924,EML4,1,-3.3901,14,-0.0110,10,-0.4903,12,-0.2006,21,0.67462,9,-0.6627,9,-0.7116,32,1.37635,21,0.63690
ENSG00000115944,COX7A2L,150,-0.1764,167,-0.0110,285,1.03874,118,-0.5584,72,-1.2981,139,-0.3014,209,0.35688,121,-0.5195,133,-0.3683
ENSG00000057935,MTA3,58,0.77809,111,1.98319,21,-0.9275,19,-0.9717,23,-0.7177,17,-1.1457,17,-1.1404,56,0.72701,18,-1.0622
ENSG00000152518,ZFP36L2,28,-2.0583,7,-3.9204,23,-2.4443,78,-0.5075,208,1.10469,66,-0.7570,79,-0.4945,343,2.06755,221,1.21385
ENSG00000115970,THADA,15,0.11820,11,-0.3235,12,-0.3337,7,-1.0129,8,-0.8415,4,-1.6499,13,-0.1328,24,0.89066,34,1.48879
ENSG00000138036,DYNC2LI1,16,-1.2571,50,0.54337,35,-0.0556,13,-1.5038,20,-0.8963,24,-0.6147,20,-0.9180,132,2.35213,15,-1.3014
ENSG00000138095,LRPPRC,214,0.85804,132,0.05500,204,0.90441,87,-0.5971,96,-0.4506,82,-0.6840,94,-0.4817,66,-1.0155,97,-0.4337
ENSG00000138032,PPM1B,50,-0.3725,48,-0.4391,64,0.00517,89,0.55224,73,0.21679,54,-0.2676,93,0.63030,32,-1.0697,69,0.13375
ENSG00000138078,PREPL,496,-0.0508,951,1.03810,894,1.10121,240,-1.1761,196,-1.4760,383,-0.4561,488,-0.0752,203,-1.4250,373,-0.4985
ENSG00000171132,PRKCE,11,-1.5036,51,0.81055,34,0.13807,12,-1.3845,15,-1.1561,39,0.35267,65,1.21762,6,-2.5302,46,0.62946
ENSG00000116016,EPAS1,43,-1.2594,9,-3.5503,13,-3.1552,61,-0.7186,71,-0.4810,61,-0.7106,81,-0.2721,7,-3.7843,609,3.91388
ENSG00000119729,RHOQ,160,0.46770,116,-0.0561,151,0.42445,74,-0.7602,155,0.41395,114,-0.0847,103,-0.2521,88,-0.4906,90,-0.4531
ENSG00000151665,PIGF,14,-0.8040,32,0.54273,22,-0.0898,22,-0.0753,24,0.02827,15,-0.6839,24,0.07573,37,0.77996,19,-0.2820
ENSG00000119878,CRIPT,69,-0.0127,77,0.16802,67,-0.0705,90,0.41405,79,0.20515,41,-0.8059,81,0.24295,64,-0.1335,60,-0.2202
ENSG00000171150,SOCS5,18,-0.8709,41,0.41550,39,0.38207,27,-0.2179,13,-1.3155,29,-0.1513,24,-0.4542,20,-0.7376,67,1.25446
ENSG00000180398,MCFD2,142,0.47504,114,0.11952,158,0.75769,54,-1.0477,79,-0.4586,81,-0.4271,106,-0.0037,98,-0.1228,71,-0.6318
ENSG00000143933,CALM2,2326,0.49456,2172,0.38092,2466,0.68711,1324,-0.4127,1486,-0.2305,1039,-0.7880,1543,-0.1712,1228,-0.5301,1134,-0.6532
ENSG00000095002,MSH2,25,-0.5988,55,0.67017,55,0.76378,28,-0.4262,20,-0.8990,37,0.02252,44,0.27677,28,-0.4025,19,-0.9832
ENSG00000184261,KCNK12,5,-1.5929,20,0.43746,20,0.51724,31,1.15412,10,-0.6131,9,-0.7034,20,0.44002,3,-2.2309,13,-0.2360
ENSG00000116062,MSH6,29,0.37315,16,-0.5352,20,-0.2198,28,0.36540,20,-0.2078,5,-2.2306,15,-0.6751,59,1.63655,15,-0.5992
ENSG00000138081,FBXO11,52,-0.5416,90,0.33514,88,0.32999,51,-0.5609,43,-0.8189,43,-0.8312,87,0.28295,97,0.45804,93,0.39466
ENSG00000170802,FOXN2,9,-0.9880,1,-3.4270,5,-2.1345,81,2.79450,28,0.67155,13,-0.5054,9,-0.9785,6,-1.6683,25,0.52016
ENSG00000162869,PPP1R21,27,-0.1378,27,-0.1327,46,0.80981,26,-0.1938,27,-0.1817,18,-0.8009,24,-0.3142,39,0.41993,18,-0.7395
ENSG00000243244,STON1,4,-2.8474,2,-3.7545,5,-2.7384,8,-1.8881,42,0.61533,14,-1.0483,17,-0.7698,161,3.51991,26,-0.1088
ENSG00000179915,NRXN1,40,-1.9511,159,0.15729,220,0.81383,95,-0.6467,84,-0.8400,174,0.30696,183,0.39198,126,-0.2111,138,-0.0629
ENSG00000115239,ASB3,32,-0.4265,34,-0.3435,51,0.35560,22,-0.9777,47,0.17116,39,-0.1199,69,0.81569,40,-0.0834,36,-0.2599
ENSG00000068912,ERLEC1,103,-0.2830,199,0.78180,200,0.92877,109,-0.2068,77,-0.7384,73,-0.8304,105,-0.2533,93,-0.4547,79,-0.6967
ENSG00000068878,PSME4,22,-0.0449,21,-0.1409,25,0.18252,24,0.08779,21,-0.1530,11,-1.0738,15,-0.6093,34,0.62140,30,0.42419
ENSG00000170634,ACYP2,171,0.08394,181,0.17543,211,0.49437,189,0.24368,156,-0.0598,100,-0.7557,172,0.09583,88,-0.9433,142,-0.2106
ENSG00000115306,SPTBN1,535,0.25219,516,0.19480,391,-0.2782,411,-0.1695,601,0.44522,425,-0.1185,418,-0.1441,341,-0.4623,546,0.28517
ENSG00000115310,RTN4,1222,0.02531,1713,0.57954,1887,0.87067,1485,0.34261,584,-1.1206,910,-0.4410,843,-0.5602,692,-0.8634,804,-0.6319
ENSG00000143947,RPS27A,547,-0.7748,657,-0.4909,598,-0.6996,887,-0.0179,1878,1.25292,588,-0.6615,719,-0.3496,852,-0.0807,1643,1.01328
ENSG00000085760,MTIF2,29,0.33155,37,0.69295,18,-0.5204,18,-0.4583,29,0.32106,18,-0.3964,29,0.30263,23,-0.0436,20,-0.2722
ENSG00000115355,CCDC88A,47,-2.1466,191,-0.0173,94,-1.2085,485,1.59063,256,0.46059,307,0.76108,116,-0.8020,149,-0.4070,193,-0.0011
ENSG00000163001,CFAP36,95,-0.6997,207,0.54212,181,0.36743,74,-1.0737,125,-0.2760,119,-0.3569,179,0.29909,181,0.31826,144,-0.0507
ENSG00000275052,PPP4R3B,15,-1.9978,43,-0.4342,35,-0.8385,36,-0.6996,77,0.49133,47,-0.3006,45,-0.3831,123,1.30637,114,1.15505
ENSG00000138035,PNPT1,3,-2.6656,26,0.41957,18,-0.2074,47,1.47888,13,-0.6651,25,0.38639,16,-0.3366,23,0.26418,9,-1.1382
ENSG00000115380,EFEMP1,31,-2.9527,9,-4.6650,17,-3.9971,17,-3.8489,246,0.14226,79,-1.5989,119,-0.9980,1575,4.37424,144,-0.7064
ENSG00000055813,CCDC85A,0,-4.8866,28,0.26560,46,1.32260,9,-1.3974,19,-0.3131,11,-1.1120,35,0.65260,18,-0.4602,23,-0.0189
ENSG00000115392,FANCL,40,0.09075,63,0.85212,34,-0.1571,39,0.07137,28,-0.4389,25,-0.6433,20,-0.9990,59,0.71629,34,-0.1636
ENSG00000115421,PAPOLG,4,-1.6930,20,0.64114,9,-0.6447,11,-0.2576,12,-0.2205,17,0.38187,15,0.17574,18,0.50887,18,0.48565
ENSG00000162928,PEX13,7,-0.9837,18,0.50464,14,0.11801,15,0.22132,10,-0.4096,5,-1.4671,18,0.48222,28,1.29588,2,-2.5977
ENSG00000162929,KIAA1841,12,-0.8075,26,0.40710,18,-0.1872,14,-0.5783,26,0.41987,20,-0.0286,26,0.43388,20,-0.0157,21,0.08491
ENSG00000237651,C2orf74,67,0.05641,95,0.63831,76,0.28550,38,-0.8128,78,0.30113,52,-0.3332,62,-0.0580,65,0.00993,37,-0.8668
ENSG00000115464,USP34,42,-0.6183,77,0.32305,59,-0.1090,56,-0.1918,46,-0.4762,52,-0.3069,72,0.22273,94,0.64883,72,0.21328
ENSG00000082898,XPO1,46,-1.2936,158,0.64008,90,-0.2976,99,-0.1188,101,-0.0939,63,-0.8212,66,-0.7540,227,1.27424,128,0.29710
ENSG00000170264,FAM161A,19,-0.2081,33,0.67627,15,-0.6800,8,-1.5111,16,-0.4662,29,0.47356,8,-1.4903,67,1.96038,9,-1.3792
ENSG00000115484,CCT4,238,0.39546,316,0.87519,251,0.56055,180,-0.0534,133,-0.5269,79,-1.3157,128,-0.5959,198,0.09986,89,-1.1438
ENSG00000173163,COMMD1,30,0.04004,40,0.53789,39,0.54750,30,0.04607,38,0.43688,15,-1.0363,16,-0.8729,22,-0.4610,21,-0.4749
ENSG00000170340,B3GNT2,43,1.06762,56,1.56749,33,0.70289,10,-1.2657,7,-1.6815,15,-0.6590,7,-1.7996,6,-1.8359,15,-0.5701
ENSG00000186889,TMEM17,41,0.29636,75,1.35761,47,0.61442,6,-2.5975,12,-1.6092,13,-1.3862,23,-0.5827,64,1.07374,9,-1.8974
ENSG00000115504,EHBP1,75,0.38999,67,0.20119,67,0.23028,30,-1.0462,52,-0.2056,85,0.59699,65,0.14683,25,-1.3057,58,-0.0405
ENSG00000143951,WDPCP,7,-0.8701,18,0.44635,7,-1.0349,25,1.01088,8,-0.7175,14,0.08809,14,0.02787,31,1.42051,2,-2.4748
ENSG00000014641,MDH1,1081,0.68138,1364,1.08501,1193,1.00353,263,-1.5376,341,-1.1457,346,-1.1244,615,-0.2389,330,-1.1983,420,-0.8323
ENSG00000169764,UGP2,101,-0.8103,205,0.30548,178,0.09552,141,-0.2903,160,-0.0887,155,-0.1377,258,0.69560,138,-0.3216,178,0.07994
ENSG00000197329,PELI1,2,-2.7292,6,-1.2132,9,-0.8714,39,1.70586,12,-0.3329,7,-1.1340,6,-1.3548,35,1.48008,21,0.59870
ENSG00000119862,LGALSL,9,-1.0405,25,0.57706,24,0.61446,11,-0.7324,10,-0.7551,14,-0.3461,28,0.78846,10,-0.8547,18,0.09423
ENSG00000119844,AFTPH,15,-1.6300,54,0.27305,46,0.00867,43,-0.1000,30,-0.6589,33,-0.4827,41,-0.1825,69,0.68860,78,0.89896
ENSG00000237638,LINC02245,39,1.62530,25,0.85259,20,0.53925,2,-2.5070,4,-1.9307,8,-0.9873,17,0.24263,0,-7.1273,14,-0.1059
ENSG00000115902,SLC1A4,153,0.48243,128,0.19518,131,0.25653,46,-1.3904,97,-0.2511,95,-0.2822,208,1.00464,48,-1.3331,101,-0.1944
ENSG00000011523,CEP68,48,0.66584,33,0.05108,33,0.03531,21,-0.6392,20,-0.7443,20,-0.6892,27,-0.2423,30,-0.0848,54,0.87224
ENSG00000138069,RAB1A,306,0.41963,360,0.69108,345,0.71745,118,-1.0763,138,-0.8392,154,-0.6695,205,-0.2311,223,-0.0977,172,-0.5003
ENSG00000138071,ACTR2,187,-0.2075,244,0.22049,219,0.05475,176,-0.2992,179,-0.2727,188,-0.1924,231,0.13001,208,-0.0345,276,0.42139
ENSG00000198369,SPRED2,18,0.23423,23,0.58752,8,-1.1325,3,-2.3828,8,-1.0221,16,0.06390,27,0.88892,22,0.53371,24,0.70094
ENSG00000143995,MEIS1,4,-1.9503,33,1.17375,5,-1.8211,41,1.59260,7,-1.2611,17,0.03624,8,-1.0052,13,-0.3760,29,0.94936
ENSG00000197223,C1D,37,-0.6049,102,1.06400,59,0.17045,34,-0.7167,50,-0.1171,44,-0.3269,56,0.04799,58,0.11800,41,-0.4428
ENSG00000115946,PNO1,10,-0.4408,11,-0.2760,20,0.67165,8,-0.8469,10,-0.4670,9,-0.5650,23,0.85193,17,0.30509,9,-0.6697
ENSG00000221823,PPP3R1,131,0.43002,209,1.23186,120,0.31547,60,-0.8110,63,-0.7238,91,-0.1640,112,0.16628,37,-1.5462,66,-0.6712
ENSG00000119865,CNRIP1,51,-0.6071,109,0.59169,98,0.48768,40,-0.9810,60,-0.3634,72,-0.0787,120,0.76559,31,-1.3815,77,0.02002
ENSG00000169604,ANTXR1,10,-2.3948,1,-5.0665,10,-2.4612,11,-2.2918,90,0.97375,23,-1.1618,21,-1.3551,241,3.03734,83,0.83362
ENSG00000198380,GFPT1,76,0.34891,89,0.59866,90,0.71531,26,-1.3196,39,-0.6890,30,-1.1118,50,-0.3150,76,0.34120,49,-0.3610
ENSG00000169599,NFU1,64,0.16110,84,0.62257,79,0.59627,41,-0.5479,54,-0.1154,35,-0.7612,47,-0.3184,52,-0.1644,41,-0.5194
