Tested Domain	Other Domain	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SEC61A1	0.674	0.098	0.488	0.695	ENSG00000058262
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPN1	0.375	-0.192	0.178	-1.348	ENSG00000163902
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB7A	0.466	-0.087	0.259	-1.13	ENSG00000075785
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CNBP	0.342	-0.15	0.151	-1.436	ENSG00000169714
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COPG1	0.114	-0.374	0.024	-2.259	ENSG00000181789
ACHE_SERT_LC_WM	ACHE_SERT_Npep	H1FX	0.808	-0.055	0.679	-0.415	ENSG00000184897
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLXND1	0.527	0.176	0.32	0.994	ENSG00000004399
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP2C1	0.349	-0.171	0.157	-1.418	ENSG00000017260
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NUDT16	0.693	0.107	0.512	0.655	ENSG00000198585
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL3	0.133	-0.394	0.031	-2.159	ENSG00000114686
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDV3	0.927	-0.025	0.863	-0.172	ENSG00000091527
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TF	0	0.405	0	4.521	ENSG00000091513
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SRPRB	0.437	-0.22	0.228	-1.207	ENSG00000144867
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB6B	0.291	-0.145	0.114	-1.583	ENSG00000154917
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AMOTL2	0.52	0.182	0.312	1.011	ENSG00000114019
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANAPC13	0.161	-0.326	0.042	-2.039	ENSG00000129055
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARMC8	0.386	-0.248	0.185	-1.326	ENSG00000114098
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRAS	0.457	0.14	0.248	1.157	ENSG00000158186
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PIK3CB	0.768	0.08	0.617	0.5	ENSG00000051382
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COPB2	0.21	-0.336	0.066	-1.844	ENSG00000184432
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RBP1	0.473	-0.201	0.265	-1.115	ENSG00000114115
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC25A36	0.432	-0.209	0.223	-1.22	ENSG00000114120
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZBTB38	0.56	0.143	0.359	0.918	ENSG00000177311
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RNF7	0.116	-0.356	0.025	-2.246	ENSG00000114125
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP1B3	0.776	-0.06	0.628	-0.485	ENSG00000069849
ACHE_SERT_LC_WM	ACHE_SERT_Npep	U2SURP	0.167	0.289	0.044	2.013	ENSG00000163714
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CHST2	0.119	-0.404	0.026	-2.235	ENSG00000175040
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLSCR4	0.77	0.098	0.621	0.495	ENSG00000114698
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GYG1	0.045	-0.467	0.006	-2.758	ENSG00000163754
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HLTF	0.934	-0.028	0.877	-0.155	ENSG00000071794
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TM4SF1	0.206	0.387	0.064	1.858	ENSG00000169908
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RNF13	0.984	0.005	0.967	0.041	ENSG00000082996
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PFN2	0.003	-0.3	0	-3.786	ENSG00000070087
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TSC22D2	0.749	-0.097	0.591	-0.538	ENSG00000196428
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SERP1	0.67	-0.085	0.482	-0.704	ENSG00000120742
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SELENOT	0.333	-0.178	0.143	-1.468	ENSG00000198843
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MBNL1	0.789	-0.065	0.653	-0.45	ENSG00000152601
ACHE_SERT_LC_WM	ACHE_SERT_Npep	P2RY1	0.533	0.212	0.328	0.979	ENSG00000169860
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DHX36	0.844	-0.056	0.736	-0.338	ENSG00000174953
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SSR3	0.733	-0.067	0.573	-0.564	ENSG00000114850
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RSRC1	0.993	-0.003	0.986	-0.018	ENSG00000174891
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GFM1	0.711	-0.108	0.542	-0.61	ENSG00000168827
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KPNA4	0.451	-0.187	0.243	-1.168	ENSG00000186432
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPM1L	0.501	-0.189	0.293	-1.053	ENSG00000163590
ACHE_SERT_LC_WM	ACHE_SERT_Npep	B3GALNT1	0.097	-0.416	0.019	-2.357	ENSG00000169255
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PDCD10	0.084	-0.476	0.015	-2.439	ENSG00000114209
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SERPINI1	0	-0.479	0	-4.948	ENSG00000163536
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GOLIM4	0.558	0.148	0.354	0.927	ENSG00000173905
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SEC62	0	0.402	0	6.615	ENSG00000008952
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CLDN11	0.006	0.417	0	3.579	ENSG00000013297
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC7A14	0.195	-0.265	0.057	-1.906	ENSG00000013293
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TNIK	0.983	0.008	0.965	0.044	ENSG00000154310
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NCEH1	0.647	-0.144	0.454	-0.749	ENSG00000144959
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TBL1XR1	0.817	-0.056	0.691	-0.398	ENSG00000177565
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZMAT3	0.472	0.127	0.265	1.117	ENSG00000172667
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL47	0.411	-0.242	0.207	-1.264	ENSG00000136522
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFB5	0.338	-0.176	0.148	-1.447	ENSG00000136521
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PEX5L	0.948	-0.023	0.898	-0.129	ENSG00000114757
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TTC14	0.521	0.199	0.313	1.009	ENSG00000163728
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FXR1	0.835	-0.045	0.721	-0.357	ENSG00000114416
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DNAJC19	0.112	-0.383	0.024	-2.269	ENSG00000205981
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SOX2-OT	0.001	0.378	0	4.028	ENSG00000242808
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SOX2	0.06	0.383	0.009	2.622	ENSG00000181449
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DCUN1D1	0.129	-0.423	0.03	-2.178	ENSG00000043093
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KLHL24	0.596	0.133	0.397	0.848	ENSG00000114796
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAP6D1	0.863	0.054	0.762	0.303	ENSG00000180834
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ABCC5	0.993	-0.003	0.985	-0.019	ENSG00000114770
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AP2M1	0	-0.39	0	-6.897	ENSG00000161203
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAMK2N2	0.217	-0.213	0.069	-1.82	ENSG00000163888
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ECE2	0.106	-0.433	0.022	-2.302	ENSG00000145194
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PSMD2	0.444	-0.111	0.236	-1.186	ENSG00000175166
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EIF4G1	0.888	0.04	0.8	0.254	ENSG00000114867
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM131A	0.618	-0.148	0.422	-0.804	ENSG00000175182
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAGEF1	0.032	-0.556	0.004	-2.909	ENSG00000177383
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAP3K13	0.822	-0.064	0.701	-0.385	ENSG00000073803
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SENP2	0.432	-0.228	0.223	-1.219	ENSG00000163904
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TRA2B	0.892	-0.036	0.805	-0.247	ENSG00000136527
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EIF4A2	0	-0.368	0	-6.176	ENSG00000156976
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SST	0.007	-0.785	0	-3.511	ENSG00000157005
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BCL6	0.924	0.034	0.857	0.18	ENSG00000113916
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CCDC50	0.983	-0.008	0.965	-0.044	ENSG00000152492
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FGF12	0.451	-0.185	0.242	-1.17	ENSG00000114279
ACHE_SERT_LC_WM	ACHE_SERT_Npep	OPA1	0.65	-0.105	0.458	-0.742	ENSG00000198836
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HES1	0.437	0.254	0.229	1.204	ENSG00000114315
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ACAP2	0.533	0.175	0.328	0.98	ENSG00000114331
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP1R2	0.128	-0.407	0.029	-2.182	ENSG00000184203
ACHE_SERT_LC_WM	ACHE_SERT_Npep	APOD	0	0.397	0	4.698	ENSG00000189058
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TNK2	0.807	0.064	0.677	0.417	ENSG00000061938
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TFRC	0.326	-0.287	0.137	-1.49	ENSG00000072274
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PIGX	0.782	-0.075	0.643	-0.464	ENSG00000163964
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PAK2	0.663	-0.112	0.473	-0.718	ENSG00000180370
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SENP5	0.335	-0.271	0.144	-1.463	ENSG00000119231
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NCBP2	0.728	-0.091	0.565	-0.575	ENSG00000114503
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DLG1	0.241	0.264	0.083	1.735	ENSG00000075711
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FYTTD1	0.764	-0.091	0.611	-0.509	ENSG00000122068
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL35A	0.567	-0.067	0.367	-0.902	ENSG00000182899
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP5ME	0.218	-0.136	0.07	-1.814	ENSG00000169020
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CPLX1	0.663	-0.13	0.473	-0.718	ENSG00000168993
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GAK	0.926	-0.033	0.862	-0.174	ENSG00000178950
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CTBP1	0.554	-0.109	0.35	-0.935	ENSG00000159692
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAEA	0.125	-0.373	0.028	-2.198	ENSG00000090316
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLBP	0.598	-0.149	0.4	-0.842	ENSG00000163950
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM129	0.196	-0.366	0.058	-1.902	ENSG00000168936
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FGFR3	0.006	0.392	0	3.567	ENSG00000068078
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C4orf48	0.192	-0.153	0.056	-1.915	ENSG00000243449
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NAT8L	0.076	0.238	0.013	2.498	ENSG00000185818
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MXD4	0.711	-0.091	0.542	-0.61	ENSG00000123933
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SH3BP2	0.897	0.043	0.816	0.233	ENSG00000087266
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADD1	0.822	-0.036	0.7	-0.386	ENSG00000087274
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LRPAP1	0.254	-0.229	0.09	-1.697	ENSG00000163956
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NSG1	0.017	-0.384	0.001	-3.195	ENSG00000168824
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CRMP1	0.24	-0.281	0.083	-1.738	ENSG00000072832
ACHE_SERT_LC_WM	ACHE_SERT_Npep	JAKMIP1	0.461	-0.219	0.252	-1.146	ENSG00000152969
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WFS1	0.52	0.163	0.312	1.012	ENSG00000109501
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP2R2C	0.234	-0.21	0.079	-1.76	ENSG00000074211
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRFAP1	0.487	-0.077	0.278	-1.085	ENSG00000179010
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AC093323.1	0.437	-0.224	0.228	-1.206	ENSG00000170846
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRFAP1L1	0.061	-0.378	0.009	-2.611	ENSG00000178988
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KIAA0232	0.097	-0.36	0.019	-2.356	ENSG00000170871
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WDR1	0.019	-0.457	0.002	-3.152	ENSG00000071127
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BOD1L1	0.037	0.352	0.005	2.838	ENSG00000038219
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CPEB2	0.924	0.034	0.858	0.179	ENSG00000137449
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FBXL5	0.082	-0.348	0.014	-2.456	ENSG00000118564
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM200B	0.999	0	0.999	-0.001	ENSG00000237765
ACHE_SERT_LC_WM	ACHE_SERT_Npep	QDPR	0.019	0.187	0.002	3.138	ENSG00000151552
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LAP3	0.24	0.293	0.082	1.74	ENSG00000002549
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNIP4	0.344	-0.253	0.153	-1.429	ENSG00000185774
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DHX15	0.234	-0.302	0.079	-1.761	ENSG00000109606
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RBPJ	0.078	0.314	0.013	2.481	ENSG00000168214
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PCDH7	0.596	-0.148	0.397	-0.847	ENSG00000169851
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARAP2	0.131	0.418	0.031	2.166	ENSG00000047365
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RELL1	0.35	0.269	0.158	1.414	ENSG00000181826
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RFC1	0.755	0.087	0.6	0.525	ENSG00000035928
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL9	0.95	0.007	0.905	0.12	ENSG00000163682
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SMIM14	0.983	-0.006	0.965	-0.044	ENSG00000163683
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBE2K	0.516	-0.153	0.308	-1.02	ENSG00000078140
ACHE_SERT_LC_WM	ACHE_SERT_Npep	APBB2	0.55	0.148	0.345	0.945	ENSG00000163697
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UCHL1	0	-0.421	0	-6.133	ENSG00000154277
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LIMCH1	0	0.433	0	5.207	ENSG00000064042
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PHOX2B	0.428	0.256	0.219	1.23	ENSG00000109132
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LINC00682	0.305	0.313	0.123	1.545	ENSG00000245870
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM33	0.711	-0.091	0.541	-0.611	ENSG00000109133
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC30A9	0.301	-0.241	0.12	-1.555	ENSG00000014824
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP8A1	0.433	-0.178	0.224	-1.216	ENSG00000124406
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GABRG1	0.61	-0.145	0.412	-0.821	ENSG00000163285
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AC107398.3	0.88	-0.046	0.787	-0.271	ENSG00000260918
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC10A4	0.106	-0.429	0.021	-2.306	ENSG00000145248
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FRYL	0.116	0.399	0.025	2.248	ENSG00000075539
ACHE_SERT_LC_WM	ACHE_SERT_Npep	OCIAD1	0.016	-0.323	0.001	-3.22	ENSG00000109180
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DCUN1D4	0.416	-0.192	0.21	-1.256	ENSG00000109184
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SGCB	0.614	-0.137	0.417	-0.812	ENSG00000163069
ACHE_SERT_LC_WM	ACHE_SERT_Npep	USP46	0.991	-0.004	0.981	-0.024	ENSG00000109189
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PDGFRA	0.679	-0.14	0.494	-0.684	ENSG00000134853
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KIT	0.117	-0.469	0.025	-2.245	ENSG00000157404
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM165	0.782	0.07	0.642	0.465	ENSG00000134851
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EXOC1	0.684	-0.126	0.501	-0.673	ENSG00000090989
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PAICS	0.659	-0.117	0.468	-0.725	ENSG00000128050
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SRP72	0.617	-0.109	0.42	-0.807	ENSG00000174780
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HOPX	0.887	0.042	0.797	0.257	ENSG00000171476
ACHE_SERT_LC_WM	ACHE_SERT_Npep	POLR2B	0.352	-0.229	0.159	-1.408	ENSG00000047315
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IGFBP7	0	0.538	0	4.786	ENSG00000163453
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADGRL3	0.618	-0.122	0.422	-0.804	ENSG00000150471
ACHE_SERT_LC_WM	ACHE_SERT_Npep	YTHDC1	0.169	0.295	0.046	2.001	ENSG00000083896
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RUFY3	0.177	-0.182	0.049	-1.968	ENSG00000018189
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GRSF1	0.267	-0.223	0.1	-1.649	ENSG00000132463
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC4A4	0.119	0.369	0.026	2.234	ENSG00000080493
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANKRD17	0.008	0.433	0.001	3.486	ENSG00000132466
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PARM1	0.538	-0.189	0.333	-0.968	ENSG00000169116
ACHE_SERT_LC_WM	ACHE_SERT_Npep	G3BP2	0.02	-0.348	0.002	-3.128	ENSG00000138757
ACHE_SERT_LC_WM	ACHE_SERT_Npep	USO1	0.309	-0.273	0.125	-1.537	ENSG00000138768
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SCARB2	0.577	-0.078	0.376	-0.885	ENSG00000138760
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SEPTIN11	0.888	0.041	0.8	0.253	ENSG00000138758
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CCNI	0.009	0.274	0.001	3.439	ENSG00000118816
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL1	0.92	-0.035	0.851	-0.188	ENSG00000169288
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LINC01094	0.608	0.175	0.41	0.824	ENSG00000251442
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LINC01088	0.88	0.058	0.786	0.271	ENSG00000249307
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HNRNPD	0.551	-0.123	0.346	-0.944	ENSG00000138668
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HNRNPDL	0.752	-0.048	0.595	-0.532	ENSG00000152795
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ENOPH1	0.573	-0.124	0.373	-0.892	ENSG00000145293
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM150C	0.797	0.083	0.663	0.436	ENSG00000249242
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SCD5	0.886	-0.015	0.797	-0.258	ENSG00000145284
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SEC31A	0.199	-0.302	0.059	-1.893	ENSG00000138674
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COPS4	0.057	-0.437	0.008	-2.645	ENSG00000138663
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPS18C	0.22	-0.302	0.071	-1.809	ENSG00000163319
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WDFY3	0.872	-0.041	0.775	-0.285	ENSG00000163625
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAPK10	0.835	-0.04	0.722	-0.355	ENSG00000109339
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SPARCL1	0.009	0.25	0.001	3.442	ENSG00000152583
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SPP1	0.978	0.006	0.955	0.056	ENSG00000118785
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ABCG2	0.337	0.271	0.147	1.453	ENSG00000118777
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPM1K	0.675	0.083	0.49	0.691	ENSG00000163644
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PYURF	0.049	-0.394	0.007	-2.715	ENSG00000145337
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NAP1L5	0.037	-0.291	0.005	-2.845	ENSG00000177432
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SNCA	0.316	-0.221	0.13	-1.517	ENSG00000145335
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PDLIM5	0.656	0.114	0.465	0.73	ENSG00000163110
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAP1GDS1	0.1	-0.289	0.02	-2.341	ENSG00000138698
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TSPAN5	0.906	0.037	0.831	0.214	ENSG00000168785
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EIF4E	0.264	-0.239	0.098	-1.659	ENSG00000151247
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADH5	0.338	-0.18	0.148	-1.449	ENSG00000197894
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LAMTOR3	0.316	-0.269	0.13	-1.516	ENSG00000109270
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DNAJB14	0.669	-0.101	0.481	-0.705	ENSG00000164031
ACHE_SERT_LC_WM	ACHE_SERT_Npep	H2AFZ	0.009	-0.437	0.001	-3.424	ENSG00000164032
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP3CA	0.323	0.165	0.135	1.497	ENSG00000138814
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBE2D3	0.634	-0.075	0.441	-0.771	ENSG00000109332
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CISD2	0.143	-0.356	0.035	-2.112	ENSG00000145354
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BDH2	0.773	0.088	0.624	0.491	ENSG00000164039
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AIMP1	0.613	0.15	0.415	0.815	ENSG00000164022
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PAPSS1	0.986	0.006	0.97	0.038	ENSG00000138801
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AC096564.1	0.091	0.504	0.017	2.394	ENSG00000245293
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL34	0.688	0.041	0.507	0.665	ENSG00000109475
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ETNPPL	0.33	0.231	0.14	1.476	ENSG00000164089
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLA2G12A	0.816	-0.07	0.69	-0.399	ENSG00000123739
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LARP7	0.231	0.28	0.077	1.771	ENSG00000174720
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANK2	0.454	0.073	0.245	1.164	ENSG00000145362
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAMK2D	0.124	-0.346	0.028	-2.206	ENSG00000145349
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UGT8	0.178	0.341	0.05	1.967	ENSG00000174607
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SNHG8	0.602	-0.127	0.405	-0.834	ENSG00000269893
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C4orf3	0.779	0.044	0.633	0.477	ENSG00000164096
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANXA5	0.702	0.077	0.528	0.632	ENSG00000164111
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KIAA1109	0.763	0.075	0.609	0.512	ENSG00000138688
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FGF2	0.962	-0.018	0.926	-0.092	ENSG00000138685
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HSPA4L	0.338	-0.192	0.148	-1.449	ENSG00000164070
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PGRMC2	0.403	-0.207	0.2	-1.284	ENSG00000164040
ACHE_SERT_LC_WM	ACHE_SERT_Npep	JADE1	0.596	0.152	0.397	0.847	ENSG00000077684
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PCDH10	0.238	-0.227	0.081	-1.748	ENSG00000138650
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC7A11	0.486	0.2	0.277	1.087	ENSG00000151012
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFC1	0.001	-0.481	0	-4.058	ENSG00000109390
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NAA15	0.1	0.46	0.019	2.342	ENSG00000164134
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SETD7	0.976	0.012	0.948	0.065	ENSG00000145391
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SCOC	0.016	-0.24	0.001	-3.229	ENSG00000153130
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TBC1D9	0.043	-0.5	0.006	-2.775	ENSG00000109436
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GAB1	0.838	0.065	0.729	0.347	ENSG00000109458
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SMARCA5	0.701	0.07	0.526	0.635	ENSG00000153147
