Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000127838,PNKD,135,0.27751,57,-1.1719,32,-2.0464,171,0.56293,90,-0.4823,206,0.88699
ENSG00000135926,TMBIM1,24,-2.3506,28,-1.6479,242,1.97001,68,-0.2763,90,0.16434,206,1.64392
ENSG00000171450,CDK5R2,143,0.93003,43,-1.3973,15,-2.8944,21,-2.4402,90,-0.2538,206,1.14801
ENSG00000163497,FEV,190,1.29212,8,-4.0206,62,-1.1351,21,-2.7355,90,-0.5528,206,0.80757
ENSG00000115649,CNPPD1,46,-0.9423,25,-1.5323,90,0.42523,28,-1.3738,90,0.43447,206,1.98085
ENSG00000144567,RETREG2,346,1.32625,109,-1.1628,143,-0.7541,139,-0.7893,90,-1.4544,206,-0.1742
ENSG00000115657,ABCB6,86,0.05676,16,-2.5084,36,-1.2924,64,-0.4336,90,0.11182,206,1.58010
ENSG00000198925,ATG9A,92,-0.0374,38,-1.4103,116,0.34940,24,-2.0963,90,-0.0627,206,1.37141
ENSG00000127824,TUBA4A,678,1.41006,145,-1.7200,32,-3.9255,104,-2.2219,787,0.97528,206,-1.1937
ENSG00000135924,DNAJB2,234,0.20735,126,-0.8445,448,1.25638,140,-0.6820,90,-1.3606,206,-0.0744
ENSG00000054356,PTPRN,722,1.34448,107,-2.2889,79,-2.7296,139,-1.9004,888,1.05391,206,-1.3102
ENSG00000123989,CHPF,126,0.32249,71,-0.7141,36,-1.7235,100,-0.1882,90,-0.3485,206,1.03911
ENSG00000124006,OBSL1,99,-0.0334,35,-1.6127,13,-3.0156,162,0.80236,90,-0.1739,206,1.24084
ENSG00000114923,SLC4A3,157,0.96485,45,-1.4532,18,-2.7718,41,-1.5637,90,-0.3788,206,1.00450
ENSG00000116120,FARSB,202,1.21645,48,-1.6127,48,-1.6174,41,-1.8750,90,-0.6762,206,0.66965
ENSG00000123983,ACSL3,307,0.07568,106,-1.6073,206,-0.5895,171,-0.8813,770,1.68054,206,-0.5864
ENSG00000171951,SCG2,2432,2.84783,323,-2.1016,135,-3.3785,432,-1.6649,590,-1.1964,206,-2.7596
ENSG00000085449,WDFY1,56,-0.4526,35,-1.0050,29,-1.3078,22,-1.7308,90,0.48082,206,2.04035
ENSG00000135919,SERPINE2,57,-1.6013,80,-0.6647,46,-1.4899,447,2.45031,90,-0.4830,206,0.88625
ENSG00000036257,CUL3,102,-1.2616,32,-2.6130,58,-1.7451,69,-1.4928,855,3.14137,206,0.21685
ENSG00000168958,MFF,118,0.04203,38,-1.7036,93,-0.3440,143,0.34773,90,-0.3992,206,0.98126
ENSG00000173744,AGFG1,43,-1.0867,31,-1.2706,97,0.55274,31,-1.2446,90,0.42444,206,1.96805
ENSG00000187957,DNER,356,0.45662,156,-1.0393,365,0.30941,479,0.77310,90,-1.8626,206,-0.6044
ENSG00000153827,TRIP12,100,-0.3060,61,-0.9711,123,0.13361,140,0.33939,90,-0.3687,206,1.01600
ENSG00000135932,CAB39,136,0.43345,45,-1.4596,55,-1.1713,107,-0.1411,90,-0.4086,206,0.97058
ENSG00000135916,ITM2C,315,-0.7263,419,-0.0404,363,-0.2709,1527,2.38455,90,-2.3835,206,-1.1454
ENSG00000173692,PSMD1,347,1.48661,173,-0.4026,106,-1.1639,42,-2.5194,90,-1.4072,206,-0.1240
ENSG00000115053,NCL,189,-0.8406,256,-0.0998,259,-0.0852,345,0.38748,631,1.46627,206,-0.4450
ENSG00000187514,PTMA,265,-1.7835,874,0.55859,1909,2.03917,1483,1.51854,90,-2.9343,206,-1.7107
ENSG00000115468,EFHD1,6,-4.8455,143,0.37838,468,2.75000,88,-0.4063,90,-0.3680,206,1.01687
ENSG00000204120,GIGYF2,27,-1.6502,52,-0.2250,34,-0.9138,52,-0.2436,90,0.66178,206,2.27818
ENSG00000182600,SNORC,16,-3.8593,80,-0.9147,400,1.83330,452,2.09756,90,-0.7396,206,0.59941
ENSG00000188042,ARL4C,85,-0.0112,48,-0.8836,3,-4.5923,79,-0.1228,90,0.09006,206,1.55381
ENSG00000157985,AGAP1,82,-0.5267,112,0.14192,150,0.64048,34,-1.6918,90,-0.2053,206,1.20424
ENSG00000132321,IQCA1,11,-3.3126,34,-0.9992,13,-2.4059,203,2.05829,90,0.52582,206,2.09863
ENSG00000198612,COPS8,207,0.82853,57,-1.5524,73,-1.1915,154,-0.0232,90,-0.8667,206,0.45936
ENSG00000124831,LRRFIP1,66,-0.3869,34,-1.2628,35,-1.2433,68,-0.2085,90,0.24168,206,1.73882
ENSG00000132329,RAMP1,100,-0.7665,105,-0.4493,112,-0.3519,339,1.56774,90,-0.6873,206,0.65741
ENSG00000184182,UBE2F,103,0.16807,33,-1.6497,69,-0.5336,58,-0.7960,90,-0.1073,206,1.31885
ENSG00000065802,ASB1,41,-1.1137,21,-1.7426,59,-0.2105,66,-0.0237,90,0.47735,206,2.03587
ENSG00000130414,NDUFA10,261,0.88807,99,-1.0634,166,-0.2561,144,-0.4768,90,-1.2003,206,0.09722
ENSG00000172428,COPS9,508,0.70850,252,-0.7253,442,0.16747,564,0.57750,90,-2.2737,206,-1.0320
ENSG00000063660,GPC1,56,-0.9852,40,-1.1780,85,-0.0299,132,0.71354,90,0.06773,206,1.52692
ENSG00000130294,KIF1A,642,1.15176,405,-0.1553,519,0.24876,224,-1.0807,90,-2.4396,206,-1.2033
ENSG00000115685,PPP1R7,107,0.18545,46,-1.2154,27,-2.0025,103,0.04024,90,-0.1709,206,1.24427
ENSG00000115677,HDLBP,207,0.60828,99,-0.8293,105,-0.7352,178,0.10263,90,-0.9737,206,0.34239
ENSG00000168385,SEPTIN2,83,-1.4010,128,-0.3549,400,1.61833,281,0.95390,90,-0.9008,206,0.42198
ENSG00000115694,STK25,188,0.66639,81,-0.9649,92,-0.7718,124,-0.3037,90,-0.7992,206,0.53360
ENSG00000176720,BOK,87,-0.8725,86,-0.6298,414,2.16256,5,-4.7370,90,-0.5549,206,0.80524
ENSG00000168397,ATG4B,121,0.42991,31,-1.8290,60,-0.8506,60,-0.8599,90,-0.2222,206,1.18468
ENSG00000188011,RTP5,116,0.82184,15,-2.6900,11,-3.1333,6,-3.9405,90,0.03509,206,1.48774
ENSG00000134121,CHL1,305,1.35120,64,-1.7591,66,-1.7252,169,-0.2820,90,-1.2546,206,0.03890
ENSG00000113851,CRBN,136,0.20339,44,-1.6299,85,-0.6258,165,0.44345,90,-0.5319,206,0.83102
ENSG00000134108,ARL8B,274,0.01314,66,-2.1580,95,-1.6209,95,-1.6345,894,2.19553,206,-0.4430
ENSG00000196220,SRGAP3,67,-0.4647,55,-0.6164,54,-0.6523,58,-0.5402,90,0.16864,206,1.64917
ENSG00000171148,TADA3,59,-2.1640,54,-1.8029,123,-0.5591,119,-0.6030,834,3.16517,206,0.27176
ENSG00000241553,ARPC4,173,0.65141,79,-0.8734,68,-1.1006,107,-0.4064,90,-0.6788,206,0.66685
ENSG00000163703,CRELD1,125,0.73001,19,-2.4316,14,-2.8957,45,-1.1791,90,-0.1234,206,1.29990
ENSG00000125037,EMC3,192,0.85327,50,-1.6412,110,-0.4374,74,-1.0330,90,-0.7431,206,0.59545
ENSG00000254999,BRK1,139,0.10715,86,-0.6927,74,-0.9221,187,0.56537,90,-0.6186,206,0.73386
ENSG00000157020,SEC13,52,-0.8281,16,-2.3130,68,-0.1429,81,0.14091,90,0.31410,206,1.82878
ENSG00000157087,ATP2B2,89,0.10165,66,-0.4101,33,-1.4816,18,-2.3398,90,0.08702,206,1.55014
ENSG00000132164,SLC6A11,14,-2.8728,57,-0.2374,29,-1.2903,159,1.52449,90,0.49621,206,2.06022
ENSG00000157103,SLC6A1,102,-0.2087,89,-0.3442,97,-0.2188,107,-0.0577,90,-0.3307,206,1.05955
ENSG00000157152,SYN2,364,0.51313,95,-1.7961,30,-3.4667,93,-1.8182,851,1.85329,206,-0.6114
ENSG00000144713,RPL32,551,-1.1996,1001,0.08878,1456,0.71812,2363,1.61463,1303,0.52798,206,-2.3314
ENSG00000144711,IQSEC1,157,0.35823,72,-1.0175,130,-0.0862,113,-0.3209,90,-0.6707,206,0.67577
ENSG00000163517,HDAC11,99,0.07499,70,-0.5088,90,-0.1047,15,-2.8345,90,-0.1125,206,1.31266
ENSG00000170860,LSM3,63,-0.8410,41,-1.2305,84,-0.1418,149,0.81224,90,-0.0276,206,1.41293
ENSG00000225733,FGD5-AS1,78,-1.9173,77,-1.4777,170,-0.2576,225,0.19940,803,2.69278,206,0.05789
ENSG00000131368,MRPS25,107,0.36125,44,-1.1880,41,-1.2928,36,-1.4626,90,-0.0720,206,1.36044
ENSG00000131381,RBSN,46,-0.7861,29,-1.2408,44,-0.6077,27,-1.3220,90,0.55357,206,2.13484
ENSG00000131370,SH3BP5,81,-0.3103,72,-0.3696,104,0.21260,27,-1.8507,90,-0.0246,206,1.41645
ENSG00000131386,GALNT15,0,-8.5837,40,-0.9167,265,2.43523,53,-0.5125,90,0.35103,206,1.87508
ENSG00000131374,TBC1D5,50,-2.3172,36,-2.2880,94,-0.8509,65,-1.4218,855,3.49973,206,0.40017
ENSG00000182568,SATB1,41,-1.1153,29,-1.3318,53,-0.4001,69,0.02132,90,0.46617,206,2.02148
ENSG00000144566,RAB5A,91,-0.4607,75,-0.5948,148,0.49228,106,-0.0625,90,-0.3178,206,1.07440
ENSG00000182247,UBE2E2,79,-0.1149,39,-1.1683,50,-0.8059,44,-0.9725,90,0.13169,206,1.60419
ENSG00000170142,UBE2E1,63,-0.8017,39,-1.2922,103,0.22713,113,0.39197,90,0.01410,206,1.46265
ENSG00000197885,NKIRAS1,110,0.47392,38,-1.3996,13,-2.9542,49,-0.9963,90,-0.0519,206,1.38416
ENSG00000174748,RPL15,833,0.53070,522,-0.4458,814,0.26974,1185,0.91441,154,-2.2900,206,-1.8608
ENSG00000174738,NR1D2,36,-1.2898,25,-1.4838,52,-0.3567,69,0.08955,90,0.53649,206,2.11252
ENSG00000077097,TOP2B,64,-1.0096,58,-0.8682,104,0.05180,192,1.09435,90,-0.1818,206,1.23165
ENSG00000163512,AZI2,71,-0.3892,61,-0.4985,60,-0.5316,51,-0.7710,90,0.11438,206,1.58321
ENSG00000163527,STT3B,129,0.42377,54,-1.1248,66,-0.8109,63,-0.8785,90,-0.3260,206,1.06494
ENSG00000144635,DYNC1LI1,127,0.66471,29,-1.9073,33,-1.7303,43,-1.3247,90,-0.1886,206,1.22364
ENSG00000170275,CRTAP,14,-2.8034,54,-0.2695,81,0.40466,83,0.44635,90,0.57451,206,2.16231
ENSG00000153558,FBXL2,79,0.10660,9,-3.1071,11,-2.9016,52,-0.6104,90,0.27143,206,1.77564
ENSG00000163539,CLASP2,237,0.37822,133,-0.6964,352,0.90059,130,-0.7364,90,-1.2916,206,-0.0007
ENSG00000170248,PDCD6IP,91,-0.1203,17,-2.5938,101,0.09320,79,-0.2955,90,-0.0886,206,1.34084
ENSG00000178567,EPM2AIP1,178,0.75646,95,-0.5841,48,-1.6161,85,-0.7528,90,-0.6655,206,0.68165
ENSG00000093167,LRRFIP2,27,-1.7850,26,-1.3996,71,0.15257,80,0.34225,90,0.54733,206,2.12668
ENSG00000144674,GOLGA4,64,-1.2580,159,0.54579,194,0.88545,124,0.12437,90,-0.3826,206,1.00021
ENSG00000060971,ACAA1,56,-1.0235,34,-1.4809,126,0.57022,120,0.48878,90,0.01700,206,1.46611
ENSG00000114742,WDR48,69,-0.3583,35,-1.2708,39,-1.0947,71,-0.1828,90,0.19760,206,1.68459
ENSG00000114745,GORASP1,40,-1.1187,18,-2.0234,54,-0.3311,71,0.11174,90,0.49285,206,2.05587
ENSG00000168028,RPSA,421,-0.6707,312,-0.9190,860,0.72027,645,0.23323,1328,1.51797,206,-1.5462
ENSG00000168314,MOBP,70,-3.8684,1652,1.79274,3223,3.52215,10,-5.9874,90,-2.8928,206,-1.6683
ENSG00000114784,EIF1B,297,0.09325,108,-1.5138,158,-0.9340,202,-0.5584,719,1.62321,206,-0.5247
ENSG00000188846,RPL14,387,-0.5559,335,-0.5999,434,-0.1902,1019,1.27092,853,0.94443,206,-1.3412
ENSG00000168036,CTNNB1,137,-0.3295,105,-0.6294,177,0.20782,280,0.99256,90,-0.8659,206,0.46020
ENSG00000182606,TRAK1,65,-0.3940,37,-1.1218,17,-2.2778,80,0.06542,90,0.25461,206,1.75480
ENSG00000187094,CCK,150,0.82453,21,-2.5581,18,-2.7964,88,-0.4022,90,-0.3749,206,1.00893
ENSG00000093183,SEC22C,43,-1.1456,37,-1.0346,111,0.72025,33,-1.1974,90,0.36057,206,1.88710
ENSG00000114857,NKTR,29,-1.8299,58,-0.3098,122,0.92355,42,-0.8036,90,0.40341,206,1.94130
ENSG00000010282,HHATL,15,-3.8370,113,-0.2300,654,3.30923,54,-1.3799,90,-0.5931,206,0.76243
ENSG00000181061,HIGD1A,435,1.06729,194,-0.7325,362,0.26021,185,-0.8098,90,-1.8944,206,-0.6377
ENSG00000144647,POMGNT2,77,-0.1169,38,-1.1812,11,-2.9687,72,-0.1724,90,0.18016,206,1.66323
ENSG00000163788,SNRK,53,-0.6497,49,-0.5748,12,-2.6832,63,-0.1841,90,0.40500,206,1.94331
ENSG00000160746,ANO10,55,-0.5064,22,-1.7118,56,-0.3014,18,-2.0378,90,0.45721,206,2.00997
ENSG00000163807,KIAA1143,74,-0.2666,19,-2.1946,69,-0.2798,59,-0.5266,90,0.15232,206,1.62927
ENSG00000211456,SACM1L,115,0.39884,42,-1.3305,60,-0.7861,36,-1.5771,90,-0.1557,206,1.26202
ENSG00000088727,KIF9,33,-1.4162,15,-2.2027,3,-4.2311,133,1.24295,90,0.54880,206,2.12860
ENSG00000076201,PTPN23,45,-0.9063,30,-1.2241,68,0.03545,26,-1.4619,90,0.49808,206,2.06263
ENSG00000114650,SCAP,50,-0.8171,22,-1.7605,77,0.12985,44,-0.7385,90,0.38864,206,1.92256
ENSG00000114646,CSPG5,141,-0.8653,81,-1.4355,61,-1.8720,43,-2.3637,892,2.89729,206,0.00943
ENSG00000173473,SMARCC1,20,-2.2818,91,0.56801,63,-0.0387,49,-0.4402,90,0.55395,206,2.13534
ENSG00000132153,DHX30,135,-0.9174,60,-1.8678,106,-1.0168,74,-1.5595,834,2.75209,206,0.03233
ENSG00000047849,MAP4,526,0.79318,426,0.09273,286,-0.5420,508,0.38461,90,-2.2867,206,-1.0454
ENSG00000164050,PLXNB1,22,-2.9036,135,0.41887,243,1.46887,178,0.89862,90,-0.2417,206,1.16200
ENSG00000232112,TMA7,386,0.09634,299,-0.3503,439,0.26960,771,1.25732,90,-2.1719,206,-0.9265
ENSG00000164054,SHISA5,132,0.21040,29,-2.1998,81,-0.6492,164,0.48624,90,-0.4816,206,0.88774
ENSG00000010256,UQCRC1,359,1.17085,167,-0.6282,132,-0.9910,200,-0.3406,90,-1.5654,206,-0.2919
ENSG00000213672,NCKIPSD,101,0.33213,29,-1.7393,51,-0.8925,27,-1.8624,90,0.00307,206,1.44950
ENSG00000068745,IP6K2,105,0.37843,29,-1.7490,16,-2.6157,60,-0.6543,90,-0.0194,206,1.42274
ENSG00000114302,PRKAR2A,82,-0.2186,58,-0.6799,59,-0.6705,65,-0.5157,90,0.00827,206,1.45570
ENSG00000178467,P4HTM,195,0.91125,52,-1.5795,73,-1.0604,96,-0.6474,90,-0.7409,206,0.59794
ENSG00000178252,WDR6,94,-0.0611,54,-0.9076,59,-0.7794,81,-0.2662,90,-0.1082,206,1.31778
ENSG00000178057,NDUFAF3,167,0.31945,57,-1.4929,142,-0.0713,175,0.26075,90,-0.7915,206,0.54203
ENSG00000178035,IMPDH2,88,-0.0113,36,-1.3649,43,-1.1201,66,-0.4547,90,0.03569,206,1.48847
ENSG00000172053,QARS,51,-0.6871,36,-1.0079,44,-0.6927,34,-1.0795,90,0.45920,206,2.01253
ENSG00000067560,RHOA,266,-0.7412,177,-1.1317,544,0.66279,422,0.23249,877,1.53800,206,-0.9000
ENSG00000145022,TCTA,66,-0.3614,15,-2.4174,82,0.11451,28,-1.5106,90,0.27662,206,1.78209
ENSG00000173402,DAG1,16,-2.6190,34,-0.9857,67,0.07974,114,0.97442,90,0.56060,206,2.14405
ENSG00000164061,BSN,105,0.49217,28,-1.7817,4,-4.5462,46,-1.0096,90,0.02885,206,1.48028
ENSG00000164062,APEH,139,0.66314,52,-1.1634,29,-2.0554,60,-0.9415,90,-0.3259,206,1.06504
ENSG00000176095,IP6K1,112,0.16050,38,-1.5677,76,-0.5141,90,-0.2560,90,-0.2516,206,1.15065
ENSG00000164076,CAMKV,104,0.69330,23,-1.9033,0,-8.2489,0,-7.5617,90,0.15950,206,1.63802
ENSG00000004534,RBM6,36,-1.2398,32,-1.0693,40,-0.7182,57,-0.1557,90,0.58618,206,2.17767
ENSG00000003756,RBM5,50,-1.0104,46,-0.8166,69,-0.1882,91,0.25299,90,0.23320,206,1.72837
ENSG00000114353,GNAI2,257,-0.5278,161,-1.0710,347,0.13053,455,0.58620,682,1.31188,206,-0.6930
ENSG00000012171,SEMA3B,13,-3.4994,74,-0.3350,385,2.82637,9,-3.4087,90,-0.0131,206,1.43021
ENSG00000114383,TUSC2,152,0.72147,49,-1.3643,27,-2.2600,89,-0.4666,90,-0.4441,206,0.93020
ENSG00000007402,CACNA2D2,96,0.52825,15,-2.5163,4,-4.3917,18,-2.2797,90,0.19719,206,1.68408
ENSG00000088538,DOCK3,76,-0.1119,17,-2.3130,32,-1.4121,65,-0.3148,90,0.20517,206,1.69388
ENSG00000145050,MANF,64,-0.3436,32,-1.2947,31,-1.3372,46,-0.7380,90,0.33653,206,1.85687
ENSG00000164081,TEX264,59,-0.5551,11,-2.8861,37,-1.1096,94,0.37128,90,0.29479,206,1.80469
ENSG00000090097,PCBP4,83,-1.7251,50,-2.0297,227,0.29846,12,-4.0924,876,3.07920,206,0.14214
ENSG00000248487,ABHD14A,129,0.56107,56,-0.9895,9,-3.6584,74,-0.5650,90,-0.2543,206,1.14750
ENSG00000162244,RPL29,367,-0.4409,467,0.09624,569,0.42376,1160,1.72708,90,-2.4194,206,-1.1824
ENSG00000164091,WDR82,117,0.14094,105,-0.0995,56,-1.0835,76,-0.6108,90,-0.3393,206,1.04969
ENSG00000163930,BAP1,39,-1.1229,42,-0.6704,41,-0.7209,47,-0.5090,90,0.54638,206,2.12544
ENSG00000010322,NISCH,334,0.29445,92,-1.8135,88,-1.8791,124,-1.3712,851,1.87877,206,-0.5929
ENSG00000168268,NT5DC2,233,1.37276,15,-3.4693,20,-3.0489,116,-0.4406,90,-0.8351,206,0.49410
ENSG00000163938,GNL3,57,-0.3268,19,-1.8980,29,-1.2582,15,-2.2114,90,0.52908,206,2.10287
ENSG00000114902,SPCS1,248,0.53896,98,-1.1436,200,-0.0373,257,0.37267,90,-1.2784,206,0.01341
ENSG00000163931,TKT,244,0.72640,115,-0.7895,212,0.17594,112,-0.8294,90,-1.1654,206,0.13477
ENSG00000113811,SELENOK,129,-0.0060,80,-0.7448,118,-0.1369,151,0.25516,90,-0.5695,206,0.78883
ENSG00000187672,ERC2,62,-0.3393,36,-1.0347,47,-0.6456,11,-2.7573,90,0.39165,206,1.92638
ENSG00000157500,APPL1,54,-0.8268,50,-0.6666,62,-0.3435,69,-0.1820,90,0.25768,206,1.75860
ENSG00000168374,ARF4,179,0.85595,44,-1.7191,60,-1.2590,94,-0.5679,90,-0.6368,206,0.71362
ENSG00000168297,PXK,42,-1.8276,87,-0.2704,337,2.19280,35,-1.6515,90,-0.2112,206,1.19742
ENSG00000168291,PDHB,95,-1.3956,32,-2.6464,94,-1.0383,69,-1.5033,858,3.12608,206,0.20351
ENSG00000168309,FAM107A,123,-1.2800,241,0.14382,214,-0.0497,743,2.25422,90,-1.3906,206,-0.1064
ENSG00000114405,C3orf14,101,0.22451,37,-1.4010,33,-1.6084,65,-0.5600,90,-0.0495,206,1.38703
ENSG00000163618,CADPS,409,2.10817,96,-1.3811,11,-4.5349,69,-1.8746,90,-1.4832,206,-0.2048
ENSG00000163630,SYNPR,76,0.05409,61,-0.3141,4,-4.0766,3,-4.6381,90,0.31626,206,1.83148
ENSG00000163634,THOC7,144,-1.5452,65,-2.3125,31,-3.4164,87,-1.8920,1711,3.82344,206,-0.5787
ENSG00000163636,PSMD6,119,0.33095,18,-2.6709,79,-0.4684,81,-0.4304,90,-0.2557,206,1.14590
ENSG00000144749,LRIG1,21,-2.3739,45,-0.7165,30,-1.3271,181,1.66296,90,0.39741,206,1.93368
ENSG00000144744,UBA3,80,-0.1289,22,-2.0282,80,-0.0794,38,-1.2300,90,0.11322,206,1.58179
ENSG00000144746,ARL6IP5,458,1.19653,136,-1.3115,302,-0.0659,265,-0.2779,90,-1.9234,206,-0.6679
ENSG00000163412,EIF4E3,63,-0.3715,35,-1.1307,29,-1.4139,45,-0.7568,90,0.34480,206,1.86726
ENSG00000169855,ROBO1,63,-0.1670,26,-1.4326,0,-7.2429,29,-1.2959,90,0.48877,206,2.05060
ENSG00000175161,CADM2,191,0.48532,129,-0.3470,174,0.12521,82,-1.0423,90,-0.9094,206,0.41256
ENSG00000083937,CHMP2B,88,-0.3873,64,-0.7621,146,0.56954,73,-0.5581,90,-0.2269,206,1.17917
ENSG00000163320,CGGBP1,62,-0.4351,30,-1.3943,43,-0.8597,50,-0.6169,90,0.31810,206,1.83378
ENSG00000269028,MTRNR2L12,2495,-2.3374,40027,3.27840,15616,1.12172,6708,-0.3055,490,-4.2082,206,-5.4592
ENSG00000080822,CLDND1,125,-2.0107,322,-0.0726,1856,3.65927,53,-2.7920,90,-2.0222,206,-0.7709
ENSG00000057019,DCBLD2,183,1.22335,16,-3.0726,7,-4.1276,70,-0.9044,90,-0.5149,206,0.85022
ENSG00000184220,CMSS1,79,-0.2766,33,-1.5170,36,-1.3759,112,0.39090,90,0.03741,206,1.49053
ENSG00000114021,NIT2,63,-0.2115,12,-2.6314,3,-4.4223,53,-0.4015,90,0.45033,206,2.00115
ENSG00000154174,TOMM70,130,0.66070,43,-1.3584,56,-0.9636,14,-2.9381,90,-0.2185,206,1.18900
ENSG00000114354,TFG,118,0.21610,34,-1.7604,70,-0.7045,107,-0.0319,90,-0.3017,206,1.09282
ENSG00000081154,PCNP,155,-0.0401,118,-0.4666,191,0.31135,193,0.33424,90,-0.8797,206,0.44512
ENSG00000114391,RPL24,424,-0.3318,463,-0.0768,644,0.46751,1267,1.70834,90,-2.5633,206,-1.3306
ENSG00000144815,NXPE3,81,-0.3837,45,-1.1623,153,0.78941,38,-1.4213,90,-0.0928,206,1.33580
ENSG00000170017,ALCAM,282,0.56869,213,-0.1309,362,0.75405,78,-1.6694,90,-1.4585,206,-0.1786
ENSG00000114439,BBX,31,-2.1160,97,0.14251,210,1.49812,74,-0.2862,90,0.01724,206,1.46640
ENSG00000196776,CD47,196,-0.4140,84,-1.5666,165,-0.5401,49,-2.3661,802,2.31083,206,-0.1905
ENSG00000114446,IFT57,68,-0.3711,15,-2.5211,12,-2.8497,120,0.67891,90,0.20052,206,1.68817
ENSG00000198919,DZIP3,140,0.29603,49,-1.4641,85,-0.6104,139,0.16874,90,-0.5273,206,0.83629
ENSG00000144827,ABHD10,96,0.20851,38,-1.2934,28,-1.7691,52,-0.8327,90,0.02222,206,1.47235
ENSG00000144834,TAGLN3,488,1.93382,75,-2.0568,99,-1.6482,166,-0.8654,90,-1.7879,206,-0.5262
ENSG00000091972,CD200,140,0.89779,27,-2.0454,3,-4.9155,47,-1.2144,90,-0.2281,206,1.17785
ENSG00000144848,ATG3,50,-1.3201,62,-0.6139,187,1.23190,79,-0.2394,90,-0.0268,206,1.41386
ENSG00000138459,SLC35A5,56,-0.6338,22,-1.8370,94,0.42100,21,-1.8961,90,0.34462,206,1.86703
ENSG00000121579,NAA50,66,-0.4387,30,-1.5065,100,0.38367,24,-1.8520,90,0.20163,206,1.68953
ENSG00000114573,ATP6V1A,526,2.03722,92,-1.8461,113,-1.5334,138,-1.2392,90,-1.8767,206,-0.6192
ENSG00000181722,ZBTB20,16,-4.1209,76,-1.2191,195,0.26167,159,-0.0780,798,3.18078,206,0.35201
ENSG00000172020,GAP43,1365,2.14582,431,-0.9284,311,-1.4266,502,-0.6941,90,-3.2552,206,-2.0378
ENSG00000185565,LSAMP,170,0.39635,188,0.40494,45,-1.8315,116,-0.3825,90,-0.7752,206,0.56005
ENSG00000113845,TIMMDC1,57,-0.7811,29,-1.5787,56,-0.5663,113,0.55971,90,0.18453,206,1.66859
ENSG00000138495,COX17,202,0.36643,73,-1.3658,157,-0.1861,255,0.61098,90,-1.0529,206,0.25633
ENSG00000082701,GSK3B,113,0.31807,56,-0.9056,31,-1.8136,68,-0.6135,90,-0.1717,206,1.24339
ENSG00000065518,NDUFB4,356,0.62961,162,-0.8914,271,-0.0870,421,0.64219,90,-1.7824,206,-0.5204
ENSG00000173230,GOLGB1,85,-0.7423,100,-0.2485,104,-0.1766,209,0.99030,90,-0.4088,206,0.97032
ENSG00000114023,FAM162A,159,-0.7473,76,-1.6304,138,-0.7316,106,-1.1339,813,2.47607,206,-0.1013
ENSG00000114030,KPNA1,51,-0.7950,37,-1.0446,92,0.39142,21,-1.8773,90,0.35711,206,1.88274
ENSG00000173175,ADCY5,54,-0.6278,39,-0.9282,83,0.26632,0,-6.6884,90,0.40024,206,1.93727
ENSG00000065534,MYLK,5,-4.9376,57,-0.8798,417,2.76483,113,0.18473,90,-0.1768,206,1.23748
ENSG00000114544,SLC41A3,216,1.25217,51,-1.6142,19,-3.0679,85,-0.8469,90,-0.7642,206,0.57215
ENSG00000159685,CHCHD6,120,0.61079,18,-2.5304,11,-3.2610,67,-0.5789,90,-0.1207,206,1.30306
ENSG00000114631,PODXL2,360,1.64162,114,-1.0536,100,-1.2560,65,-1.9021,90,-1.4150,206,-0.1324
ENSG00000074416,MGLL,28,-1.7807,67,0.03956,54,-0.2960,61,-0.1133,90,0.52613,206,2.09902
ENSG00000058262,SEC61A1,109,0.16133,42,-1.3583,70,-0.6014,77,-0.4582,90,-0.2035,206,1.20642
ENSG00000163902,RPN1,110,-0.0355,46,-1.3654,138,0.34731,84,-0.4603,90,-0.3426,206,1.04593
ENSG00000075785,RAB7A,275,0.71633,109,-1.0657,195,-0.1553,235,0.14357,90,-1.3512,206,-0.0643
ENSG00000169714,CNBP,166,-0.0726,119,-0.5803,160,-0.1079,300,0.94868,90,-1.0064,206,0.30682
ENSG00000181789,COPG1,87,0.00525,37,-1.3182,61,-0.5590,40,-1.2122,90,0.05427,206,1.51074
ENSG00000183624,HMCES,51,-0.6105,19,-1.8907,26,-1.4125,47,-0.5413,90,0.52041,206,2.09159
ENSG00000184897,H1FX,99,-0.0819,61,-0.8112,28,-1.9847,138,0.49596,90,-0.1997,206,1.21075
ENSG00000017260,ATP2C1,194,0.83578,25,-2.6502,126,-0.2445,94,-0.6914,90,-0.7655,206,0.57074
ENSG00000198585,NUDT16,46,-0.9614,59,-0.2955,44,-0.7599,53,-0.4493,90,0.39449,206,1.92997
ENSG00000114686,MRPL3,66,-0.1872,20,-1.9678,13,-2.5332,49,-0.6057,90,0.37833,206,1.90951
ENSG00000081307,UBA5,42,-1.0336,13,-2.4273,35,-1.0306,92,0.51910,90,0.47606,206,2.03421
ENSG00000091527,CDV3,76,-0.3585,77,-0.1974,28,-1.7216,83,-0.0787,90,0.04392,206,1.49832
ENSG00000091513,TF,57,-4.7715,703,-0.3819,6658,5.27006,130,-2.9225,110,-3.1616,206,-2.2421
