gene_name	LCNMadj_subclus	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
SLC41A1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
GALNT16	5HT.2_LCNMadj	E4_wAncestry_wRin	3
PPP4C	5HT.2_LCNMadj	E4_wAncestry_wRin	4
AL731702.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AL359764.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CYP1B1-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
LPP-AS2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC091978.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PACRG-AS3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC006001.2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AL158071.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PTCSC2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AL365295.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ADGRG5	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC139099.2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
SASH3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TRIM4	5HT.2_LCNMadj	E4_wAncestry_wRin	3
LINC01578	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SOX12	5HT.2_LCNMadj	E4_wAncestry_wRin	1
RANBP10	5HT.2_LCNMadj	E4_wAncestry_wRin	3
YY1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
AC122707.1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CENPV	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ZNF83	5HT.2_LCNMadj	E4_wAncestry_wRin	2
MAP2K7	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ANKRD35	5HT.2_LCNMadj	E4_wAncestry_wRin	4
JMJD8	5HT.2_LCNMadj	E4_wAncestry_wRin	3
AXIN1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
VEZF1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ICA1L	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PHF21A	5HT.2_LCNMadj	E4_wAncestry_wRin	3
ZFC3H1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
MKKS	5HT.2_LCNMadj	E4_wAncestry_wRin	4
VEGFA	5HT.2_LCNMadj	E4_wAncestry_wRin	4
NMD3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
MMAA	5HT.2_LCNMadj	E4_wAncestry_wRin	2
BMP7	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SCAF4	5HT.2_LCNMadj	E4_wAncestry_wRin	2
GCHFR	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AC132872.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TIMM44	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CRYBA2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SLC18B1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CPLX1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
INHBB	5HT.2_LCNMadj	E4_wAncestry_wRin	4
VXN	5HT.2_LCNMadj	E4_wAncestry_wRin	4
LTC4S	5HT.2_LCNMadj	E4_wAncestry_wRin	4
KDM3A	5HT.2_LCNMadj	E4_wAncestry_wRin	4
LMAN1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
URB2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CCDC181	5HT.2_LCNMadj	E4_wAncestry_wRin	3
PARD3B	5HT.2_LCNMadj	E4_wAncestry_wRin	2
OTUD3	5HT.2_LCNMadj	E4_wAncestry_wRin	3
TCFL5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ACTA2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PEX13	5HT.2_LCNMadj	E4_wAncestry_wRin	4
MIB2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
SLC16A2	5HT.2_LCNMadj	E4_wAncestry_wRin	3
CYB5D2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
TPP2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
KCNT1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CFD	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PTMS	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ZNF860	5HT.2_LCNMadj	E4_wAncestry_wRin	1
GAS6-DT	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TXNRD2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CHDH	5HT.2_LCNMadj	E4_wAncestry_wRin	4
WDR36	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SMIM20	5HT.2_LCNMadj	E4_wAncestry_wRin	4
L3MBTL3	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AKT1S1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AKNA	5HT.2_LCNMadj	E4_wAncestry_wRin	4
MYCBP	5HT.2_LCNMadj	E4_wAncestry_wRin	1
DAZAP2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PLK5	5HT.2_LCNMadj	E4_wAncestry_wRin	1
SCGN	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TCN2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SLITRK4	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ANKRD42	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PCDHB12	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ZNF623	5HT.2_LCNMadj	E4_wAncestry_wRin	4
OSGIN1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PSMG4	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TRAF3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
IL21R	5HT.2_LCNMadj	E4_wAncestry_wRin	3
H2AFX	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ADAMTS1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
DVL2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CASC15	5HT.2_LCNMadj	E4_wAncestry_wRin	1
KIAA1211L	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AC107373.2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ZNF319	5HT.2_LCNMadj	E4_wAncestry_wRin	4
HNRNPL	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SLC32A1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
FBXO46	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ZBTB37	5HT.2_LCNMadj	E4_wAncestry_wRin	2
OR2L13	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CPNE6	5HT.2_LCNMadj	E4_wAncestry_wRin	4
BLOC1S6	5HT.2_LCNMadj	E4_wAncestry_wRin	4
INPP4B	5HT.2_LCNMadj	E4_wAncestry_wRin	3
PITPNA	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CRYBG3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ST6GAL1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TIAL1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
MAPKAPK2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
EMC6	5HT.2_LCNMadj	E4_wAncestry_wRin	4
FAM204A	5HT.2_LCNMadj	E4_wAncestry_wRin	3
INPP5B	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AL391834.1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
BGLAP	5HT.2_LCNMadj	E4_wAncestry_wRin	2
LPIN2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CCL5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SPAST	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SVOP	5HT.2_LCNMadj	E4_wAncestry_wRin	4
KDM2B	5HT.2_LCNMadj	E4_wAncestry_wRin	1
SLC5A6	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CLYBL	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AL365361.1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
RAB3GAP1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
HMGB2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SGSM3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
USP15	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PAK1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SNAPIN	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ZNF3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
GPR183	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ZC3H7A	5HT.2_LCNMadj	E4_wAncestry_wRin	2
DLGAP1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CPT1B	5HT.2_LCNMadj	E4_wAncestry_wRin	3
RFX2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
RNPEPL1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
FAM149B1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
GUF1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PDS5A	5HT.2_LCNMadj	E4_wAncestry_wRin	4
WWOX	5HT.2_LCNMadj	E4_wAncestry_wRin	1
HMGCLL1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TOX3	5HT.2_LCNMadj	E4_wAncestry_wRin	3
SLC1A5	5HT.2_LCNMadj	E4_wAncestry_wRin	3
AC007038.2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
DOK5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
IKBKB	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CYSRT1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PRMT7	5HT.2_LCNMadj	E4_wAncestry_wRin	3
EMCN	5HT.2_LCNMadj	E4_wAncestry_wRin	3
RABL3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ZNF146	5HT.2_LCNMadj	E4_wAncestry_wRin	2
YTHDF3-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
MRPS9	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SCAMP1-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PALD1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
TRIM26	5HT.2_LCNMadj	E4_wAncestry_wRin	3
TPST2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PFKFB2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
MAF	5HT.2_LCNMadj	E4_wAncestry_wRin	3
SRP14-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
SAMD14	5HT.2_LCNMadj	E4_wAncestry_wRin	3
STC1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SUGCT	5HT.2_LCNMadj	E4_wAncestry_wRin	1
RNF2	5HT.2_LCNMadj	E4_wAncestry_wRin	3
PPIL2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
MIER1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ARHGAP6	5HT.2_LCNMadj	E4_wAncestry_wRin	4
COMMD1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
GCC1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ARMC9	5HT.2_LCNMadj	E4_wAncestry_wRin	3
LTBP3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CHADL	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CHST3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
RABGAP1L-DT	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC013731.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
COL4A3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC105345.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC093765.5	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ZSCAN23	5HT.2_LCNMadj	E4_wAncestry_wRin	1
BAAT	5HT.2_LCNMadj	E4_wAncestry_wRin	1
LINC01165	5HT.2_LCNMadj	E4_wAncestry_wRin	1
C11orf97	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AL139384.2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
REM2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
LINS1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC068025.2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
RNF213-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ADAMTSL5	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ZNF700	5HT.2_LCNMadj	E4_wAncestry_wRin	1
NAPSA	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AL133325.3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
FTCD	5HT.2_LCNMadj	E4_wAncestry_wRin	1
LINC00899	5HT.2_LCNMadj	E4_wAncestry_wRin	1
H2BFM	5HT.2_LCNMadj	E4_wAncestry_wRin	1
RHOXF1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
N4BP3	5HT.2_LCNMadj	E4_wAncestry_wRin	3
KTI12	5HT.2_LCNMadj	E4_wAncestry_wRin	1
THOC1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
C1R	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TNR	5HT.2_LCNMadj	E4_wAncestry_wRin	4
AC016717.2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ARHGAP42	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CORO1A	5HT.2_LCNMadj	E4_wAncestry_wRin	2
DNAJC13	5HT.2_LCNMadj	E4_wAncestry_wRin	2
LYPLAL1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
GRIK5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
EBF2	5HT.2_LCNMadj	E4_wAncestry_wRin	3
HEATR5B	5HT.2_LCNMadj	E4_wAncestry_wRin	2
MCHR1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
LINC00839	5HT.2_LCNMadj	E4_wAncestry_wRin	4
DHX37	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ZNF609	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PTBP1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
LRRIQ1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
LY6G5B	5HT.2_LCNMadj	E4_wAncestry_wRin	3
GLI3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
EXOSC2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TXNIP	5HT.2_LCNMadj	E4_wAncestry_wRin	2
IFI16	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TLNRD1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SALL3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
KCNA3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
RIOK3	5HT.2_LCNMadj	E4_wAncestry_wRin	3
RPA1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
HOGA1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ARHGEF16	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TMEM272	5HT.2_LCNMadj	E4_wAncestry_wRin	1
RNF20	5HT.2_LCNMadj	E4_wAncestry_wRin	3
LAPTM5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CNKSR2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ZNF415	5HT.2_LCNMadj	E4_wAncestry_wRin	1
OCA2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
OSGEP	5HT.2_LCNMadj	E4_wAncestry_wRin	4
KLF4	5HT.2_LCNMadj	E4_wAncestry_wRin	4
LRRC75A	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PPP5D1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ST6GALNAC4	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ZHX2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ATXN1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PRMT5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
DCP1B	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CSRNP2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
C11orf74	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ARHGEF25	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CHST9	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PIGC	5HT.2_LCNMadj	E4_wAncestry_wRin	3
SCAMP3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ERF	5HT.2_LCNMadj	E4_wAncestry_wRin	2
RAD1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
TERF2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SDCBP2-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
LY96	5HT.2_LCNMadj	E4_wAncestry_wRin	3
PDE4C	5HT.2_LCNMadj	E4_wAncestry_wRin	3
LMCD1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
NPHP4	5HT.2_LCNMadj	E4_wAncestry_wRin	1
B3GNT7	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SPON2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
BOLA1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ADGRB1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SMG1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
EIF4A3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
POPDC2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SDC3	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SFTPD	5HT.2_LCNMadj	E4_wAncestry_wRin	1
GNG12	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PRTFDC1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
MFAP1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PPP2R5E	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ANXA1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PIGU	5HT.2_LCNMadj	E4_wAncestry_wRin	2
COX8A	5HT.2_LCNMadj	E4_wAncestry_wRin	4
DLAT	5HT.2_LCNMadj	E4_wAncestry_wRin	4
DNAH1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
DOCK8	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SLC9B2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SNAPC4	5HT.2_LCNMadj	E4_wAncestry_wRin	1
GSPT2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TRMT6	5HT.2_LCNMadj	E4_wAncestry_wRin	2
FBLN7	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ENTPD5	5HT.2_LCNMadj	E4_wAncestry_wRin	1
ITGB3BP	5HT.2_LCNMadj	E4_wAncestry_wRin	3
ZNF223	5HT.2_LCNMadj	E4_wAncestry_wRin	1
EIF2D	5HT.2_LCNMadj	E4_wAncestry_wRin	3
TMEM70	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ACSL6	5HT.2_LCNMadj	E4_wAncestry_wRin	4
RASSF1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
WDR66	5HT.2_LCNMadj	E4_wAncestry_wRin	1
DZIP3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
MTFP1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
SAMD8	5HT.2_LCNMadj	E4_wAncestry_wRin	3
ACSF2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
SORCS2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AL138756.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TEX261	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CARD8	5HT.2_LCNMadj	E4_wAncestry_wRin	1
FBXL5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ECD	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TTN-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CNOT9	5HT.2_LCNMadj	E4_wAncestry_wRin	1
PIH1D1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SLC2A12	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PPP1R1A	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SLITRK2	5HT.2_LCNMadj	E4_wAncestry_wRin	1
GALK1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
METTL1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
TMEM62	5HT.2_LCNMadj	E4_wAncestry_wRin	1
MPDU1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
THAP10	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CAMTA1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
FAM8A1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ATP13A5	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AC022706.1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
OGFR-AS1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
LCNL1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
CDC42BPA	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PRR3	5HT.2_LCNMadj	E4_wAncestry_wRin	3
USP45	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ZNF836	5HT.2_LCNMadj	E4_wAncestry_wRin	2
RPS6KA2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ZNF429	5HT.2_LCNMadj	E4_wAncestry_wRin	2
TATDN2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
RNFT1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CMBL	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AIFM3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TMED7	5HT.2_LCNMadj	E4_wAncestry_wRin	4
KLKB1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
STS	5HT.2_LCNMadj	E4_wAncestry_wRin	3
SHF	5HT.2_LCNMadj	E4_wAncestry_wRin	2
BMERB1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ZNF844	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PENK	5HT.2_LCNMadj	E4_wAncestry_wRin	3
AC006449.6	5HT.2_LCNMadj	E4_wAncestry_wRin	2
ZBTB8B	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AC010247.2	5HT.2_LCNMadj	E4_wAncestry_wRin	3
DISC1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
DOCK3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
NUP210	5HT.2_LCNMadj	E4_wAncestry_wRin	1
GTF3C1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
UBOX5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TMEM109	5HT.2_LCNMadj	E4_wAncestry_wRin	1
EIF4EBP3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
MAATS1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
KRBOX4	5HT.2_LCNMadj	E4_wAncestry_wRin	3
AC007952.4	5HT.2_LCNMadj	E4_wAncestry_wRin	3
NHSL1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ABCA5	5HT.2_LCNMadj	E4_wAncestry_wRin	2
TRIM46	5HT.2_LCNMadj	E4_wAncestry_wRin	2
SERPINI1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
RALGPS2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
MCC	5HT.2_LCNMadj	E4_wAncestry_wRin	2
FAM131C	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SPA17	5HT.2_LCNMadj	E4_wAncestry_wRin	1
AC093227.1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
B3GALT2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
MYH9	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ECE2	5HT.2_LCNMadj	E4_wAncestry_wRin	3
MAP2K1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ANKRA2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
B4GALNT4	5HT.2_LCNMadj	E4_wAncestry_wRin	3
CHUK	5HT.2_LCNMadj	E4_wAncestry_wRin	1
NUDT10	5HT.2_LCNMadj	E4_wAncestry_wRin	3
IRF3	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CCDC22	5HT.2_LCNMadj	E4_wAncestry_wRin	1
CAPN15	5HT.2_LCNMadj	E4_wAncestry_wRin	3
SMAD2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
AP5M1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
USP3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
C16orf95	5HT.2_LCNMadj	E4_wAncestry_wRin	1
BBX	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PRDX4	5HT.2_LCNMadj	E4_wAncestry_wRin	3
BTF3L4	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CDC16	5HT.2_LCNMadj	E4_wAncestry_wRin	3
HIP1R	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SRSF7	5HT.2_LCNMadj	E4_wAncestry_wRin	2
RUVBL1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
RALGDS	5HT.2_LCNMadj	E4_wAncestry_wRin	3
UNC5D	5HT.2_LCNMadj	E4_wAncestry_wRin	1
HVCN1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
INPP5J	5HT.2_LCNMadj	E4_wAncestry_wRin	2
C4orf3	5HT.2_LCNMadj	E4_wAncestry_wRin	4
HUNK	5HT.2_LCNMadj	E4_wAncestry_wRin	3
ATG4C	5HT.2_LCNMadj	E4_wAncestry_wRin	3
OARD1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
MEX3C	5HT.2_LCNMadj	E4_wAncestry_wRin	2
STK32C	5HT.2_LCNMadj	E4_wAncestry_wRin	4
SLC1A2	5HT.2_LCNMadj	E4_wAncestry_wRin	3
CRNDE	5HT.2_LCNMadj	E4_wAncestry_wRin	4
KIAA0408	5HT.2_LCNMadj	E4_wAncestry_wRin	1
KIF1B	5HT.2_LCNMadj	E4_wAncestry_wRin	4
PTCD2	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CELF5	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CSNK2A1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
TPCN2	5HT.2_LCNMadj	E4_wAncestry_wRin	3
KCNQ3	5HT.2_LCNMadj	E4_wAncestry_wRin	2
FABP7	5HT.2_LCNMadj	E4_wAncestry_wRin	1
SIN3B	5HT.2_LCNMadj	E4_wAncestry_wRin	2
RILP	5HT.2_LCNMadj	E4_wAncestry_wRin	1
BRD9	5HT.2_LCNMadj	E4_wAncestry_wRin	4
USF3	5HT.2_LCNMadj	E4_wAncestry_wRin	2
AGPAT2	5HT.2_LCNMadj	E4_wAncestry_wRin	2
PIK3IP1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TANK	5HT.2_LCNMadj	E4_wAncestry_wRin	2
OLA1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
UBN1	5HT.2_LCNMadj	E4_wAncestry_wRin	3
R3HCC1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
MITD1	5HT.2_LCNMadj	E4_wAncestry_wRin	1
LRBA	5HT.2_LCNMadj	E4_wAncestry_wRin	2
DAB2IP	5HT.2_LCNMadj	E4_wAncestry_wRin	4
DIP2B	5HT.2_LCNMadj	E4_wAncestry_wRin	4
CPPED1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
TRAK1	5HT.2_LCNMadj	E4_wAncestry_wRin	4
ZC3H6	5HT.2_LCNMadj	E4_wAncestry_wRin	3
KHDRBS1	5HT.2_LCNMadj	E4_wAncestry_wRin	2
