ensg	gene_name	chr	Outcome	Region	SxG_beta	SxG_SE	SxG_p	fem_beta	fem_SE	fem_p	fem_fdr	male_beta	male_SE	male_p	male_fdr	model
ENSG00000008516	MMP25	16	Tangles	CN	0.27124456	0.079062669	0.000654888	-0.22225048	0.061896827	0.00040219	0.032029844	0.047897061	0.049953033	0.338623837	0.635855194	e4adj
ENSG00000008710	PKD1	16	Tangles	CN	0.200195589	0.079213999	0.011821287	-0.211854503	0.059202098	0.000420344	0.032214115	-0.003163967	0.053714179	0.953078821	0.982298962	e4adj
ENSG00000058600	POLR3E	16	Tangles	CN	0.172254712	0.079191511	0.030114361	-0.012402201	0.06114082	0.839432041	0.939233003	0.164250816	0.050853471	0.001415405	0.044593964	e4adj
ENSG00000131165	CHMP1A	16	Tangles	CN	-0.168462378	0.078598674	0.032598722	-0.025315961	0.05778511	0.661715864	0.853635811	-0.211273209	0.054258248	0.000128619	0.014246342	e4adj
ENSG00000140650	PMM2	16	Tangles	CN	0.161061467	0.078583066	0.040959739	-0.191413053	0.056481181	0.000823683	0.044070376	-0.036157647	0.054662182	0.508956013	0.764606925	e4adj
ENSG00000154102	C16orf74	16	Tangles	CN	-0.198819125	0.082062837	0.015778951	-0.041195251	0.058084343	0.478889846	0.745240353	-0.237114508	0.057196444	4.73E-05	0.008958973	e4adj
ENSG00000157106	SMG1	16	Tangles	CN	0.260087167	0.07842656	0.00098264	-0.246444982	0.06084626	6.97E-05	0.016785463	0.023872333	0.051540131	0.643664345	0.845319469	e4adj
ENSG00000169955	ZNF747	16	Tangles	CN	-0.235584699	0.078415186	0.002803551	0.244729911	0.05515709	1.41E-05	0.012698226	-0.002162401	0.056059488	0.969263315	0.98780348	e4adj
ENSG00000184517	ZFP1	16	Tangles	CN	-0.232206244	0.078357423	0.003196455	0.207322655	0.055887965	0.000259577	0.027864888	-0.031275314	0.055751324	0.57534645	0.808832795	e4adj
ENSG00000261744	ZFPM1-AS1	16	Tangles	CN	0.166546861	0.07901272	0.03557185	-0.007307973	0.061476674	0.905477675	0.965932656	0.165979892	0.050445609	0.001154652	0.040666901	e4adj
ENSG00000261971	MMP25-AS1	16	Tangles	CN	0.163626726	0.078597205	0.037896521	-0.205536161	0.060389595	0.000783066	0.042728949	-0.038270042	0.051178518	0.455343212	0.728127682	e4adj
ENSG00000262691		16	Tangles	CN	0.219567234	0.079421926	0.005923427	-0.029113145	0.062786971	0.643308954	0.844136994	0.186160028	0.050017229	0.000247463	0.020073626	e4adj
ENSG00000279789		16	Tangles	CN	0.162440353	0.078999209	0.04031104	0.000512164	0.061764803	0.993390978	0.99764785	0.169561874	0.050505346	0.000917917	0.037314035	e4adj
ENSG00000280789	PAGR1	16	Tangles	CN	0.172582356	0.07847412	0.028347122	-0.006394661	0.059712891	0.914809632	0.969254863	0.173266244	0.051702361	0.000937361	0.037761974	e4adj
ENSG00000007168	PAFAH1B1	17	Tangles	DLPFC	0.152070935	0.071088576	0.03281779	-0.186074083	0.054295166	0.000694446	0.020299416	-0.034404885	0.046419574	0.459161344	0.73703052	e4adj
ENSG00000073969	NSF	17	Tangles	DLPFC	0.152215111	0.071802302	0.034415963	-0.146835368	0.049762778	0.003417839	0.044512668	0.00377384	0.051503579	0.941636776	0.980006554	e4adj
ENSG00000083454	P2RX5	17	Tangles	DLPFC	0.175502798	0.070954256	0.01365225	-0.167762977	0.053674829	0.001946801	0.033231146	0.007878785	0.047327431	0.86789464	0.953113339	e4adj
ENSG00000091536	MYO15A	17	Tangles	DLPFC	0.155129706	0.07055132	0.028265342	-0.212940622	0.050022989	2.77E-05	0.004753636	-0.056933712	0.049807641	0.253908152	0.570054902	e4adj
ENSG00000091542	ALKBH5	17	Tangles	DLPFC	0.165001787	0.070955001	0.020375339	-0.011889129	0.051853377	0.818803192	0.911085229	0.152359063	0.048273178	0.001758736	0.04387083	e4adj
ENSG00000108387	SEPTIN4	17	Tangles	DLPFC	-0.177248669	0.07072547	0.012464566	0.023567532	0.05298898	0.65680865	0.815794825	-0.153455827	0.047275054	0.00130094	0.0372792	e4adj
ENSG00000108389	MTMR4	17	Tangles	DLPFC	0.164301274	0.071559487	0.022013545	-0.166848433	0.05020106	0.000997654	0.024108236	0.002249008	0.050885108	0.964775774	0.987411648	e4adj
ENSG00000108443	RPS6KB1	17	Tangles	DLPFC	0.213108501	0.071035361	0.002809636	-0.072499451	0.052677656	0.169749766	0.371384667	0.149964081	0.048503573	0.002173794	0.04859356	e4adj
ENSG00000108797	CNTNAP1	17	Tangles	DLPFC	0.174123684	0.07152429	0.015199404	-0.150288284	0.050977781	0.003445825	0.044592993	0.023050349	0.049923514	0.644617166	0.848249603	e4adj
ENSG00000108846	ABCC3	17	Tangles	DLPFC	-0.178744805	0.071090848	0.012182599	0.176846623	0.055684452	0.001647763	0.030804517	-0.00246526	0.045115972	0.956458992	0.984736941	e4adj
ENSG00000108883	EFTUD2	17	Tangles	DLPFC	0.174849748	0.070326949	0.013176552	-0.220492491	0.052527552	3.55E-05	0.005272152	-0.046557618	0.047136539	0.324076148	0.634071864	e4adj
ENSG00000109084	TMEM97	17	Tangles	DLPFC	0.164557609	0.070995949	0.020789304	-0.180561714	0.052349287	0.000642578	0.01949778	-0.01532439	0.048688681	0.753173916	0.904200288	e4adj
ENSG00000121067	SPOP	17	Tangles	DLPFC	-0.180355943	0.070922145	0.011235965	0.175561736	0.05135304	0.000715315	0.020439098	-0.012383621	0.049455746	0.802448705	0.924018391	e4adj
ENSG00000125454	SLC25A19	17	Tangles	DLPFC	0.214147669	0.070901475	0.002630403	-0.182027456	0.053754831	0.000802017	0.021718001	0.034080775	0.046789976	0.466943101	0.742930215	e4adj
ENSG00000126653	NSRP1	17	Tangles	DLPFC	-0.164309984	0.071057087	0.021089534	0.174968302	0.050070956	0.000546012	0.017941738	0.007227196	0.050167468	0.885547427	0.958653006	e4adj
ENSG00000127804	METTL16	17	Tangles	DLPFC	-0.166750899	0.071284071	0.019644552	0.177450706	0.04998275	0.000446023	0.016284603	0.007450413	0.050590027	0.883016229	0.957949496	e4adj
ENSG00000132475	H3-3B	17	Tangles	DLPFC	-0.226575764	0.071680508	0.001650713	0.018095519	0.051223831	0.724136425	0.859019654	-0.209952198	0.050451966	4.12E-05	0.00689339	e4adj
ENSG00000132589	FLOT2	17	Tangles	DLPFC	0.196720447	0.071008671	0.005769768	-0.187393838	0.05119654	0.000297132	0.013684897	0.007166557	0.049595902	0.885202221	0.958653006	e4adj
ENSG00000136463	TACO1	17	Tangles	DLPFC	0.149566355	0.070787463	0.035015504	-0.15701123	0.052229585	0.002866911	0.041339161	-0.007405652	0.04806672	0.877656563	0.956105686	e4adj
ENSG00000141367	CLTC	17	Tangles	DLPFC	0.180294385	0.070727347	0.011042344	-0.232215728	0.052445551	1.33E-05	0.003900622	-0.051741812	0.047694009	0.278838702	0.592675321	e4adj
ENSG00000154265	ABCA5	17	Tangles	DLPFC	0.176052525	0.070084638	0.012262017	-0.22131783	0.052260043	3.04E-05	0.005099641	-0.046287789	0.04701278	0.32561393	0.635133017	e4adj
ENSG00000161526	SAP30BP	17	Tangles	DLPFC	-0.190801327	0.071043187	0.007434588	0.040453032	0.051828968	0.435700008	0.648276388	-0.149692372	0.048548217	0.002234454	0.049265276	e4adj
ENSG00000161956	SENP3	17	Tangles	DLPFC	0.207407628	0.070343218	0.003315307	0.011591741	0.05315915	0.82753124	0.916092109	0.217412335	0.046443359	4.30E-06	0.001597813	e4adj
ENSG00000171634	BPTF	17	Tangles	DLPFC	-0.14256739	0.070883344	0.044733577	0.181312086	0.05143453	0.000488699	0.01718191	0.031692333	0.049323744	0.521008817	0.77683051	e4adj
ENSG00000174231	PRPF8	17	Tangles	DLPFC	0.151842666	0.071176154	0.03329556	-0.151932299	0.051063197	0.003161819	0.043255403	-0.000159091	0.049396181	0.997432365	0.998983165	e4adj
ENSG00000175832	ETV4	17	Tangles	DLPFC	0.227450705	0.070015248	0.0012235	0.0227158	0.053223005	0.669825068	0.824055074	0.250811897	0.045569813	7.90E-08	0.000150028	e4adj
ENSG00000179111	HES7	17	Tangles	DLPFC	0.153972968	0.070873307	0.03020153	0.017410108	0.052017398	0.738084639	0.867674732	0.173862898	0.048229539	0.000364795	0.020172313	e4adj
ENSG00000179148	ALOXE3	17	Tangles	DLPFC	0.27001119	0.07046215	0.000140277	-0.224299951	0.051590742	1.88E-05	0.004204201	0.045157606	0.048338074	0.350940276	0.6593815	e4adj
ENSG00000180891	CUEDC1	17	Tangles	DLPFC	-0.2455865	0.071476344	0.000630687	0.177835293	0.051511989	0.00063489	0.01944078	-0.070564826	0.050333193	0.161949178	0.460283699	e4adj
ENSG00000182628	SKA2	17	Tangles	DLPFC	-0.202397788	0.069988665	0.003966081	0.255159666	0.051927661	1.47E-06	0.002599677	0.05468544	0.048397949	0.259403894	0.574747445	e4adj
ENSG00000185504	FAAP100	17	Tangles	DLPFC	-0.156318418	0.071218141	0.028545147	-0.013293164	0.052538629	0.800426677	0.901991073	-0.173860219	0.048488383	0.000391671	0.021111934	e4adj
ENSG00000214941	ZSWIM7	17	Tangles	DLPFC	-0.178248576	0.070699086	0.011948287	0.206336217	0.051801218	8.52E-05	0.007826794	0.028971937	0.048270068	0.548816751	0.793907199	e4adj
ENSG00000234494	SP2-AS1	17	Tangles	DLPFC	0.145369986	0.070648416	0.040047799	-0.167599472	0.0524896	0.00155607	0.029832756	-0.018697795	0.047962253	0.696924915	0.876774851	e4adj
ENSG00000250462	LRRC37BP1	17	Tangles	DLPFC	-0.188944033	0.070946067	0.007944336	0.158347011	0.054738517	0.00409505	0.04848538	-0.030453089	0.045928887	0.507801795	0.768383489	e4adj
ENSG00000262165	C17orf114	17	Tangles	DLPFC	-0.195789501	0.070826356	0.005875817	-0.038791198	0.050857495	0.446210077	0.656313298	-0.235461995	0.048805232	2.22E-06	0.001187407	e4adj
ENSG00000267665		17	Tangles	DLPFC	0.155092032	0.071302203	0.030003239	-0.154126235	0.051865887	0.003199542	0.043327019	0.003319994	0.049423202	0.946486701	0.98181449	e4adj
ENSG00000270647	TAF15	17	Tangles	DLPFC	-0.154087852	0.070821718	0.029959749	0.16002221	0.053153587	0.002827003	0.041131433	0.007465133	0.047203261	0.874444642	0.954565444	e4adj
ENSG00000274114	ALOX15P1	17	Tangles	DLPFC	0.163023768	0.070960167	0.021933747	-0.172129659	0.052535146	0.001173193	0.026481301	-0.007992198	0.048428311	0.869028852	0.953649897	e4adj
ENSG00000276855		17	Tangles	DLPFC	-0.164017906	0.07121293	0.021602853	0.157504506	0.05071657	0.002078695	0.034219468	-0.006138976	0.050443435	0.903216864	0.966173845	e4adj
ENSG00000278540	ACACA	17	Tangles	DLPFC	0.200175475	0.071459473	0.005252026	-0.174893095	0.052710722	0.001017234	0.024343816	0.026446916	0.048720096	0.587641974	0.819102386	e4adj
ENSG00000279069		17	Tangles	DLPFC	0.15354536	0.071094093	0.031181087	-0.166506506	0.053856778	0.002175564	0.035169215	-0.009917523	0.04712279	0.833448662	0.936855292	e4adj
ENSG00000005882	PDK2	17	Tangles	CN	-0.205472074	0.078659341	0.009284151	0.039080251	0.057722531	0.499054518	0.759161857	-0.177474596	0.05368864	0.001095891	0.039930965	e4adj
ENSG00000091536	MYO15A	17	Tangles	CN	0.182299936	0.078660398	0.020901167	-0.217055599	0.056478284	0.000156682	0.020949603	-0.037223688	0.054829726	0.497871738	0.757827215	e4adj
ENSG00000141579	ZNF750	17	Tangles	CN	0.156664948	0.078814355	0.0474155	0.02394829	0.061668761	0.698120905	0.873783649	0.182533084	0.049989191	0.000321438	0.022292934	e4adj
ENSG00000167302	TEPSIN	17	Tangles	CN	0.207567395	0.078562478	0.008514376	-0.04618762	0.058311978	0.429121022	0.711642236	0.168931951	0.052832135	0.00157667	0.04721906	e4adj
ENSG00000169718	DUS1L	17	Tangles	CN	0.213112665	0.078860949	0.007132996	0.023675718	0.057608832	0.681469498	0.863831549	0.24249847	0.053513723	9.32E-06	0.003887522	e4adj
ENSG00000266714	MYO15B	17	Tangles	CN	0.170990654	0.08007024	0.033234708	-0.21326975	0.064063772	0.001012929	0.045877801	-0.038355027	0.050140633	0.445069403	0.721994316	e4adj
ENSG00000067900	ROCK1	18	Tangles	DLPFC	-0.165763737	0.070890429	0.019693363	0.201706461	0.049963441	6.86E-05	0.00705447	0.032123317	0.05017832	0.522535711	0.777354069	e4adj
ENSG00000079101	CLUL1	18	Tangles	DLPFC	0.155790387	0.07136766	0.029421703	-0.167378387	0.052626698	0.001622592	0.030534394	-0.011055975	0.048491129	0.819799558	0.932258329	e4adj
ENSG00000091157	WDR7	18	Tangles	DLPFC	0.167962003	0.070927233	0.01819106	-0.152567069	0.050952298	0.002977381	0.041967046	0.014416144	0.049340494	0.770350807	0.912001982	e4adj
ENSG00000101577	LPIN2	18	Tangles	DLPFC	0.176357333	0.070658659	0.012826558	0.007959203	0.052482009	0.879559323	0.943294743	0.1846498	0.047289852	0.000116293	0.010826845	e4adj
ENSG00000101773	RBBP8	18	Tangles	DLPFC	-0.17363027	0.070970943	0.014706414	0.15487485	0.052509494	0.003431227	0.044592993	-0.019725131	0.048367739	0.683695932	0.869232613	e4adj
ENSG00000128791	TWSG1	18	Tangles	DLPFC	-0.148411183	0.071380328	0.038019787	0.156055053	0.053839249	0.004022754	0.048171109	0.009154814	0.048150386	0.849334457	0.944644787	e4adj
ENSG00000134265	NAPG	18	Tangles	DLPFC	0.24611087	0.071032874	0.000567964	-0.198078385	0.050758865	0.000117428	0.008761962	0.049203371	0.049550851	0.321505796	0.631322502	e4adj
ENSG00000134440	NARS1	18	Tangles	DLPFC	0.156061025	0.070630893	0.027508561	-0.204597178	0.051304076	8.36E-05	0.007764444	-0.046400668	0.048770676	0.342154583	0.651408953	e4adj
ENSG00000141380	SS18	18	Tangles	DLPFC	-0.197336179	0.071186398	0.005739526	0.149909288	0.050501914	0.003232508	0.043422843	-0.047869569	0.04998465	0.33898242	0.649203385	e4adj
ENSG00000141428	C18orf21	18	Tangles	DLPFC	0.148164257	0.071307577	0.038144367	-0.182081764	0.04981797	0.000303119	0.013811701	-0.032020161	0.050843073	0.529310427	0.781029988	e4adj
ENSG00000141452	RMC1	18	Tangles	DLPFC	0.179885554	0.070800689	0.01130875	-0.029326995	0.053297557	0.582553128	0.760465055	0.154941554	0.047592654	0.001259379	0.03659695	e4adj
ENSG00000154080	CHST9	18	Tangles	DLPFC	-0.157984714	0.070784274	0.025982743	0.196805802	0.053315585	0.000264476	0.012801761	0.03899121	0.04698308	0.40724712	0.700621339	e4adj
ENSG00000154655	L3MBTL4	18	Tangles	DLPFC	-0.166654919	0.071133273	0.019457254	0.169982632	0.05035792	0.000832858	0.022132252	0.001381514	0.049987981	0.977969861	0.99201949	e4adj
ENSG00000166342	NETO1	18	Tangles	DLPFC	0.173503267	0.071483037	0.015504565	-0.155635347	0.050632545	0.002305655	0.036784985	0.016938194	0.050356483	0.736827175	0.896020433	e4adj
ENSG00000170579	DLGAP1	18	Tangles	DLPFC	0.148032024	0.071204235	0.038036669	-0.155672381	0.050731312	0.002345328	0.037073368	-0.008114368	0.049791941	0.870653883	0.954073167	e4adj
ENSG00000176194	CIDEA	18	Tangles	DLPFC	0.1665591	0.070765753	0.018905503	-0.169545916	0.051959989	0.001228338	0.027084029	-0.002825862	0.048890505	0.953946064	0.983907655	e4adj
ENSG00000176912	TYMSOS	18	Tangles	DLPFC	-0.190961779	0.070877872	0.007249221	0.036100178	0.053584592	0.50101282	0.69954031	-0.155594439	0.047006413	0.001044998	0.033110911	e4adj
ENSG00000177337	DLGAP1-AS1	18	Tangles	DLPFC	-0.158078549	0.070804884	0.025937863	0.155995441	0.051747423	0.002791146	0.040881661	-0.005290065	0.048552398	0.913309434	0.970059136	e4adj
ENSG00000274776		18	Tangles	DLPFC	0.140916687	0.071408384	0.048901929	0.012177759	0.054194424	0.822360222	0.912885989	0.153097214	0.047170229	0.001302658	0.0372792	e4adj
ENSG00000128789	PSMG2	18	Tangles	PCC	0.247333842	0.08797918	0.005190199	-0.267324317	0.066503477	8.43E-05	0.025818177	-0.023653635	0.05774916	0.682568584	0.924785979	e4adj
ENSG00000266846		18	Tangles	PCC	-0.328162706	0.087788184	0.000213912	0.270526324	0.068447533	0.00010946	0.028747308	-0.071688448	0.057333473	0.212707772	0.690259898	e4adj
ENSG00000101489	CELF4	18	Tangles	CN	-0.170835217	0.078657755	0.030364024	0.192371027	0.057231792	0.000907223	0.044680755	0.01301643	0.054486128	0.811395685	0.926607877	e4adj
ENSG00000278107		18	Tangles	CN	-0.210331213	0.078833813	0.007892713	0.204097365	0.055994624	0.000329796	0.031037244	-0.01020662	0.055574328	0.854440837	0.944469308	e4adj
ENSG00000011485	PPP5C	19	Tangles	DLPFC	0.158220027	0.071118864	0.02646466	-0.183984088	0.050839881	0.000346584	0.014586392	-0.025900105	0.049801557	0.603395959	0.827067765	e4adj
ENSG00000013275	PSMC4	19	Tangles	DLPFC	0.222835241	0.070312378	0.001605005	-0.211283799	0.05263251	7.52E-05	0.007378642	0.01472734	0.047478138	0.75662747	0.906222427	e4adj
ENSG00000032444	PNPLA6	19	Tangles	DLPFC	0.156090386	0.071056153	0.028415982	-0.006134469	0.052775322	0.907541362	0.957073818	0.150268684	0.048323814	0.002050772	0.047501396	e4adj
ENSG00000104808	DHDH	19	Tangles	DLPFC	0.207271799	0.070340245	0.003334456	-0.223952112	0.051530466	1.89E-05	0.004204201	-0.016440172	0.048054002	0.732497976	0.893566996	e4adj
ENSG00000105379	ETFB	19	Tangles	DLPFC	-0.168803097	0.071037867	0.017797767	-0.033505931	0.052745246	0.525750814	0.718622843	-0.203193947	0.047642877	2.67E-05	0.005189786	e4adj
ENSG00000105699	LSR	19	Tangles	DLPFC	-0.15198824	0.07114891	0.033060572	0.156153198	0.052720103	0.003299118	0.043869282	-0.001295797	0.049026811	0.978931412	0.992052727	e4adj
ENSG00000105700	KXD1	19	Tangles	DLPFC	-0.183149447	0.070633777	0.009744024	0.011664274	0.053158248	0.826466362	0.915278419	-0.1740253	0.047473364	0.000290971	0.017579146	e4adj
ENSG00000105722	ERF	19	Tangles	DLPFC	-0.147861644	0.071383191	0.038743235	0.149378805	0.051325536	0.003876972	0.047250936	0.001107081	0.049749554	0.982260666	0.992517337	e4adj
ENSG00000121289	CEP89	19	Tangles	DLPFC	-0.248562105	0.070908024	0.000489339	0.086318102	0.051898237	0.097302672	0.26898734	-0.165424688	0.048251167	0.000690907	0.027201662	e4adj
ENSG00000129968	ABHD17A	19	Tangles	DLPFC	-0.160096762	0.071599599	0.025712567	0.162535658	0.051197918	0.001654463	0.030862245	-0.00939037	0.051032828	0.854131057	0.94757417	e4adj
ENSG00000132004	FBXW9	19	Tangles	DLPFC	0.159665931	0.071558429	0.026026096	-0.157482034	0.052463942	0.002907948	0.04144129	0.002423234	0.048693393	0.960342217	0.985948952	e4adj
ENSG00000141971	MVB12A	19	Tangles	DLPFC	-0.169019093	0.071458564	0.018328627	0.216440372	0.050115472	2.13E-05	0.004328982	0.045807975	0.050852159	0.368404074	0.671684808	e4adj
ENSG00000142039	CCDC97	19	Tangles	DLPFC	-0.138760353	0.070270892	0.048758544	0.196304482	0.052444284	0.000217437	0.011431859	0.057415497	0.047186507	0.224632554	0.540072669	e4adj
ENSG00000142541	RPL13A	19	Tangles	DLPFC	-0.239317553	0.072795191	0.001068716	0.17510859	0.053010505	0.001070106	0.024979362	-0.063235829	0.049899411	0.206030088	0.515814816	e4adj
ENSG00000167614	TTYH1	19	Tangles	DLPFC	-0.162227202	0.070787339	0.022259643	0.008569809	0.053337037	0.872458206	0.939363161	-0.155205809	0.047172849	0.001119081	0.034446736	e4adj
ENSG00000168661	ZNF30	19	Tangles	DLPFC	0.230023875	0.071265803	0.001314848	-0.077118948	0.055093292	0.162599712	0.362812642	0.162902172	0.047602552	0.000706444	0.02732126	e4adj
ENSG00000170684	ZNF296	19	Tangles	DLPFC	-0.250919073	0.070857587	0.000428734	0.087523328	0.051342156	0.089274134	0.255515433	-0.168631983	0.048902843	0.000643736	0.026065222	e4adj
ENSG00000170892	TSEN34	19	Tangles	DLPFC	-0.196028987	0.071309257	0.006154795	0.006151279	0.051603255	0.905193275	0.955970279	-0.19024339	0.04879441	0.000118959	0.010826845	e4adj
ENSG00000171291	ZNF439	19	Tangles	DLPFC	-0.143796263	0.070930582	0.043067946	0.177269357	0.051036236	0.000588792	0.018665463	0.029050243	0.049490184	0.557646091	0.799015383	e4adj
ENSG00000173928	SWSAP1	19	Tangles	DLPFC	-0.169696715	0.070241173	0.01598845	0.215696088	0.05018276	2.32E-05	0.004460823	0.045856026	0.049115507	0.351232426	0.6593815	e4adj
ENSG00000176490	DIRAS1	19	Tangles	DLPFC	0.148939327	0.071709401	0.038220926	-0.149914172	0.05128024	0.003722882	0.046263911	-0.001955473	0.050214468	0.968961858	0.988521542	e4adj
ENSG00000182013	PNMA8A	19	Tangles	DLPFC	0.162067531	0.070998578	0.022792077	-0.153532587	0.051222121	0.002948362	0.041738738	0.008540605	0.049068344	0.861937859	0.951048186	e4adj
ENSG00000223802	CERS1	19	Tangles	DLPFC	-0.142883159	0.071439462	0.045936736	0.181726809	0.050418658	0.000365716	0.014799936	0.04047434	0.050398127	0.422548914	0.709750469	e4adj
ENSG00000256683	ZNF350	19	Tangles	DLPFC	-0.167845923	0.071121483	0.018589378	0.199183944	0.053970756	0.000265221	0.012801761	0.024749291	0.047611761	0.603571053	0.827069352	e4adj
ENSG00000032444	PNPLA6	19	Tangles	CN	0.180171921	0.078897955	0.022839049	0.018833997	0.056177912	0.737733428	0.893176062	0.205353944	0.054973217	0.000235168	0.019517886	e4adj
ENSG00000076928	ARHGEF1	19	Tangles	CN	0.179545306	0.078599335	0.02279734	-0.207838428	0.057855896	0.000399732	0.031991081	-0.01875711	0.053737683	0.727364712	0.889944526	e4adj
ENSG00000095066	HOOK2	19	Tangles	CN	0.260349295	0.078788745	0.001024384	-0.047137192	0.057919307	0.416566125	0.702620755	0.222239623	0.05365073	4.80E-05	0.008958973	e4adj
ENSG00000099326	MZF1	19	Tangles	CN	0.203628917	0.079107511	0.010355284	-0.025070319	0.063202969	0.691978583	0.870168416	0.180668217	0.048980558	0.000280205	0.021375477	e4adj
ENSG00000105254	TBCB	19	Tangles	CN	-0.164267496	0.079555066	0.039486072	-0.00651569	0.056860565	0.908868264	0.966914954	-0.183675429	0.055713118	0.001129297	0.040529917	e4adj
ENSG00000105376	ICAM5	19	Tangles	CN	-0.193957077	0.082006854	0.018427969	0.009071394	0.052400842	0.862710992	0.948393826	-0.197022105	0.062009431	0.001685961	0.048906508	e4adj
ENSG00000105711	SCN1B	19	Tangles	CN	-0.184967117	0.078640066	0.019079916	0.196352753	0.058305632	0.000886856	0.04449609	0.007880233	0.053169703	0.882304847	0.95698687	e4adj
ENSG00000105771	SMG9	19	Tangles	CN	0.163955918	0.07832785	0.036865556	0.034281663	0.05683665	0.546988105	0.788886223	0.207598221	0.053814477	0.000147891	0.015319422	e4adj
