"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1844","ZSWIM1","ENSMUSG00000017764","1844.1.1","ZSWIM1","ENSG00000168612","zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155]"
"1845","CTSA","ENSMUSG00000017760","1845.1.1","CTSA","ENSG00000064601","cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]"
"1846","PLTP","ENSMUSG00000017754","1846.1.1","PLTP","ENSG00000100979","phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]"
"1847","PCIF1","ENSMUSG00000039849","1847.1.1","PCIF1","ENSG00000100982","phosphorylated CTD interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:16200]"
"1848","ZFP335","ENSMUSG00000039834","1848.1.1","ZNF335","ENSG00000198026","zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]"
"1849","ZFP335OS","ENSMUSG00000085436","1849.1.1","N/A","N/A","N/A"
"1850","SLC12A5","ENSMUSG00000017740","1850.1.1","SLC12A5","ENSG00000124140","solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818]"
"1851","NCOA5","ENSMUSG00000039804","1851.1.1","NCOA5","ENSG00000124160","nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:HGNC:15909]"
"1852","CD40","ENSMUSG00000017652","1852.1.1","CD40","ENSG00000101017","CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]"
"1853","CDH22","ENSMUSG00000053166","1853.1.1","CDH22","ENSG00000149654","cadherin 22 [Source:HGNC Symbol;Acc:HGNC:13251]"
"1854","GM14397","ENSMUSG00000086630","1854.1.1","N/A","N/A","N/A"
"1855","SLC35C2","ENSMUSG00000017664","1855.1.1","SLC35C2","ENSG00000080189","solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]"
"1856","ELMO2","ENSMUSG00000017670","1856.1.1","ELMO2","ENSG00000062598","engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]"
"1857","ZFP334","ENSMUSG00000017667","1857.1.1","ZNF334","ENSG00000198185","zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]"
"1858","SLC13A3","ENSMUSG00000018459","1858.1.1","SLC13A3","ENSG00000158296","solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430]"
"1859","TRP53RKA","ENSMUSG00000039725","1859.1.1","TP53RK","ENSG00000172315","TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]"
"1860","EYA2","ENSMUSG00000017897","1860.1.1","EYA2","ENSG00000064655","EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]"
"1861","ZMYND8","ENSMUSG00000039671","1861.1.1","ZMYND8","ENSG00000101040","zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]"
"1862","GM11465","ENSMUSG00000086820","1862.1.1","N/A","N/A","N/A"
"1863","NCOA3","ENSMUSG00000027678","1863.1.1","NCOA3","ENSG00000124151","nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]"
"1864","SULF2","ENSMUSG00000006800","1864.1.1","SULF2","ENSG00000196562","sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]"
"1865","PREX1","ENSMUSG00000039621","1865.1.1","PREX1","ENSG00000124126","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]"
"1866","TRP53RKB","ENSMUSG00000042854","1866.1.1","TP53RK","ENSG00000172315","TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]"
"1867","ARFGEF2","ENSMUSG00000074582","1867.1.1","ARFGEF2","ENSG00000124198","ADP ribosylation factor guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853]"
"1868","CSE1L","ENSMUSG00000002718","1868.1.1","CSE1L","ENSG00000124207","chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]"
"1869","STAU1","ENSMUSG00000039536","1869.1.1","STAU1","ENSG00000124214","staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]"
"1870","DDX27","ENSMUSG00000017999","1870.1.1","DDX27","ENSG00000124228","DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]"
"1871","ZNFX1","ENSMUSG00000039501","1871.1.1","ZNFX1","ENSG00000124201","zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]"
"1872","KCNB1","ENSMUSG00000050556","1872.1.1","KCNB1","ENSG00000158445","potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]"
"1873","PTGIS","ENSMUSG00000017969","1873.1.1","PTGIS","ENSG00000124212","prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]"
"1874","B4GALT5","ENSMUSG00000017929","1874.1.1","B4GALT5","ENSG00000158470","beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]"
"1875","SLC9A8","ENSMUSG00000039463","1875.1.1","SLC9A8","ENSG00000197818","solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728]"
"1876","SPATA2","ENSMUSG00000047030","1876.1.1","SPATA2","ENSG00000158480","spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]"
"1877","RNF114","ENSMUSG00000006418","1877.1.1","RNF114","ENSG00000124226","ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]"
"1878","TMEM189","N/A","1878.1.1","N/A","N/A","N/A"
"1879","GM14320","ENSMUSG00000085914","1879.1.1","N/A","N/A","N/A"
"1880","CEBPB","ENSMUSG00000056501","1880.1.1","CEBPB","ENSG00000172216","CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]"
"1881","A530013C23RIK","ENSMUSG00000006462","1881.1.1","N/A","N/A","N/A"
"1882","PTPN1","ENSMUSG00000027540","1882.1.1","PTPN1","ENSG00000196396","protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]"
"1883","GM20716","ENSMUSG00000093752","1883.1.1","N/A","N/A","N/A"
"1884","DPM1","ENSMUSG00000078919","1884.1.1","DPM1","ENSG00000000419","dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
"1884","DPM1","ENSMUSG00000093752","1884.2.1","N/A","N/A","N/A"
"1885","KCNG1","ENSMUSG00000074575","1885.1.1","KCNG1","ENSG00000026559","potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]"
"1886","NFATC2","ENSMUSG00000027544","1886.1.1","NFATC2","ENSG00000101096","nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]"
"1887","ATP9A","ENSMUSG00000027546","1887.1.1","ATP9A","ENSG00000054793","ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]"
"1888","ZFP64","ENSMUSG00000027551","1888.1.1","ZFP64","ENSG00000020256","ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]"
"1889","TSHZ2","ENSMUSG00000047907","1889.1.1","TSHZ2","ENSG00000182463","teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]"
"1890","GM26883","N/A","1890.1.1","N/A","N/A","N/A"
"1891","BCAS1","ENSMUSG00000013523","1891.1.1","BCAS1","ENSG00000064787","brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]"
"1892","BCAS1OS2","ENSMUSG00000086999","1892.1.1","N/A","N/A","N/A"
"1893","PFDN4","ENSMUSG00000052033","1893.1.1","PFDN4","ENSG00000101132","prefoldin subunit 4 [Source:HGNC Symbol;Acc:HGNC:8868]"
"1894","DOK5","ENSMUSG00000027560","1894.1.1","DOK5","ENSG00000101134","docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]"
"1895","CBLN4","ENSMUSG00000067578","1895.1.1","CBLN4","ENSG00000054803","cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]"
"1896","FAM210B","ENSMUSG00000027495","1896.1.1","FAM210B","ENSG00000124098","family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]"
"1897","CSTF1","ENSMUSG00000027498","1897.1.1","CSTF1","ENSG00000101138","cleavage stimulation factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:2483]"
"1898","GM14455","ENSMUSG00000087633","1898.1.1","N/A","N/A","N/A"
"1899","RTF2","ENSMUSG00000027502","1899.1.1","RTF2","ENSG00000022277","replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]"
"1900","GCNT7","ENSMUSG00000074569","1900.1.1","GCNT7","ENSG00000124091","glucosaminyl (N-acetyl) transferase family member 7 [Source:HGNC Symbol;Acc:HGNC:16099]"
"1901","RAE1","ENSMUSG00000027509","1901.1.1","RAE1","ENSG00000101146","ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]"
"1902","PMEPA1","ENSMUSG00000038400","1902.1.1","PMEPA1","ENSG00000124225","prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]"
"1903","1700021F07RIK","ENSMUSG00000027518","1903.1.1","CIMIP1","ENSG00000124237","ciliary microtubule inner protein 1 [Source:HGNC Symbol;Acc:HGNC:16216]"
"1904","RAB22A","ENSMUSG00000027519","1904.1.1","RAB22A","ENSG00000124209","RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9764]"
"1905","VAPB","ENSMUSG00000054455","1905.1.1","VAPB","ENSG00000124164","VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]"
"1906","STX16","ENSMUSG00000027522","1906.1.1","STX16","ENSG00000124222","syntaxin 16 [Source:HGNC Symbol;Acc:HGNC:11431]"
"1907","NPEPL1","ENSMUSG00000039263","1907.1.1","NPEPL1","ENSG00000215440","aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:16244]"
"1908","GM10714","ENSMUSG00000074555","1908.1.1","N/A","N/A","N/A"
"1909","NESPAS","N/A","1909.1.1","N/A","N/A","N/A"
"1910","GNAS","ENSMUSG00000027523","1910.1.1","GNAS","ENSG00000087460","GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]"
"1911","GM20721","N/A","1911.1.1","N/A","N/A","N/A"
"1912","NELFCD","ENSMUSG00000016253","1912.1.1","NELFCD","ENSG00000101158","negative elongation factor complex member C/D [Source:HGNC Symbol;Acc:HGNC:15934]"
"1913","CTSZ","ENSMUSG00000016256","1913.1.1","CTSZ","ENSG00000101160","cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]"
"1914","ATP5E","ENSMUSG00000016252","1914.1.1","ATP5F1E","ENSG00000124172","ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]"
"1915","PRELID3B","ENSMUSG00000016257","1915.1.1","PRELID3B","ENSG00000101166","PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]"
"1916","ZFP831","ENSMUSG00000050600","1916.1.1","ZNF831","ENSG00000124203","zinc finger protein 831 [Source:HGNC Symbol;Acc:HGNC:16167]"
"1917","GM14444","ENSMUSG00000078865","1917.1.1","N/A","N/A","N/A"
"1917","GM14444","ENSMUSG00000078906","1917.2.1","N/A","N/A","N/A"
"1918","GM14399","ENSMUSG00000090093","1918.1.1","N/A","N/A","N/A"
"1919","GM14443","ENSMUSG00000078902","1919.1.1","N/A","N/A","N/A"
"1920","GM4631","ENSMUSG00000078880","1920.1.1","N/A","N/A","N/A"
"1920","GM4631","ENSMUSG00000078881","1920.2.1","N/A","N/A","N/A"
"1920","GM4631","ENSMUSG00000078886","1920.3.1","N/A","N/A","N/A"
"1920","GM4631","ENSMUSG00000078897","1920.4.1","N/A","N/A","N/A"
"1920","GM4631","ENSMUSG00000078899","1920.5.1","N/A","N/A","N/A"
"1920","GM4631","ENSMUSG00000094475","1920.6.1","N/A","N/A","N/A"
"1920","GM4631","ENSMUSG00000094932","1920.7.1","N/A","N/A","N/A"
"1921","ZFP973","ENSMUSG00000078879","1921.1.1","N/A","N/A","N/A"
"1921","ZFP973","ENSMUSG00000078896","1921.2.1","N/A","N/A","N/A"
"1922","GM14305","ENSMUSG00000078878","1922.1.1","N/A","N/A","N/A"
"1923","GM14295","ENSMUSG00000078877","1923.1.1","N/A","N/A","N/A"
"1924","GM14296","ENSMUSG00000074527","1924.1.1","N/A","N/A","N/A"
"1924","GM14296","ENSMUSG00000078894","1924.2.1","N/A","N/A","N/A"
"1925","GM14401","ENSMUSG00000078872","1925.1.1","N/A","N/A","N/A"
"1926","GM14410","ENSMUSG00000078870","1926.1.1","N/A","N/A","N/A"
"1927","GM14412","ENSMUSG00000078868","1927.1.1","N/A","N/A","N/A"
"1928","GM14418","ENSMUSG00000078867","1928.1.1","N/A","N/A","N/A"
"1929","GM14322","ENSMUSG00000078864","1929.1.1","N/A","N/A","N/A"
"1930","GM14325","ENSMUSG00000095362","1930.1.1","N/A","N/A","N/A"
"1931","GM14326","ENSMUSG00000078862","1931.1.1","N/A","N/A","N/A"
"1931","GM14326","ENSMUSG00000090093","1931.2.1","N/A","N/A","N/A"
"1932","ZFP971","ENSMUSG00000074519","1932.1.1","N/A","N/A","N/A"
"1933","GM26869","N/A","1933.1.1","N/A","N/A","N/A"
"1934","ZFP931","ENSMUSG00000078861","1934.1.1","N/A","N/A","N/A"
"1935","PHACTR3","ENSMUSG00000027525","1935.1.1","PHACTR3","ENSG00000087495","phosphatase and actin regulator 3 [Source:HGNC Symbol;Acc:HGNC:15833]"
"1936","SYCP2","ENSMUSG00000060445","1936.1.1","SYCP2","ENSG00000196074","synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]"
"1937","FAM217B","ENSMUSG00000070476","1937.1.1","FAM217B","ENSG00000196227","family with sequence similarity 217 member B [Source:HGNC Symbol;Acc:HGNC:16170]"
"1938","CDH4","ENSMUSG00000000305","1938.1.1","CDH4","ENSG00000179242","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]"
"1939","TAF4","ENSMUSG00000039117","1939.1.1","TAF4","ENSG00000130699","TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]"
"1940","LSM14B","ENSMUSG00000039108","1940.1.1","LSM14B","ENSG00000149657","LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887]"
"1941","PSMA7","ENSMUSG00000027566","1941.1.1","PSMA7","ENSG00000101182","proteasome 20S subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]"
"1942","SS18L1","ENSMUSG00000039086","1942.1.1","SS18L1","ENSG00000184402","SS18L1 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:15592]"
"1943","MTG2","ENSMUSG00000039069","1943.1.1","MTG2","ENSG00000101181","mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]"
"1944","HRH3","ENSMUSG00000039059","1944.1.1","HRH3","ENSG00000101180","histamine receptor H3 [Source:HGNC Symbol;Acc:HGNC:5184]"
"1945","OSBPL2","ENSMUSG00000039050","1945.1.1","OSBPL2","ENSG00000130703","oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]"
"1946","ADRM1","ENSMUSG00000039041","1946.1.1","ADRM1","ENSG00000130706","ADRM1 26S proteasome ubiquitin receptor [Source:HGNC Symbol;Acc:HGNC:15759]"
"1947","LAMA5","ENSMUSG00000015647","1947.1.1","LAMA5","ENSG00000130702","laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]"
"1948","RPS21","ENSMUSG00000039001","1948.1.1","RPS21","ENSG00000171858","ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]"
"1949","CABLES2","ENSMUSG00000038990","1949.1.1","CABLES2","ENSG00000149679","Cdk5 and Abl enzyme substrate 2 [Source:HGNC Symbol;Acc:HGNC:16143]"
"1950","B230312C02RIK","ENSMUSG00000084843","1950.1.1","N/A","N/A","N/A"
"1951","NTSR1","ENSMUSG00000027568","1951.1.1","NTSR1","ENSG00000101188","neurotensin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8039]"
"1952","MRGBP","ENSMUSG00000027569","1952.1.1","MRGBP","ENSG00000101189","MRG domain binding protein [Source:HGNC Symbol;Acc:HGNC:15866]"
"1953","OGFR","ENSMUSG00000049401","1953.1.1","OGFR","ENSG00000060491","opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]"
"1954","COL9A3","ENSMUSG00000027570","1954.1.1","N/A","N/A","N/A"
"1955","DIDO1","ENSMUSG00000038914","1955.1.1","DIDO1","ENSG00000101191","death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]"
"1956","GID8","ENSMUSG00000027573","1956.1.1","GID8","ENSG00000101193","GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857]"
"1957","GM14342","ENSMUSG00000086166","1957.1.1","N/A","N/A","N/A"
"1958","GM27032","ENSMUSG00000098051","1958.1.1","N/A","N/A","N/A"
"1959","YTHDF1","ENSMUSG00000038848","1959.1.1","YTHDF1","ENSG00000149658","YTH N6-methyladenosine RNA binding protein F1 [Source:HGNC Symbol;Acc:HGNC:15867]"
"1960","NKAIN4","ENSMUSG00000027574","1960.1.1","NKAIN4","ENSG00000101198","sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]"
"1961","ARFGAP1","ENSMUSG00000027575","1961.1.1","ARFGAP1","ENSG00000101199","ADP ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:15852]"
"1962","COL20A1","ENSMUSG00000016356","1962.1.1","COL20A1","ENSG00000101203","collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]"
"1963","CHRNA4","ENSMUSG00000027577","1963.1.1","CHRNA4","ENSG00000101204","cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]"
"1964","KCNQ2","ENSMUSG00000016346","1964.1.1","KCNQ2","ENSG00000075043","potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]"
"1965","EEF1A2","ENSMUSG00000016349","1965.1.1","EEF1A2","ENSG00000101210","eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]"
"1966","PPDPF","ENSMUSG00000016344","1966.1.1","PPDPF","ENSG00000125534","pancreatic progenitor cell differentiation and proliferation factor [Source:HGNC Symbol;Acc:HGNC:16142]"
"1967","GMEB2","ENSMUSG00000038705","1967.1.1","GMEB2","ENSG00000101216","glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4371]"
"1968","STMN3","ENSMUSG00000027581","1968.1.1","STMN3","ENSG00000197457","stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]"
"1969","RTEL1","ENSMUSG00000038685","1969.1.1","RTEL1","ENSG00000258366","regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]"
"1970","ARFRP1","ENSMUSG00000038671","1970.1.1","ARFRP1","ENSG00000101246","ADP ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662]"
"1971","ZGPAT","ENSMUSG00000027582","1971.1.1","ZGPAT","ENSG00000197114","zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]"
"1972","ZBTB46","ENSMUSG00000027583","1972.1.1","ZBTB46","ENSG00000130584","zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]"
"1973","TPD52L2","ENSMUSG00000000827","1973.1.1","TPD52L2","ENSG00000101150","TPD52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]"
"1974","DNAJC5","ENSMUSG00000000826","1974.1.1","DNAJC5","ENSG00000101152","DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]"
"1975","UCKL1","ENSMUSG00000089917","1975.1.1","UCKL1","ENSG00000198276","uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]"
"1976","ZFP512B","ENSMUSG00000000823","1976.1.1","ZNF512B","ENSG00000196700","zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]"
"1977","PRPF6","ENSMUSG00000002455","1977.1.1","PRPF6","ENSG00000101161","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]"
"1978","SAMD10","ENSMUSG00000038605","1978.1.1","SAMD10","ENSG00000130590","sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]"
"1979","TCEA2","ENSMUSG00000059540","1979.1.1","TCEA2","ENSG00000171703","transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]"
"1980","RGS19","ENSMUSG00000002458","1980.1.1","RGS19","ENSG00000171700","regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735]"
"1981","OPRL1","ENSMUSG00000027584","1981.1.1","OPRL1","ENSG00000125510","opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]"
"1982","MYT1","ENSMUSG00000010505","1982.1.1","MYT1","ENSG00000196132","myelin transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7622]"
"1983","PCMTD2","ENSMUSG00000027589","1983.1.1","PCMTD2","ENSG00000203880","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]"
"1984","POLR3K","ENSMUSG00000038628","1984.1.1","POLR3K","ENSG00000161980","RNA polymerase III subunit K [Source:HGNC Symbol;Acc:HGNC:14121]"
"1985","NUDT11","ENSMUSG00000073293","1985.1.1","NUDT11","ENSG00000196368","nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]"
"1985","NUDT11","ENSMUSG00000073295","1985.2.1","NUDT11","ENSG00000196368","nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]"
"1986","NUDT10","ENSMUSG00000073293","1986.1.1","NUDT11","ENSG00000196368","nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]"
"1986","NUDT10","ENSMUSG00000073295","1986.2.1","NUDT11","ENSG00000196368","nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]"
"1987","SHROOM4","ENSMUSG00000068270","1987.1.1","SHROOM4","ENSG00000158352","shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]"
"1988","DGKK","ENSMUSG00000062393","1988.1.1","DGKK","ENSG00000274588","diacylglycerol kinase kappa [Source:HGNC Symbol;Acc:HGNC:32395]"
"1989","CLCN5","ENSMUSG00000004317","1989.1.1","CLCN5","ENSG00000171365","chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]"
"1990","PPP1R3F","ENSMUSG00000039556","1990.1.1","PPP1R3F","ENSG00000049769","protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944]"
"1991","CCDC22","ENSMUSG00000031143","1991.1.1","CCDC22","ENSG00000101997","coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:HGNC:28909]"
"1992","CACNA1F","ENSMUSG00000031142","1992.1.1","CACNA1F","ENSG00000102001","calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]"
"1993","SYP","ENSMUSG00000031144","1993.1.1","SYP","ENSG00000102003","synaptophysin [Source:HGNC Symbol;Acc:HGNC:11506]"
"1994","GM14703","ENSMUSG00000087644","1994.1.1","N/A","N/A","N/A"
"1995","GPKOW","ENSMUSG00000031148","1995.1.1","GPKOW","ENSG00000068394","G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677]"
"1996","WDR45","ENSMUSG00000039382","1996.1.1","WDR45","ENSG00000196998","WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]"
"1997","PRAF2","ENSMUSG00000031149","1997.1.1","PRAF2","ENSG00000243279","PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911]"
"1998","CCDC120","ENSMUSG00000031150","1998.1.1","CCDC120","ENSG00000147144","coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910]"
"1999","TFE3","ENSMUSG00000000134","1999.1.1","TFE3","ENSG00000068323","transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]"
"2000","GRIPAP1","ENSMUSG00000031153","2000.1.1","GRIPAP1","ENSG00000068400","GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]"
"2001","KCND1","ENSMUSG00000009731","2001.1.1","KCND1","ENSG00000102057","potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]"
