Gene Symbol	Gene for PCA, Harmony, Clustering	Rank (n=85 sections)	Deviance (n=85 sections)	Ensembl Gene ID
NUTM2B-AS1	No	8968	19984.06	ENSG00000225484
ACVR1	No	8969	19981.74	ENSG00000115170
BCLAF3	No	8970	19975.81	ENSG00000173681
METTL23	No	8971	19975.64	ENSG00000181038
JMJD7	No	8972	19975.63	ENSG00000243789
ATF5	No	8973	19975.58	ENSG00000169136
RNF113A	No	8974	19964.23	ENSG00000125352
MYO15B	No	8975	19956.24	ENSG00000266714
DHX16	No	8976	19948.55	ENSG00000204560
MANEA	No	8977	19944.58	ENSG00000172469
ERF	No	8978	19941.86	ENSG00000105722
MICAL1	No	8979	19935.13	ENSG00000135596
TRAFD1	No	8980	19933.79	ENSG00000135148
GPC3	No	8981	19933.03	ENSG00000147257
ZC3H12C	No	8982	19932.65	ENSG00000149289
AC124016.2	No	8983	19929.91	ENSG00000273156
LRRC8C	No	8984	19915.57	ENSG00000171488
AL022313.4	No	8985	19914.83	ENSG00000261675
BBS10	No	8986	19913.58	ENSG00000179941
RECQL5	No	8987	19913.29	ENSG00000108469
HUS1	No	8988	19910.26	ENSG00000136273
XPNPEP3	No	8989	19908.77	ENSG00000196236
TBC1D10A	No	8990	19908.36	ENSG00000099992
MOB3A	No	8991	19904.89	ENSG00000172081
KRIT1	No	8992	19897.31	ENSG00000001631
POC1B	No	8993	19894.23	ENSG00000139323
ZNF414	No	8994	19890.15	ENSG00000133250
NEUROD2	No	8995	19889.44	ENSG00000171532
DPP3	No	8996	19887.8	ENSG00000254986
SP100	No	8997	19874.7	ENSG00000067066
RECQL	No	8998	19873.42	ENSG00000004700
DLL3	No	8999	19872.88	ENSG00000090932
MSRB3	No	9000	19860.93	ENSG00000174099
ZNF254	No	9001	19853.66	ENSG00000213096
KATNAL2	No	9002	19853.14	ENSG00000167216
PM20D2	No	9003	19852.45	ENSG00000146281
XK	No	9004	19851.37	ENSG00000047597
NUDCD1	No	9005	19850.97	ENSG00000120526
ACOT2	No	9006	19848.59	ENSG00000119673
RGS10	No	9007	19845.7	ENSG00000148908
PCYT1B	No	9008	19845.11	ENSG00000102230
TXNL4B	No	9009	19843.8	ENSG00000140830
ABTB2	No	9010	19841.72	ENSG00000166016
ADRA1B	No	9011	19841.7	ENSG00000170214
AC009063.2	No	9012	19838.21	ENSG00000260788
TKFC	No	9013	19837.62	ENSG00000149476
CEP295	No	9014	19835	ENSG00000166004
ENOSF1	No	9015	19834.89	ENSG00000132199
PTPDC1	No	9016	19834	ENSG00000158079
NOL10	No	9017	19831.97	ENSG00000115761
PPP2R3A	No	9018	19831.8	ENSG00000073711
BTN3A2	No	9019	19830.56	ENSG00000186470
MYO1E	No	9020	19827.25	ENSG00000157483
AC104083.1	No	9021	19819.31	ENSG00000260244
LCAT	No	9022	19817.82	ENSG00000213398
PRKAB1	No	9023	19816.77	ENSG00000111725
CBWD1	No	9024	19816.29	ENSG00000172785
RNF31	No	9025	19809.94	ENSG00000092098
HYDIN	No	9026	19806.53	ENSG00000157423
AP003486.1	No	9027	19806.51	ENSG00000255455
SLC46A1	No	9028	19805.93	ENSG00000076351
DOP1B	No	9029	19800.67	ENSG00000142197
CCHCR1	No	9030	19800.14	ENSG00000204536
AREL1	No	9031	19787.72	ENSG00000119682
ZNF654	No	9032	19785.6	ENSG00000175105
SLC12A7	No	9033	19782.73	ENSG00000113504
MINPP1	No	9034	19782.24	ENSG00000107789
RPS6KB2	No	9035	19780.4	ENSG00000175634
AVEN	No	9036	19778.52	ENSG00000169857
PARP3	No	9037	19775.56	ENSG00000041880
LRRC4	No	9038	19765.61	ENSG00000128594
HDHD5	No	9039	19756.75	ENSG00000069998
OTUD1	No	9040	19755.01	ENSG00000165312
SLC7A6OS	No	9041	19753.77	ENSG00000103061
ATXN1L	No	9042	19747.36	ENSG00000224470
MTF2	No	9043	19730.35	ENSG00000143033
UCKL1	No	9044	19722.03	ENSG00000198276
SNHG11	No	9045	19720.66	ENSG00000174365
STK35	No	9046	19717.51	ENSG00000125834
CYB5D1	No	9047	19716.55	ENSG00000182224
MAPK11	No	9048	19715.47	ENSG00000185386
ANKRD13A	No	9049	19714.92	ENSG00000076513
C10orf88	No	9050	19709.23	ENSG00000119965
ATF6B	No	9051	19708.98	ENSG00000213676
CHAC1	No	9052	19708.22	ENSG00000128965
UBXN11	No	9053	19707.5	ENSG00000158062
HECW2	No	9054	19706.7	ENSG00000138411
CCDC174	No	9055	19696.21	ENSG00000154781
LRWD1	No	9056	19693.01	ENSG00000161036
NOL6	No	9057	19691.95	ENSG00000165271
NPAT	No	9058	19691.19	ENSG00000149308
CDR2	No	9059	19690.18	ENSG00000140743
MTERF2	No	9060	19688.71	ENSG00000120832
ZNF570	No	9061	19686.85	ENSG00000171827
HOOK2	No	9062	19684.64	ENSG00000095066
NR2C1	No	9063	19679.48	ENSG00000120798
ELMSAN1	No	9064	19675.59	ENSG00000156030
MED12L	No	9065	19671.23	ENSG00000144893
ETFDH	No	9066	19669.01	ENSG00000171503
PRKAB2	No	9067	19666.49	ENSG00000131791
RELT	No	9068	19663.83	ENSG00000054967
INSYN2B	No	9069	19652.58	ENSG00000204767
ZNF783	No	9070	19652.5	ENSG00000204946
SARM1	No	9071	19648.43	ENSG00000004139
MED1	No	9072	19645.81	ENSG00000125686
TRMT9B	No	9073	19645.04	ENSG00000250305
HLCS	No	9074	19641.03	ENSG00000159267
UNC5C	No	9075	19640.69	ENSG00000182168
ANKRD37	No	9076	19639.32	ENSG00000186352
CYREN	No	9077	19638.55	ENSG00000122783
CDK7	No	9078	19632.35	ENSG00000134058
CAND2	No	9079	19631.72	ENSG00000144712
PYGO1	No	9080	19631.66	ENSG00000171016
PDGFB	No	9081	19628	ENSG00000100311
TRMT6	No	9082	19625.18	ENSG00000089195
SYT9	No	9083	19610.27	ENSG00000170743
ZNF121	No	9084	19608.1	ENSG00000197961
DPAGT1	No	9085	19603.64	ENSG00000172269
ARMH4	No	9086	19603.14	ENSG00000139971
TTC28	No	9087	19598.6	ENSG00000100154
ARRDC4	No	9088	19597.23	ENSG00000140450
HHLA3	No	9089	19595.59	ENSG00000197568
DNAL4	No	9090	19595.04	ENSG00000100246
H6PD	No	9091	19594.96	ENSG00000049239
GREB1	No	9092	19585.13	ENSG00000196208
MVB12A	No	9093	19584.83	ENSG00000141971
USP13	No	9094	19580.79	ENSG00000058056
ACACB	No	9095	19580.75	ENSG00000076555
EPHB2	No	9096	19578.89	ENSG00000133216
DLGAP3	No	9097	19571.46	ENSG00000116544
SLC66A1	No	9098	19569.98	ENSG00000040487
AC067852.2	No	9099	19566.89	ENSG00000266962
ALG3	No	9100	19562.39	ENSG00000214160
ABCA7	No	9101	19561.79	ENSG00000064687
COL5A3	No	9102	19561.21	ENSG00000080573
TGFA	No	9103	19556.28	ENSG00000163235
INTS14	No	9104	19553.5	ENSG00000138614
TAF5L	No	9105	19551.44	ENSG00000135801
CCDC191	No	9106	19546.12	ENSG00000163617
MED9	No	9107	19542.11	ENSG00000141026
ZFPM2	No	9108	19541.83	ENSG00000169946
PCGF2	No	9109	19537.55	ENSG00000277258
FKRP	No	9110	19533.82	ENSG00000181027
TMEM200C	No	9111	19515.09	ENSG00000206432
ANXA4	No	9112	19514.01	ENSG00000196975
PMS1	No	9113	19504.7	ENSG00000064933
CYB561D2	No	9114	19504.43	ENSG00000114395
MPPED2	No	9115	19500.94	ENSG00000066382
WHAMM	No	9116	19492.41	ENSG00000156232
MACROD1	No	9117	19491.75	ENSG00000133315
PROX1	No	9118	19491.07	ENSG00000117707
PRDM8	No	9119	19490.32	ENSG00000152784
FAM106A	No	9120	19483.64	ENSG00000273018
MMP15	No	9121	19473.63	ENSG00000102996
NUP88	No	9122	19468.98	ENSG00000108559
METRNL	No	9123	19467.15	ENSG00000176845
ZNF322	No	9124	19466.05	ENSG00000181315
ST3GAL2	No	9125	19464.5	ENSG00000157350
COPG2	No	9126	19458.67	ENSG00000158623
TMEM164	No	9127	19452.46	ENSG00000157600
DPH5	No	9128	19451.97	ENSG00000117543
RRAS2	No	9129	19450.8	ENSG00000133818
DNAAF4	No	9130	19447.41	ENSG00000256061
TMEM120B	No	9131	19445.12	ENSG00000188735
COMTD1	No	9132	19442.88	ENSG00000165644
CSRNP1	No	9133	19437.41	ENSG00000144655
LINC00665	No	9134	19433.82	ENSG00000232677
RNF214	No	9135	19433.19	ENSG00000167257
TBC1D30	No	9136	19432.78	ENSG00000111490
GEMIN7	No	9137	19431.97	ENSG00000142252
CAPS2	No	9138	19427.48	ENSG00000180881
SLC8A3	No	9139	19422.79	ENSG00000100678
UBIAD1	No	9140	19421.72	ENSG00000120942
ELMOD2	No	9141	19419.62	ENSG00000179387
VANGL2	No	9142	19414.97	ENSG00000162738
CBLL1	No	9143	19413.63	ENSG00000105879
SPEG	No	9144	19406.72	ENSG00000072195
MBD6	No	9145	19403.09	ENSG00000166987
LYSMD1	No	9146	19403.04	ENSG00000163155
TMEM67	No	9147	19402.28	ENSG00000164953
EFNA1	No	9148	19400.2	ENSG00000169242
PNP	No	9149	19399.62	ENSG00000198805
P3H4	No	9150	19397.05	ENSG00000141696
ZFP1	No	9151	19396.99	ENSG00000184517
VSTM4	No	9152	19396.63	ENSG00000165633
DNAH9	No	9153	19396.55	ENSG00000007174
LRTOMT	No	9154	19393.14	ENSG00000184154
SLC6A12	No	9155	19392.47	ENSG00000111181
RARS2	No	9156	19391.42	ENSG00000146282
ZNF471	No	9157	19391.05	ENSG00000196263
ZNF714	No	9158	19390.38	ENSG00000160352
LHX1	No	9159	19388.72	ENSG00000273706
NUDT15	No	9160	19387.05	ENSG00000136159
BTD	No	9161	19381.69	ENSG00000169814
RINT1	No	9162	19380.8	ENSG00000135249
DCAF12	No	9163	19373.37	ENSG00000198876
TP53I13	No	9164	19372.33	ENSG00000167543
TTLL4	No	9165	19370.77	ENSG00000135912
JDP2	No	9166	19369.76	ENSG00000140044
MAD1L1	No	9167	19369.42	ENSG00000002822
RASD2	No	9168	19361.23	ENSG00000100302
CFAP126	No	9169	19359.54	ENSG00000188931
SAP30	No	9170	19343.92	ENSG00000164105
KIF27	No	9171	19343.67	ENSG00000165115
NR3C2	No	9172	19343.62	ENSG00000151623
ZNF768	No	9173	19342.98	ENSG00000169957
ZNF672	No	9174	19337.34	ENSG00000171161
AIMP2	No	9175	19335.44	ENSG00000106305
HAUS6	No	9176	19334.21	ENSG00000147874
ANKDD1A	No	9177	19332.63	ENSG00000166839
SLC13A3	No	9178	19331.5	ENSG00000158296
MAPKBP1	No	9179	19322.9	ENSG00000137802
P2RX6	No	9180	19320.19	ENSG00000099957
CLN3	No	9181	19319.42	ENSG00000188603
UBTD2	No	9182	19314.34	ENSG00000168246
HSCB	No	9183	19313.18	ENSG00000100209
CLK2	No	9184	19312.59	ENSG00000176444
EML4	No	9185	19311.58	ENSG00000143924
AL357093.2	No	9186	19310.94	ENSG00000258752
MLYCD	No	9187	19307.5	ENSG00000103150
SPIRE2	No	9188	19306.99	ENSG00000204991
PHTF2	No	9189	19306.96	ENSG00000006576
COQ3	No	9190	19301.45	ENSG00000132423
IFI35	No	9191	19299	ENSG00000068079
CYP2U1	No	9192	19288.97	ENSG00000155016
ZNF585A	No	9193	19283.69	ENSG00000196967
CBY1	No	9194	19281.41	ENSG00000100211
LRRC75A	No	9195	19280.99	ENSG00000181350
TADA2A	No	9196	19279.19	ENSG00000276234
SLC35E2A	No	9197	19276.85	ENSG00000215790
SLC19A1	No	9198	19266.41	ENSG00000173638
ATG14	No	9199	19263.76	ENSG00000126775
TMA16	No	9200	19260.47	ENSG00000198498
PKNOX1	No	9201	19259.41	ENSG00000160199
WWC2	No	9202	19255.95	ENSG00000151718
ZNF780B	No	9203	19252.6	ENSG00000128000
ELN	No	9204	19251.31	ENSG00000049540
MYT1	No	9205	19250.94	ENSG00000196132
MINDY1	No	9206	19249.01	ENSG00000143409
ARHGEF1	No	9207	19247.17	ENSG00000076928
USP51	No	9208	19245.87	ENSG00000247746
TCTEX1D1	No	9209	19244.21	ENSG00000152760
PHF13	No	9210	19242.37	ENSG00000116273
STOX1	No	9211	19242.27	ENSG00000165730
PLCL2	No	9212	19239.42	ENSG00000154822
TTC28-AS1	No	9213	19238.03	ENSG00000235954
TAP2	No	9214	19229.47	ENSG00000204267
C1orf174	No	9215	19226.49	ENSG00000198912
AC073111.4	No	9216	19219.93	ENSG00000284691
ELK3	No	9217	19219.05	ENSG00000111145
NUBPL	No	9218	19215.15	ENSG00000151413
RABEP2	No	9219	19213.06	ENSG00000177548
INO80C	No	9220	19212.77	ENSG00000153391
CDH5	No	9221	19212.31	ENSG00000179776
TENT2	No	9222	19209.74	ENSG00000164329
MMACHC	No	9223	19206.42	ENSG00000132763
MMP17	No	9224	19204.26	ENSG00000198598
PLCD1	No	9225	19199.11	ENSG00000187091
RYK	No	9226	19198.61	ENSG00000163785
ZNF213	No	9227	19198.52	ENSG00000085644
RGS16	No	9228	19195.83	ENSG00000143333
LCLAT1	No	9229	19193.92	ENSG00000172954
ZFP41	No	9230	19193.91	ENSG00000181638
STXBP5-AS1	No	9231	19191.95	ENSG00000233452
ETHE1	No	9232	19191.29	ENSG00000105755
PIEZO1	No	9233	19190.22	ENSG00000103335
ACTR8	No	9234	19188.57	ENSG00000113812
LIG3	No	9235	19185.83	ENSG00000005156
CEP89	No	9236	19185.76	ENSG00000121289
MXRA8	No	9237	19185.31	ENSG00000162576
TAF6L	No	9238	19183.86	ENSG00000162227
RASA2	No	9239	19180.27	ENSG00000155903
C8orf76	No	9240	19175.81	ENSG00000189376
MITD1	No	9241	19174.72	ENSG00000158411
NADSYN1	No	9242	19174.71	ENSG00000172890
EFNB2	No	9243	19167.92	ENSG00000125266
KIAA0586	No	9244	19166.29	ENSG00000100578
ZBTB45	No	9245	19163.77	ENSG00000119574
HBEGF	No	9246	19158.36	ENSG00000113070
MIER2	No	9247	19157.34	ENSG00000105556
IL33	No	9248	19147.48	ENSG00000137033
CLYBL	No	9249	19147.06	ENSG00000125246
MARCH3	No	9250	19143.16	ENSG00000173926
POLR1A	No	9251	19136.95	ENSG00000068654
WDR55	No	9252	19134.25	ENSG00000120314
PLD1	No	9253	19133.43	ENSG00000075651
FICD	No	9254	19130.47	ENSG00000198855
PANK1	No	9255	19128.42	ENSG00000152782
CREB3L2	No	9256	19122.34	ENSG00000182158
PRKN	No	9257	19117.45	ENSG00000185345
VPS13B	No	9258	19117.36	ENSG00000132549
PTCD2	No	9259	19116.36	ENSG00000049883
MPHOSPH9	No	9260	19116.35	ENSG00000051825
KIAA0895	No	9261	19112.98	ENSG00000164542
CC2D2A	No	9262	19106.06	ENSG00000048342
CLN6	No	9263	19106.03	ENSG00000128973
CCDC28B	No	9264	19105.78	ENSG00000160050
ZNF708	No	9265	19102.68	ENSG00000182141
HSD17B7	No	9266	19100.41	ENSG00000132196
BPNT1	No	9267	19092.8	ENSG00000162813
CLTCL1	No	9268	19092.29	ENSG00000070371
KCNE5	No	9269	19090.82	ENSG00000176076
POLR1C	No	9270	19088.39	ENSG00000171453
LST1	No	9271	19084.35	ENSG00000204482
MORC2	No	9272	19083.18	ENSG00000133422
FAM81A	No	9273	19078.12	ENSG00000157470
TET2	No	9274	19075.43	ENSG00000168769
GRID2	No	9275	19071.49	ENSG00000152208
RGP1	No	9276	19068.06	ENSG00000107185
SOX13	No	9277	19067.64	ENSG00000143842
GTF2E2	No	9278	19062.7	ENSG00000197265
FAM118B	No	9279	19060.88	ENSG00000197798
NUP188	No	9280	19059.16	ENSG00000095319
FAM114A1	No	9281	19058.48	ENSG00000197712
PXDC1	No	9282	19058.08	ENSG00000168994
PCNX3	No	9283	19057.09	ENSG00000197136
WDR73	No	9284	19054.71	ENSG00000177082
C12orf4	No	9285	19051.93	ENSG00000047621
RAB24	No	9286	19051.84	ENSG00000169228
ZCCHC7	No	9287	19044.57	ENSG00000147905
C6orf226	No	9288	19043.33	ENSG00000221821
DALRD3	No	9289	19042.16	ENSG00000178149
MRI1	No	9290	19039.85	ENSG00000037757
PYM1	No	9291	19038.97	ENSG00000170473
EEF2KMT	No	9292	19034.15	ENSG00000118894
RPL39L	No	9293	19031.22	ENSG00000163923
S1PR3	No	9294	19026.05	ENSG00000213694
TBL2	No	9295	19022.68	ENSG00000106638
AC060780.1	No	9296	19015.5	ENSG00000267002
OPA3	No	9297	19011.82	ENSG00000125741
DGCR8	No	9298	19003.87	ENSG00000128191
SCAF4	No	9299	18999.19	ENSG00000156304
FTSJ3	No	9300	18996.69	ENSG00000108592
HMGXB3	No	9301	18996.44	ENSG00000113716
PRR5L	No	9302	18994.83	ENSG00000135362
TTI1	No	9303	18994.62	ENSG00000101407
RASGRP2	No	9304	18991.99	ENSG00000068831
WDR83	No	9305	18991.04	ENSG00000123154
NIPSNAP3B	No	9306	18988.68	ENSG00000165028
ACSF3	No	9307	18988.48	ENSG00000176715
MUS81	No	9308	18987.23	ENSG00000172732
TP53RK	No	9309	18985	ENSG00000172315
SLC35B3	No	9310	18983.63	ENSG00000124786
ARHGAP31	No	9311	18978.23	ENSG00000031081
MYLIP	No	9312	18973.55	ENSG00000007944
PXMP4	No	9313	18969.34	ENSG00000101417
ZFHX2	No	9314	18963.36	ENSG00000136367
NAA80	No	9315	18963.18	ENSG00000243477
RAB33A	No	9316	18962.71	ENSG00000134594
CFH	No	9317	18962.19	ENSG00000000971
MED27	No	9318	18945.71	ENSG00000160563
ATF7	No	9319	18945.03	ENSG00000170653
CDK11A	No	9320	18943.36	ENSG00000008128
CNNM3	No	9321	18937.57	ENSG00000168763
CBLB	No	9322	18928.04	ENSG00000114423
IL17RA	No	9323	18925.69	ENSG00000177663
EEPD1	No	9324	18921.65	ENSG00000122547
CAV1	No	9325	18909.69	ENSG00000105974
RHNO1	No	9326	18902.08	ENSG00000171792
THOC3	No	9327	18897.35	ENSG00000051596
G2E3	No	9328	18897	ENSG00000092140
C9orf40	No	9329	18896.06	ENSG00000135045
GALK2	No	9330	18890.05	ENSG00000156958
CPT2	No	9331	18888.8	ENSG00000157184
DLG5	No	9332	18886.68	ENSG00000151208
KLHL35	No	9333	18882.96	ENSG00000149243
CCDC69	No	9334	18882.23	ENSG00000198624
THNSL1	No	9335	18881.16	ENSG00000185875
LINC00467	No	9336	18873.69	ENSG00000153363
CCDC113	No	9337	18865.59	ENSG00000103021
HARS2	No	9338	18859.28	ENSG00000112855
BAZ1A	No	9339	18856.9	ENSG00000198604
IFITM1	No	9340	18853.81	ENSG00000185885
DGCR9	No	9341	18849.79	ENSG00000273032
PDZD7	No	9342	18846.21	ENSG00000186862
CNTN6	No	9343	18845.98	ENSG00000134115
PSKH1	No	9344	18841.58	ENSG00000159792
GPIHBP1	No	9345	18840.98	ENSG00000277494
C1orf109	No	9346	18838.24	ENSG00000116922
RAVER2	No	9347	18837.45	ENSG00000162437
POMT2	No	9348	18834.04	ENSG00000009830
GLIPR1	No	9349	18831.83	ENSG00000139278
SLITRK3	No	9350	18830.49	ENSG00000121871
KDM4C	No	9351	18823.24	ENSG00000107077
DSCAM	No	9352	18821.36	ENSG00000171587
ACKR1	No	9353	18819.82	ENSG00000213088
LINC00847	No	9354	18816.91	ENSG00000245060
GAR1	No	9355	18815.38	ENSG00000109534
NDUFAF7	No	9356	18812.78	ENSG00000003509
FASTKD5	No	9357	18806.79	ENSG00000215251
ZNF804A	No	9358	18805.72	ENSG00000170396
HIST2H2BE	No	9359	18803.19	ENSG00000184678
SLC22A6	No	9360	18803.01	ENSG00000197901
INSYN1	No	9361	18799.86	ENSG00000205363
ZNF76	No	9362	18799.5	ENSG00000065029
CDKN2AIP	No	9363	18775.01	ENSG00000168564
HECW1	No	9364	18767.52	ENSG00000002746
MAIP1	No	9365	18766.51	ENSG00000162972
ATAD3A	No	9366	18758.32	ENSG00000197785
FLRT3	No	9367	18755.89	ENSG00000125848
PELI2	No	9368	18751.15	ENSG00000139946
PXMP2	No	9369	18748.04	ENSG00000176894
USP37	No	9370	18748.02	ENSG00000135913
CYP1B1	No	9371	18746.73	ENSG00000138061
AL049840.5	No	9372	18743.83	ENSG00000269958
ENGASE	No	9373	18742.67	ENSG00000167280
TMEM53	No	9374	18740.98	ENSG00000126106
BET1	No	9375	18736.9	ENSG00000105829
DOK4	No	9376	18736.47	ENSG00000125170
STAMBPL1	No	9377	18732.05	ENSG00000138134
MED12	No	9378	18726.34	ENSG00000184634
KALRN	No	9379	18723.6	ENSG00000160145
CCDC148	No	9380	18723.32	ENSG00000153237
ZDHHC13	No	9381	18721.12	ENSG00000177054
CTDSPL2	No	9382	18717.84	ENSG00000137770
NOL12	No	9383	18717	ENSG00000273899
TMEM132E	No	9384	18716.01	ENSG00000181291
ELK1	No	9385	18715.8	ENSG00000126767
PELI1	No	9386	18714.33	ENSG00000197329
SNAPC4	No	9387	18707.23	ENSG00000165684
NBEAL1	No	9388	18707.13	ENSG00000144426
PPIP5K1	No	9389	18706.63	ENSG00000168781
OSBPL10	No	9390	18696.8	ENSG00000144645
INO80	No	9391	18692.36	ENSG00000128908
TTLL5	No	9392	18690.73	ENSG00000119685
LRRC27	No	9393	18683.98	ENSG00000148814
CEP164	No	9394	18682.61	ENSG00000110274
BAG2	No	9395	18670.66	ENSG00000112208
CROT	No	9396	18669.34	ENSG00000005469
AC244090.1	No	9397	18668.76	ENSG00000197180
PRICKLE1	No	9398	18664.03	ENSG00000139174
PHF12	No	9399	18663.15	ENSG00000109118
ENKD1	No	9400	18661.67	ENSG00000124074
NPAS1	No	9401	18657.79	ENSG00000130751
GRASP	No	9402	18652.61	ENSG00000161835
ORC2	No	9403	18652.22	ENSG00000115942
RESF1	No	9404	18648.94	ENSG00000174718
HCN3	No	9405	18647.23	ENSG00000143630
ABHD18	No	9406	18645.19	ENSG00000164074
MTA2	No	9407	18640.9	ENSG00000149480
SOX15	No	9408	18635.93	ENSG00000129194
OSBP2	No	9409	18634.28	ENSG00000184792
TUBB6	No	9410	18630.51	ENSG00000176014
ZNF43	No	9411	18627.76	ENSG00000198521
ERAP1	No	9412	18624.79	ENSG00000164307
ACAD11	No	9413	18619.07	ENSG00000240303
INHBB	No	9414	18618.04	ENSG00000163083
LRIF1	No	9415	18616.06	ENSG00000121931
TMEM161A	No	9416	18615.02	ENSG00000064545
POMC	No	9417	18610.64	ENSG00000115138
GYS1	No	9418	18608.35	ENSG00000104812
C17orf80	No	9419	18602.22	ENSG00000141219
MTG2	No	9420	18602.02	ENSG00000101181
CASP3	No	9421	18601.98	ENSG00000164305
C1QTNF3	No	9422	18595.96	ENSG00000082196
NOP16	No	9423	18591.25	ENSG00000048162
PRSS3	No	9424	18591.15	ENSG00000010438
CDH7	No	9425	18589.35	ENSG00000081138
RMC1	No	9426	18584.99	ENSG00000141452
LMLN	No	9427	18581.21	ENSG00000185621
ZNF830	No	9428	18566.25	ENSG00000198783
LRRK2	No	9429	18564.87	ENSG00000188906
TMEM74B	No	9430	18558.93	ENSG00000125895
VRK1	No	9431	18556.46	ENSG00000100749
NKD1	No	9432	18556.1	ENSG00000140807
MIOS	No	9433	18551.62	ENSG00000164654
SPTY2D1	No	9434	18551.51	ENSG00000179119
KIAA1958	No	9435	18551.46	ENSG00000165185
COQ6	No	9436	18548.51	ENSG00000119723
VPS37C	No	9437	18541.66	ENSG00000167987
PIM1	No	9438	18528.05	ENSG00000137193
ZNF429	No	9439	18523.64	ENSG00000197013
ABCC8	No	9440	18523.48	ENSG00000006071
CMTR2	No	9441	18519.96	ENSG00000180917
EEFSEC	No	9442	18517.81	ENSG00000132394
CNTLN	No	9443	18513.28	ENSG00000044459
RERG	No	9444	18508.67	ENSG00000134533
FCHO1	No	9445	18504.72	ENSG00000130475
ABHD4	No	9446	18497.38	ENSG00000100439
PARD3B	No	9447	18492.56	ENSG00000116117
EXOG	No	9448	18487.8	ENSG00000157036
NPIPA1	No	9449	18484.25	ENSG00000183426
ARHGAP20	No	9450	18483.88	ENSG00000137727
MLXIPL	No	9451	18472.33	ENSG00000009950
CACNA1D	No	9452	18471.68	ENSG00000157388
ENTPD1	No	9453	18459.1	ENSG00000138185
THAP10	No	9454	18453.51	ENSG00000129028
LIN54	No	9455	18447.29	ENSG00000189308
ATPAF2	No	9456	18444.08	ENSG00000171953
ZNF395	No	9457	18442.19	ENSG00000186918
AASDH	No	9458	18438.57	ENSG00000157426
AC245297.2	No	9459	18437.55	ENSG00000272755
DENND6A	No	9460	18434.88	ENSG00000174839
S100A9	No	9461	18430.11	ENSG00000163220
XKR4	No	9462	18426.51	ENSG00000206579
DAB2	No	9463	18425.29	ENSG00000153071
IFFO2	No	9464	18420.73	ENSG00000169991
STK17A	No	9465	18418.55	ENSG00000164543
TGS1	No	9466	18413.67	ENSG00000137574
CD2AP	No	9467	18412.13	ENSG00000198087
PARP4	No	9468	18410.04	ENSG00000102699
RFX7	No	9469	18403.04	ENSG00000181827
SETD4	No	9470	18394.78	ENSG00000185917
ZNF197	No	9471	18392.06	ENSG00000186448
DIS3L2	No	9472	18391.45	ENSG00000144535
FGGY	No	9473	18390.4	ENSG00000172456
CARF	No	9474	18388.64	ENSG00000138380
AC068587.4	No	9475	18386.21	ENSG00000283674
CBWD2	No	9476	18379.48	ENSG00000136682
TMEM191B	No	9477	18377.82	ENSG00000278558
TRAPPC2B	No	9478	18375.99	ENSG00000256060
ZNF276	No	9479	18375.68	ENSG00000158805
SH2D5	No	9480	18373.3	ENSG00000189410
MTHFD1L	No	9481	18372.55	ENSG00000120254
KCNA1	No	9482	18368.05	ENSG00000111262
BLOC1S4	No	9483	18356.16	ENSG00000186222
CNTN3	No	9484	18354.14	ENSG00000113805
DNAJC14	No	9485	18353.56	ENSG00000135392
LRRC57	No	9486	18353.53	ENSG00000180979
LHFPL2	No	9487	18352.82	ENSG00000145685
SERPINH1	No	9488	18340.5	ENSG00000149257
STK33	No	9489	18336.81	ENSG00000130413
MOCS1	No	9490	18335.97	ENSG00000124615
GALNT18	No	9491	18334.77	ENSG00000110328
DUSP11	No	9492	18329.17	ENSG00000144048
NKX2-2	No	9493	18327.84	ENSG00000125820
CKS1B	No	9494	18326.13	ENSG00000173207
KLHL20	No	9495	18325.93	ENSG00000076321
MCM3	No	9496	18322.83	ENSG00000112118
NR4A2	No	9497	18321.89	ENSG00000153234
TSPAN9	No	9498	18317.93	ENSG00000011105
REXO1	No	9499	18306.59	ENSG00000079313
RRNAD1	No	9500	18304.79	ENSG00000143303
CCDC163	No	9501	18299.2	ENSG00000280670
NSUN2	No	9502	18298.12	ENSG00000037474
EDC3	No	9503	18287.8	ENSG00000179151
OGFOD2	No	9504	18282.02	ENSG00000111325
LRBA	No	9505	18281.76	ENSG00000198589
FCGR3A	No	9506	18278.82	ENSG00000203747
ALOX5AP	No	9507	18277.77	ENSG00000132965
BOLA1	No	9508	18275.95	ENSG00000178096
PSTK	No	9509	18273.86	ENSG00000179988
LRRC28	No	9510	18273.61	ENSG00000168904
PLD4	No	9511	18272.6	ENSG00000166428
TAF1C	No	9512	18270.35	ENSG00000103168
CARMIL3	No	9513	18269.47	ENSG00000186648
DGKH	No	9514	18262.99	ENSG00000102780
ARL6IP6	No	9515	18255.17	ENSG00000177917
RTBDN	No	9516	18253.44	ENSG00000132026
PUM3	No	9517	18252.94	ENSG00000080608
AC122707.1	No	9518	18249.86	ENSG00000248285
SLC39A8	No	9519	18249.82	ENSG00000138821
TAZ	No	9520	18246.82	ENSG00000102125
ALKBH3	No	9521	18242.48	ENSG00000166199
GCFC2	No	9522	18241.94	ENSG00000005436
PAPOLG	No	9523	18233.97	ENSG00000115421
RPAP1	No	9524	18225.92	ENSG00000103932
LYPD5	No	9525	18224.1	ENSG00000159871
