gene_id	gene_name	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s1	V13M06-331_B1s2	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s1	V13M06-331_D1s2	V13M06-333_A1s2	V13M06-333_A1s1	V13M06-333_B1s1	V13M06-333_B1s2	V13M06-333_C1s2	V13M06-333_C1s1	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s2	V13M06-332_A1s1	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_C1s1	V13M06-332_C1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_A1s1	V13M06-403_A1s2	V13M06-403_B1s2	V13M06-403_B1s1	V13M06-403_C1s1	V13M06-403_C1s2	V13M06-403_D1s1	V13M06-403_D1s2	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s1	V13M06-402_B1s2	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s1	V13M06-402_D1s2	V13M06-401_A1s1	V13M06-401_A1s2	V13M06-401_B1s1	V13M06-401_B1s2	V13M06-401_C1s1	V13M06-401_C1s2	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_B1s2	V13M06-386_B1s1	V13M06-386_C1s1	V13M06-386_C1s2	V13M06-386_D1s2	V13M06-386_D1s1	V13B23-366_A1s1	V13B23-284_A1s2	V13B23-284_A1s1	V13B23-284_B1s2	V13B23-284_B1s1	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s1	V13B23-284_D1s2	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s1	V13F27-339_B1s2	V13F27-339_C1s2	V13F27-339_C1s1	V13F27-339_D1s2	V13F27-339_D1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13B23-286_B1s2	V13B23-286_B1s1	meanrank	samples_signif	Gene for PCA, Harmony, Clustering
ENSG00000100138	SNU13	550	144	413	353	640	155	703	976	739	852	1667	1204	746	984	1095	942	342		540	604			497		471	929	1149	318	390			855							224	335	645	737	204	431	393		413		495	855	625	739	188		420	383	474	870			380	420	742		296		1067	1074	554					284	650	435	414	337	841			443	1369	711	614	622	60	Yes
ENSG00000100142	POLR2F												2203																1532																																							554											1408								1424.25	4	No
ENSG00000100146	SOX10											727	1552		1444																																									1160												517												1814							1202.33333333333	6	No
ENSG00000100167	SEPTIN3	432	359	681		622	606				1127	1103	562	562	2468	851	1185	705		1104	1430			1313		887	964	1107	934	492											420	918	959	841		594							1313	719	348	1089			663			531	480						915			529			695	581	1062	794	765	1302			996				857.333333333333	42	No
ENSG00000100201	DDX17	622		664	611	1162	712	539	663	807	1063		1497	835	1808		1291	785	364		749					542	754	583	693	559	294	602	1068									625	230	1211		553	553			369				381	139				335			956	709					955							989	519		890	751		388	141		1502	355	590	720.177777777778	45	Yes
ENSG00000100216	TOMM22					1123												1322																																																																					1222.5	2	No
ENSG00000100220	RTCB						904							2032		803		1324		1183									793																																																			1225			1882				1268.25	8	No
ENSG00000100225	FBXO7																												1531																																							555																			1043	2	No
ENSG00000100227	POLDIP3													2716																																																																									2716	1	No
ENSG00000100234	TIMP3						1903			328	466	616	910	1234	738			900	475	1162	644			579		420	1091	689	1166	673	558	173	134	124								963	566			600				310	350		459	253								805		262		489			959				192		1111			809					1346				679.361111111111	36	No
ENSG00000100241	SBF1										1978																																																									1179											1609								1588.66666666667	3	No
ENSG00000100242	SUN2				307							1072	859		1366					1258	1044			459			1897													539						570													545									1350									1040		1376	1141			880	610	739		947.333333333333	18	No
ENSG00000100243	CYB5R3	847				667	845				2053		500	1242	1411	423	476		196	1114	384					724	1033	1196	1252	627	306									672		1001					679											534				743					272	570	972						1092		1015	879	1015	678	429		1552				830.272727272727	33	No
ENSG00000100258	LMF2													2256																																																																									2256	1	No
ENSG00000100266	PACSIN2												2322																																																																										2322	1	No
ENSG00000100280	AP1B1					668	673				2588		1013	1804	2271					1324	1028					1610																1543	1411	1516									1748									657	1096														1014						1771	1111			1380.33333333333	18	No
ENSG00000100284	TOM1						1399	1134		1336	1351	1584		1340						1799				992		1250																		1247																																							1511				1358.45454545455	11	No
ENSG00000100285	NEFH	163	132	144	54	112	128	118	54	540	324	129	80	248	121	294	153	26	93	37	23	127	4	210	79	278	80	585	235	356	459	89	84	167	272					63	11	469	280	364	405	282	231	102	134	98	83	84	89	500		50	210	326	273			38	23	334	158	74	387	477	174	527	64	31	121	180	84	381	51	211	95	44			36	44	198	108	182.789473684211	76	Yes
ENSG00000100300	TSPO													2212	2387																																																																								2299.5	2	No
ENSG00000100307	CBX7																																																																														1039								1039	1	No
ENSG00000100316	RPL3	568	257	714	284		737	1042	360	926	1383	464	360	433	458	652	230	763	319	177	289			147	318	95	244	187	175	277		266	146			105	94	156	71	628	166	127	742	776	688	425	434	381				378	395	250	303	945			900	161	69	165	282	160		689	200	175	243	97	262		235	109	286	189	315	145	329	441	210	464	624	1023	115	305	382.333333333333	72	Yes
ENSG00000100320	RBFOX2			213				933	990		1827			1091	1076		955		307	904	1463			1102		1361	906		2095													1900	761	1186									1719			473													1030								326			973			429	956	944	422	1013.15384615385	26	No
ENSG00000100321	SYNGR1	674	441			816	527	376	423	1015	1044		1834	1433	1832	962	829	781		1203					999	1647	1440		1619	551		1170										669	1157	1195							750					504	328															292			905		539	591	1134	1282			1417				952.323529411765	34	No
ENSG00000100345	MYH9														1388																	732	528																																																						882.666666666667	3	No
ENSG00000100347	SAMM50					1255																																																																																	1255	1	No
ENSG00000100348	TXN2						2075																		1130	1413			2126																																																						1238				1596.4	5	No
ENSG00000100354	TNRC6B											1257			1778		1872									1813						1306																																											1152			957			360		1849	1156	1021		1320.09090909091	11	No
ENSG00000100359	SGSM3															1035				1711																																																																			1373	2	No
ENSG00000100360	IFT27										1693																																																																												1693	1	No
ENSG00000100362	PVALB					580										88	129	200														415	229																																			321											72								254.25	8	No
ENSG00000100364	KIAA0930	754											2090	1400	2490			1162		2225						1985			1770			1204										1080																																			1050	1241	1245		415				1058	425	1349.625	16	No
ENSG00000100379	KCTD17						1129	535	876		2626	1025	1619			1018				1377	761			1190		814		1553																1491									1659										1139																				727	431			1174.70588235294	17	No
ENSG00000100380	ST13	490		292			1374	1242	687		2264	1579	876			492	981			1249	1158					509	659	511	283	617	508	238	254									473		785				438					630	656	608			523	825			619	732					733		494					674	191	926	1087	1026	1278			910	1147	587	584	766.404761904762	42	No
ENSG00000100387	RBX1	780					996				1641	617	877		1204	528	1015	779	384	879	1000					1342	1035	559	568	683		1004										931		634	550								1637	570					594					651				549	592	223					780		775	649	1274	1356				826	467		827.114285714286	35	No
ENSG00000100399	CHADL														1095																																																					765																			930	2	No
ENSG00000100401	RANGAP1						916	340	553	1292	2007		866	1338	1305	1439	1279	884		1455	1396	203		1219	1229	1271	652	1076	1193	803												838		954							711					372	656		762			1096	825			461				400						687	780		1368		331		477	720	767	524	908.846153846154	39	No
ENSG00000100403	ZC3H7B																																																																															1132							1132	1	No
ENSG00000100412	ACO2		322	600			563	1196	1103	913	2208		598	671	1105	1578	1090	816	496	1280	590	122		1104	1269	872	681	803	1133	791	390									376	416	810	708	1116							891		1036	769	288		378	453	580				497			531						463			1006	654	1207	996					801	1273	1044		821	47	Yes
ENSG00000100413	POLR3H													1810																																																																									1810	1	No
ENSG00000100417	PMM1						1135						1173	1471	1991	1233	1050			1740																								1308																																											1387.625	8	No
ENSG00000100422	CERK					342	1446				1966			1551	1921		1054	743						1334																													1248																			504							997								1191.45454545455	11	No
ENSG00000100427	MLC1			661	559	1245	1594	128	275	128	143	1519	1270	322	412	1102				721	843			489	611	478	663	167	264	669		474	754									460	220	686	416						214		762									929		544											240	273	1190	436	1115			90	601	808	345		605.365853658537	41	No
ENSG00000100442	FKBP3	558					1402			1628	1975		951		2699	977	1025	1289		672	1739			1316		1535	1682	501	673				1013									1422	642	851														554	687				577					833	649						1213			934	957	754							1093.37931034483	29	No
ENSG00000100445	SDR39U1											1522	2284		1574					2110									1849																																																			1319							1776.33333333333	6	No
ENSG00000100461	RBM23						1490								2456																																																																								1973	2	No
ENSG00000100462	PRMT5										1926				2008	1558																																																																							1830.66666666667	3	No
ENSG00000100473	COCH					1110	1430								528	519	1098																													115	315																																								730.714285714286	7	No
ENSG00000100505	TRIM9										1755																																																																												1755	1	No
ENSG00000100519	PSMC6				422	983	494	1370			1753	1430	1536	2475	1841	555	1589			868	608			918		1929	1828	767	1083														712	762	467												627					917	605					1302	903						868				1054	671			1828	825			1096.45161290323	31	No
ENSG00000100528	CNIH1						1365						1897											929			1255		1804															691																								1365																			1329.42857142857	7	No
ENSG00000100554	ATP6V1D	673		628		479	531	1018	849	952	568		779	667	966	1228	649			595	1005			403	707	551	628	966	607	810		1551	570							666		744	1028	793	811								469			1169	582		268			236	284			444			622						940	461	800	869	468	585			247	377			694.288888888889	45	Yes
ENSG00000100564	PIGH															1307																																																																							1307	1	No
ENSG00000100567	PSMA3						1612									931				1102									1410																								1246																																		1260.2	5	No
ENSG00000100568	VTI1B													1960	1895			1226		1600	1126					1758			2069			1358										1518											928															810	743								1228	1136	1569	1028							1372	16	No
ENSG00000100580	TMED8							1339		1425	2640	1254	1182	2276	2883					2125					1048				2072														1429										915				585																														1628.69230769231	13	No
ENSG00000100591	AHSA1					825	1070				2038		1314	2504						887	1729			1017			1647	890																									1172				486																							1793			1710	1370			1363.46666666667	15	No
ENSG00000100592	DAAM1									1512		1154	2320	1915	1490	1669		657		843						1604			1610			851																				621	1250																								1007						609				1274.13333333333	15	No
ENSG00000100596	SPTLC2										1172	1045																																																								1435											1058								1177.5	4	No
ENSG00000100600	LGMN													2016																																																																									2016	1	No
ENSG00000100604	CHGA	349				362	471	497	474	1285	644	1032		572	661	1013	548			2166	703			505	492	896	1096	1720	2053	657	612											599	590	1029	657					348			1606			449	625		743			1024	778			472						232			547		825	956		1852			1282				835.55	40	No
ENSG00000100605	ITPK1						2265							1828				752		1838	1104					678	1182			882												1809		1476																															1143			1212	1425	1799							1385.21428571429	14	No
ENSG00000100612	DHRS7						2173							2257						2261				1121			1926		2185																																																										1987.16666666667	6	No
ENSG00000100614	PPM1A						1554				1844		1379				1504			2156	1545					1569	1882		1716																													719																					1557					1201			1552.16666666667	12	No
ENSG00000100626	GALNT16						1149				1097		1799				1409			1855						1204	1628	1237	1627													1830	1339							398							574																										1359				1321.78571428571	14	No
ENSG00000100632	ERH												1110	1878						1925				996	750	1215	1701	1631	1327													1332									303		983															1534							919			972					1795	1444			1283.23529411765	17	No
ENSG00000100644	HIF1A					385	1938	1347	1264		522	885	514	883	918	368	358			624	676			607		816	1065	766	1242				793								444	1055	1287	743	536		765					247	314	840	268	395	261		569			817	573			231		981	677						535	444	1146		894	676			481	597			721.522727272727	44	Yes
