Domain	Domains Compared to	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL4	0.218	-0.08	0.157	-1.419	ENSG00000174444
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL41	0.002	-0.184	0.001	-3.458	ENSG00000229117
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL5	0.026	-0.192	0.013	-2.507	ENSG00000122406
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL6	0.307	-0.068	0.232	-1.197	ENSG00000089009
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL7	0.141	-0.123	0.094	-1.684	ENSG00000147604
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL7A	0.337	0.058	0.258	1.135	ENSG00000148303
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL8	0.015	-0.126	0.007	-2.732	ENSG00000161016
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPL9	0	-0.229	0	-4.157	ENSG00000163682
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPLP0	0.063	0.165	0.036	2.105	ENSG00000089157
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPLP1	0.005	-0.176	0.002	-3.153	ENSG00000137818
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPLP2	0.001	-0.202	0	-3.755	ENSG00000177600
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPN1	0.014	0.309	0.006	2.749	ENSG00000163902
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPRD1A	0.998	0	0.998	-0.003	ENSG00000141425
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS10	0.007	-0.25	0.003	-2.996	ENSG00000124614
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS11	0	-0.291	0	-5.833	ENSG00000142534
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS12	0	-0.258	0	-4.185	ENSG00000112306
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS13	0.027	-0.144	0.013	-2.491	ENSG00000110700
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS14	0.072	-0.117	0.043	-2.039	ENSG00000164587
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS15	0.028	-0.126	0.015	-2.46	ENSG00000115268
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS15A	0.267	-0.132	0.198	-1.292	ENSG00000134419
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS16	0.013	-0.164	0.006	-2.764	ENSG00000105193
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS17	0	-0.281	0	-4.978	ENSG00000182774
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS18	0.228	-0.116	0.165	-1.394	ENSG00000231500
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS19	0.085	-0.124	0.052	-1.956	ENSG00000105372
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS19BP1	0.511	0.083	0.424	0.801	ENSG00000187051
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS2	0.023	-0.133	0.012	-2.545	ENSG00000140988
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS20	0.204	-0.129	0.145	-1.464	ENSG00000008988
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS21	0.037	-0.192	0.02	-2.352	ENSG00000171858
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS23	0.014	-0.172	0.006	-2.754	ENSG00000186468
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS24	0	-0.25	0	-4.259	ENSG00000138326
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS25	0.103	-0.155	0.065	-1.854	ENSG00000118181
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS26	0.346	0.092	0.266	1.116	ENSG00000197728
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS27	0	-0.321	0	-6.247	ENSG00000177954
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS27A	0	-0.226	0	-4.034	ENSG00000143947
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS27L	0.933	0.012	0.915	0.107	ENSG00000185088
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS28	0.002	-0.208	0.001	-3.457	ENSG00000233927
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS29	0	-0.325	0	-6.267	ENSG00000213741
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS3	0.872	0.017	0.831	0.214	ENSG00000149273
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS3A	0	-0.324	0	-6.01	ENSG00000145425
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS4X	0	-0.229	0	-4.058	ENSG00000198034
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS4Y1	0.378	-0.086	0.292	-1.056	ENSG00000129824
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS5	0.468	-0.053	0.379	-0.881	ENSG00000083845
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS6	0	-0.267	0	-5.33	ENSG00000137154
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS6KA2	0	0.478	0	4.53	ENSG00000071242
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS7	0.988	0.001	0.984	0.021	ENSG00000171863
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS8	0.11	-0.102	0.07	-1.821	ENSG00000142937
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPS9	0.406	-0.062	0.32	-0.996	ENSG00000170889
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RPSA	0.063	0.125	0.037	2.104	ENSG00000168028
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RRAGA	0.025	0.227	0.012	2.524	ENSG00000155876
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RRBP1	0.017	0.367	0.008	2.666	ENSG00000125844
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RSF1	0.025	-0.267	0.012	-2.519	ENSG00000048649
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RSRC2	0.023	-0.323	0.011	-2.561	ENSG00000111011
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RTF1	0	-0.609	0	-5.298	ENSG00000137815
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RTF2	0.001	0.379	0	3.716	ENSG00000022277
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RTL8C	0.019	0.196	0.009	2.626	ENSG00000134590
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RTN1	0.967	-0.004	0.96	-0.051	ENSG00000139970
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RTN3	0	0.339	0	7.796	ENSG00000133318
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RTN4	0	0.477	0	11.645	ENSG00000115310
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RTRAF	0.151	0.189	0.102	1.641	ENSG00000087302
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RUFY3	0	0.351	0	4.469	ENSG00000018189
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RUNDC3A	0.18	-0.177	0.125	-1.541	ENSG00000108309
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	RWDD1	0.587	0.065	0.5	0.675	ENSG00000111832
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	S100A1	0	0.393	0	4.077	ENSG00000160678
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	S100A10	0.003	-0.365	0.001	-3.274	ENSG00000197747
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	S100A13	0.942	0.009	0.925	0.094	ENSG00000189171
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	S100A6	0	0.428	0	4.269	ENSG00000197956
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	S100B	0	0.719	0	10.312	ENSG00000160307
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SAMD4A	0.087	-0.265	0.053	-1.944	ENSG00000020577
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SAMD4B	0.121	0.219	0.078	1.769	ENSG00000179134
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SAMD8	0	0.658	0	4.566	ENSG00000156671
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SAP18	0.003	-0.285	0.001	-3.287	ENSG00000150459
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SAR1A	0.947	0.009	0.934	0.083	ENSG00000079332
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SAR1B	0	0.631	0	5.338	ENSG00000152700
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SARAF	0.226	0.103	0.164	1.398	ENSG00000133872
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SARNP	0.894	-0.024	0.859	-0.178	ENSG00000205323
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SARS	0.57	-0.065	0.482	-0.704	ENSG00000031698
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SASH1	0.003	0.292	0.001	3.282	ENSG00000111961
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SAT1	0.002	-0.435	0.001	-3.497	ENSG00000130066
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SBDS	0	0.456	0	5.729	ENSG00000126524
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SC5D	0	0.518	0	5.386	ENSG00000109929
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCAF11	0.027	-0.278	0.014	-2.481	ENSG00000139218
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCAMP1	0.894	-0.021	0.858	-0.18	ENSG00000085365
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCAMP5	0.001	-0.32	0	-3.539	ENSG00000198794
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCAND1	0.158	0.136	0.107	1.618	ENSG00000171222
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCARB2	0	0.682	0	8.174	ENSG00000138760
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCCPDH	0	1.257	0	10.474	ENSG00000143653
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCD	0	0.771	0	13.023	ENSG00000099194
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCD5	0	0.197	0	4.02	ENSG00000145284
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCG2	0.272	-0.112	0.202	-1.279	ENSG00000171951
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCG3	0.006	-0.36	0.003	-3.055	ENSG00000104112
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCG5	0	0.586	0	5.488	ENSG00000166922
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCN2A	0	-0.495	0	-3.921	ENSG00000136531
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCOC	0	0.297	0	3.95	ENSG00000153130
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCP2	0.166	0.171	0.114	1.588	ENSG00000116171
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCRG1	0	0.509	0	4.538	ENSG00000164106
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SCRN1	0.434	-0.082	0.346	-0.944	ENSG00000136193
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SDC3	0	-0.597	0	-4.725	ENSG00000162512
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SDC4	0	-0.885	0	-6.212	ENSG00000124145
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SDCBP	0.713	0.047	0.64	0.468	ENSG00000137575
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SDHA	0.993	0.001	0.99	0.012	ENSG00000073578
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SDHC	0.636	0.064	0.556	0.59	ENSG00000143252
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEC11C	0	0.473	0	6.786	ENSG00000166562
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEC61G	0.605	0.093	0.519	0.645	ENSG00000132432
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEC62	0	-0.343	0	-6.429	ENSG00000008952
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEC63	0.079	-0.226	0.048	-1.989	ENSG00000025796
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SECISBP2L	0	0.699	0	7.414	ENSG00000138593
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEL1L	0.003	0.386	0.001	3.273	ENSG00000071537
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SELENOF	0	0.465	0	4.569	ENSG00000183291
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SELENOH	0.513	-0.092	0.427	-0.796	ENSG00000211450
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SELENOK	0.989	0.002	0.986	0.018	ENSG00000113811
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SELENOM	0.026	-0.247	0.013	-2.494	ENSG00000198832
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SELENOP	0	1.43	0	17.848	ENSG00000250722
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SELENOT	0.003	0.36	0.001	3.266	ENSG00000198843
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SELENOW	0.009	0.144	0.004	2.893	ENSG00000178980
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEM1	0.013	0.357	0.006	2.774	ENSG00000127922
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEMA3B	0	0.81	0	5.877	ENSG00000012171
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEMA4D	0	1.169	0	11.527	ENSG00000187764
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEMA6A	0	0.775	0	5.04	ENSG00000092421
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEPTIN2	0.014	0.252	0.006	2.752	ENSG00000168385
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEPTIN3	0.033	-0.246	0.017	-2.401	ENSG00000100167
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEPTIN4	0.415	0.064	0.328	0.98	ENSG00000108387
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEPTIN7	0.665	-0.033	0.586	-0.545	ENSG00000122545
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEPTIN8	0	0.776	0	11.579	ENSG00000164402
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERBP1	0.797	-0.04	0.734	-0.34	ENSG00000142864
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERF2	0.295	0.075	0.222	1.224	ENSG00000140264
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERINC1	0.015	0.131	0.007	2.721	ENSG00000111897
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERINC3	0.611	0.06	0.528	0.631	ENSG00000132824
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERP1	0.109	-0.167	0.069	-1.825	ENSG00000120742
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERPINB6	0.166	0.185	0.114	1.588	ENSG00000124570
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERPINE2	0	-0.599	0	-5.978	ENSG00000135919
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SERPINI1	0	0.989	0	12.67	ENSG00000163536
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SESN3	0.001	-0.352	0	-3.687	ENSG00000149212
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SET	0.003	-0.267	0.001	-3.279	ENSG00000119335
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SEZ6L2	0.08	-0.153	0.048	-1.985	ENSG00000174938
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SF1	0.278	0.144	0.207	1.265	ENSG00000168066
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SF3B1	0.124	0.18	0.081	1.753	ENSG00000115524
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SF3B2	0.819	-0.032	0.765	-0.299	ENSG00000087365
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SF3B5	0.077	0.257	0.047	2.001	ENSG00000169976
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SF3B6	0.058	0.273	0.033	2.142	ENSG00000115128
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SFPQ	0.647	0.047	0.567	0.574	ENSG00000116560
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SGCB	0.001	0.5	0	3.83	ENSG00000163069
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SGTA	0.004	0.356	0.002	3.197	ENSG00000104969
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SH3BGRL	0.204	0.119	0.145	1.464	ENSG00000131171
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SH3BGRL3	0.179	0.129	0.124	1.543	ENSG00000142669
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SH3GL3	0.001	0.484	0	3.557	ENSG00000140600
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SH3GLB2	0.054	0.253	0.03	2.181	ENSG00000148341
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SH3KBP1	0.238	0.18	0.174	1.363	ENSG00000147010
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SHISA4	0.091	0.174	0.056	1.917	ENSG00000198892
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SHTN1	0.295	-0.113	0.221	-1.226	ENSG00000187164
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SIK3	0.685	0.054	0.608	0.513	ENSG00000160584
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SILC1	0	0.814	0	5.971	ENSG00000232044
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SIRPA	0.569	0.07	0.481	0.706	ENSG00000198053
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SIRT2	0	0.939	0	10.336	ENSG00000068903
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SKP1	0.001	0.172	0	3.703	ENSG00000113558
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLAIN1	0	1.213	0	11.872	ENSG00000139737
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC12A2	0	0.834	0	9.705	ENSG00000064651
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC12A5	0.093	-0.266	0.058	-1.904	ENSG00000124140
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC14A1	0	-0.906	0	-6.54	ENSG00000141469
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC18A2	0.001	-0.51	0	-3.619	ENSG00000165646
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC1A2	0	-1.134	0	-12.05	ENSG00000110436
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC1A3	0	-0.577	0	-5.491	ENSG00000079215
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC1A4	0	-0.709	0	-5.812	ENSG00000115902
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC20A2	0.024	0.359	0.012	2.54	ENSG00000168575
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC22A17	0.134	-0.129	0.088	-1.712	ENSG00000092096
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC23A2	0.033	0.279	0.017	2.396	ENSG00000089057
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC24A2	0	0.57	0	5.791	ENSG00000155886
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A1	0.065	0.289	0.038	2.086	ENSG00000100075
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A11	0.406	0.131	0.32	0.996	ENSG00000108528
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A23	0.001	-0.342	0	-3.622	ENSG00000125648
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A29	0	1.019	0	6.613	ENSG00000197119
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A3	0.574	-0.051	0.487	-0.696	ENSG00000075415
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A4	0.854	0.025	0.808	0.243	ENSG00000151729
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A5	0.6	0.084	0.514	0.654	ENSG00000005022
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC25A6	0.081	-0.179	0.049	-1.98	ENSG00000169100
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC2A1	0.025	-0.339	0.013	-2.511	ENSG00000117394
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC31A2	0	1.521	0	10.458	ENSG00000136867
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC38A1	0	-0.603	0	-4.514	ENSG00000111371
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC38A2	0.016	0.257	0.008	2.692	ENSG00000134294
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC3A2	0.01	-0.318	0.005	-2.856	ENSG00000168003
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC44A1	0	0.84	0	11.776	ENSG00000070214
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC44A2	0	0.545	0	5.329	ENSG00000129353
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC48A1	0	0.89	0	8.218	ENSG00000211584
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC4A4	0	-1.298	0	-9.401	ENSG00000080493
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC6A1	0.977	-0.003	0.972	-0.035	ENSG00000157103
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC6A11	0	-0.985	0	-7.281	ENSG00000132164
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC6A4	0.056	-0.398	0.032	-2.158	ENSG00000108576
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC6A8	0.008	0.359	0.003	2.971	ENSG00000130821
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC7A14	0.398	0.121	0.313	1.012	ENSG00000013293
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC9A3R1	0.178	0.194	0.123	1.547	ENSG00000109062
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLC9A6	0.843	-0.032	0.795	-0.259	ENSG00000198689
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLCO1A2	0.721	0.063	0.649	0.456	ENSG00000084453
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLIRP	0.012	0.293	0.005	2.812	ENSG00000119705
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLTM	0.02	-0.289	0.01	-2.608	ENSG00000137776
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SLU7	0.269	-0.135	0.199	-1.287	ENSG00000164609
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SMARCA2	0.064	-0.218	0.037	-2.095	ENSG00000080503
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SMARCA4	0.065	-0.246	0.038	-2.091	ENSG00000127616
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SMARCA5	0.51	0.087	0.423	0.802	ENSG00000153147
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SMDT1	0.76	-0.042	0.692	-0.397	ENSG00000183172
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SMIM14	0.111	0.181	0.071	1.816	ENSG00000163683
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SMIM29	0.236	-0.149	0.172	-1.369	ENSG00000186577
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNAP25	0.008	-0.252	0.003	-2.956	ENSG00000132639
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNAP91	0.098	-0.216	0.061	-1.881	ENSG00000065609
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNCA	0	0.498	0	4.218	ENSG00000145335
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNCB	0	-0.52	0	-4.419	ENSG00000074317
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNCG	0	-0.397	0	-4.28	ENSG00000173267
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNHG14	0	-0.626	0	-11.086	ENSG00000224078
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNHG25	0.14	-0.173	0.093	-1.688	ENSG00000266402
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNHG29	0.004	-0.27	0.002	-3.161	ENSG00000175061
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNHG32	0.063	0.228	0.036	2.106	ENSG00000204387
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNHG5	0.635	-0.075	0.554	-0.593	ENSG00000203875
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNHG6	0.119	-0.134	0.077	-1.778	ENSG00000245910
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNHG8	0.636	-0.078	0.556	-0.59	ENSG00000269893
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNORC	0	0.807	0	6.167	ENSG00000182600
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNRNP70	0.694	0.053	0.618	0.499	ENSG00000104852
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNRPD2	0.043	0.196	0.024	2.279	ENSG00000125743
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNRPN	0.475	-0.054	0.386	-0.869	ENSG00000128739
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNTA1	0	-0.725	0	-5.83	ENSG00000101400
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNU13	0.143	-0.158	0.095	-1.677	ENSG00000100138
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNX1	0	0.792	0	5.302	ENSG00000028528
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNX10	0.036	-0.255	0.019	-2.356	ENSG00000086300
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNX17	0.007	0.336	0.003	2.981	ENSG00000115234
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNX3	0.606	-0.047	0.522	-0.641	ENSG00000112335
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SNX6	0.001	0.435	0	3.741	ENSG00000129515
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SOBP	0.013	-0.353	0.006	-2.785	ENSG00000112320
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SOD1	0	0.219	0	4.275	ENSG00000142168
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	SOD2	0.004	-0.345	0.001	-3.216	ENSG00000112096
